infraction_description,set_fine_amount,location2
PARK ON PRIVATE PROPERTY,30,0307,,375 BAY MILLS BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0307,AT,22 WILCOX CREEK PTWY,,,ON,3
PARK ON PRIVATE PROPERTY,30,0307,AT,100 WESTERN BATTERY RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0308,,375 BAY MILLS BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0308,AT,100 WESTERN BATTERY RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0308,AT,100 WESTERN BATTERY RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0309,AT,22 WILCOX CREEK PTWY,,,ON,3
PARK ON PRIVATE PROPERTY,30,0310,,2355 SHEPPARD AVE WEST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0310,AT,101 ERSKINE AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0311,,375 BAY MILLS BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0311,AT,101 ERSKINE AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0311,AT,15 VIKING LANE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0312,AT,101 ERSKINE AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0312,AT,15 VIKING LANE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0313,AT,101 ERSKINE AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0314,AT,101 ERSKINE AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0316,AT,231 FORT YORK BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0317,AT,231 FORT YORK BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0317,AT,225 SACKVILLE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0318,AT,231 FORT YORK BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0318,AT,525 ADELAIDE ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0319,AT,231 FORT YORK BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0320,,3 MICHAEL POWER PLACE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0320,AT,3231 EGLINTON AVE E,,,ON,3
PARK ON PRIVATE PROPERTY,30,0320,AT,231 FORT YORK BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0322,AT,3231 EGLINTON AVE E,,,ON,3
PARK ON PRIVATE PROPERTY,30,0323,AT,3231 EGLINTON AVE E,,,ON,3
PARK ON PRIVATE PROPERTY,30,0323,AT,10 BLACKFRIAR AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0324,,35 ORMSKIRK AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0324,,850 HUNTINGWOOD DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0324,AT,4359 JANE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0325,AT,4359 JANE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0326,,35 ORMSKIRK AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0326,AT,38 IANNUZZI ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0326,AT,38 IANNUZZI ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0327,AT,38 IANNUZZI ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0329,AT,50 BRUYERES MEWS,,,ON,3
PARK ON PRIVATE PROPERTY,30,0330,AT,50 BRUYERES MEWS,,,ON,3
PARK ON PRIVATE PROPERTY,30,0330,AT,38 IANNUZZI ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0331,AT,50 BRUYERES MEWS,,,ON,3
PARK ON PRIVATE PROPERTY,30,0331,AT,38 IANNUZZI ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0332,AT,50 BRUYERES MEWS,,,ON,3
PARK ON PRIVATE PROPERTY,30,0332,AT,38 IANNUZZI ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0333,AT,59 ANNIE CRAIG DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0333,AT,50 BRUYERES MEWS,,,ON,3
PARK ON PRIVATE PROPERTY,30,0333,AT,50 BRUYERES MEWS,,,AB,3
PARK ON PRIVATE PROPERTY,30,0333,AT,38 IANNUZZI ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0334,AT,59 ANNIE CRAIG DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0335,AT,10 A YORK ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0335,AT,59 ANNIE CRAIG DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0336,AT,10 A YORK ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0337,AT,10 A YORK ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0337,AT,59 ANNIE CRAIG DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0338,AT,10 A YORK ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0338,AT,59 ANNIE CRAIG DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0338,AT,59 ANNIE CRAIG DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0339,AT,10 A YORK ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0340,AT,10 A YORK ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0340,AT,56 FOREST MANOR RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0342,AT,59 ANNIE CRAIG DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0342,AT,501 YONGE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0343,,209 HUNTINGDALE BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0343,AT,59 ANNIE CRAIG DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0343,AT,501 YONGE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0343,AT,56 FOREST MANOR RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0344,AT,125 VILLAGE GREEN SQ,,,ON,3
PARK ON PRIVATE PROPERTY,30,0344,AT,501 YONGE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0344,AT,56 FOREST MANOR RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0345,,30 FASHION ROSEWAY,,,ON,3
PARK ON PRIVATE PROPERTY,30,0345,,3841 LAKESHORE BLVD W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0345,,345 DRIFTWOOD AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0345,AT,125 VILLAGE GREEN SQ,,,ON,3
PARK ON PRIVATE PROPERTY,30,0345,AT,501 YONGE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0345,AT,56 FOREST MANOR RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0345,AT,125 WESTERN BATTERY RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0346,AT,125 VILLAGE GREEN SQ,,,ON,3
PARK ON PRIVATE PROPERTY,30,0346,AT,125 WESTERN BATTERY RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0347,,345 DRIFTWOOD AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0347,AT,125 VILLAGE GREEN SQ,,,ON,3
PARK ON PRIVATE PROPERTY,30,0347,AT,125 WESTERN BATTERY RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0348,,149 HUNTINGDALE BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0348,,345 DRIFTWOOD AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0348,AT,125 WESTERN BATTERY RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0350,AT,125 VILLAGE GREEN SQ,,,ON,3
PARK ON PRIVATE PROPERTY,30,0350,AT,125 WESTERN BATTERY RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0351,,335 DRIFTWOOD AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0351,AT,125 VILLAGE GREEN SQ,,,ON,3
PARK ON PRIVATE PROPERTY,30,0406,AT,159 DUNDAS ST E,,,ON,3
PARK ON PRIVATE PROPERTY,30,0407,AT,159 DUNDAS ST E,,,ON,3
PARK ON PRIVATE PROPERTY,30,0407,AT,600 FLEET ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0408,AT,600 FLEET ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0409,AT,600 FLEET ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0411,AT,5 VALHALLA INN RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0413,AT,60 SOUTHPORT ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0413,AT,5 VALHALLA INN RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0414,AT,5 VALHALLA INN RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0415,AT,60 SOUTHPORT ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0415,AT,5 VALHALLA INN RD,,,QC,3
PARK ON PRIVATE PROPERTY,30,0415,AT,5 VALHALLA INN RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0417,,53 GODSTONE ROAD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0420,AT,481 ROSEWELL AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0420,AT,5 VALHALLA INN RD,,,QC,3
PARK ON PRIVATE PROPERTY,30,0421,,30 REXDALE BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0422,AT,5 VALHALLA INN RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0423,AT,481 ROSEWELL AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0423,AT,5 VALHALLA INN RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0423,AT,5 VALHALLA INN RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0424,AT,481 ROSEWELL AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0424,AT,481 ROSEWELL AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0424,AT,5 VALHALLA INN RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0425,AT,5 VALHALLA INN RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0425,AT,5 VALHALLA INN RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0426,AT,5 VALHALLA INN RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0427,AT,5 VALHALLA INN RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0428,AT,5 VALHALLA INN RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0429,,1455 WILSON AVE,,,AZ,3
PARK ON PRIVATE PROPERTY,30,0429,AT,5 VALHALLA INN RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0429,AT,525 WILSON AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0438,,1000 KING STREET WEST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0442,,1000 KING STREET WEST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0442,AT,335 MILL RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0442,AT,153 BEECROFT RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0443,AT,335 MILL RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0443,AT,39 SHERBOURNE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0444,AT,153 BEECROFT RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0445,AT,153 BEECROFT RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0445,AT,153 BEECROFT RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0446,AT,39 SHERBOURNE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0447,AT,153 BEECROFT RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0448,AT,153 BEECROFT RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0448,AT,153 BEECROFT RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0449,AT,153 BEECROFT RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0451,,2775 DON MILLS RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0451,,291 GEORGE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0453,,15 LAIDLAW STREET,,,ON,3
PARK ON PRIVATE PROPERTY,30,0508,,1205 QUEEN STREET WEST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0511,,10 PARKWAY FOREST DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0511,,1205 QUEEN STREET WEST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0516,,10 PARKWAY FOREST DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0519,,10 PARKWAY FOREST DRIVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0526,,75 HAVENBROOK BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0529,,75 HAVENBROOK BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0532,,10 ALLANHURST DRIVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0543,,10 ALLANHURST DRIVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0551,,9 YETTA SHEPWAY,,,ON,3
PARK ON PRIVATE PROPERTY,30,0554,,15 LA ROSE AVENUE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0556,,85 LAURIE SHEPWAY,,,ON,3
PARK ON PRIVATE PROPERTY,30,0558,,15 LA ROSE AVENUE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0602,,15 LA ROSE AVENUE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0612,,10 GOWER ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0706,AT,38 CAMERON ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0727,AT,60 TUXEDO CRT,,,ON,3
PARK ON PRIVATE PROPERTY,30,0728,AT,60 TUXEDO CRT,,,ON,3
PARK ON PRIVATE PROPERTY,30,0735,AT,400 ADELAIDE ST E,,,ON,3
PARK ON PRIVATE PROPERTY,30,0815,AT,373 FRONT ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0819,AT,373 FRONT ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0820,AT,373 FRONT ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0821,AT,373 FRONT ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0843,,4700 KEELE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0851,AT,2183 LAKE SHORE BLVD W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0852,AT,2183 LAKE SHORE BLVD W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0853,AT,2183 LAKE SHORE BLVD W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0854,AT,2183 LAKE SHORE BLVD W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0855,AT,2183 LAKE SHORE BLVD W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0855,AT,2183 LAKE SHORE BLVD W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0856,AT,2183 LAKE SHORE BLVD W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0856,AT,2183 LAKE SHORE BLVD W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0857,AT,205 MORNINGSIDE AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0858,AT,2183 LAKE SHORE BLVD W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0858,AT,2183 LAKE SHORE BLVD W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0859,AT,2183 LAKE SHORE BLVD W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0859,AT,2183 LAKE SHORE BLVD W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0901,,4700 KEELE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0901,AT,2183 LAKE SHORE BLVD W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0901,AT,2183 LAKE SHORE BLVD W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0902,AT,2183 LAKE SHORE BLVD W,,,AB,3
PARK ON PRIVATE PROPERTY,30,0902,AT,2183 LAKE SHORE BLVD W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0903,AT,2183 LAKE SHORE BLVD W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0904,AT,2183 LAKE SHORE BLVD W,,,QC,3
PARK ON PRIVATE PROPERTY,30,0904,AT,2183 LAKE SHORE BLVD W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0906,AT,2183 LAKE SHORE BLVD W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0915,,4700 KEELE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0922,,4700 KEELE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0927,,121 PARKWAY FOREST DRIVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0931,AT,400 FRONT ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0933,,4700 KEELE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0940,,200 BRIDLETOWNE CIRCLE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0941,AT,109 FRONT ST E,,,ON,3
PARK ON PRIVATE PROPERTY,30,0941,AT,109 FRONT ST E,,,ON,3
PARK ON PRIVATE PROPERTY,30,0944,,200 BRIDLETOWNE CIRCLE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0946,,300 BRIDLETOWNE CIRCLE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0949,AT,18 LOWER JARVIS ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0950,AT,18 LOWER JARVIS ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0951,,300 BRIDLETOWNE CIRCLE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0957,AT,18 YONGE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0958,AT,18 YONGE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0958,AT,451 RICHMOND ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0959,AT,18 YONGE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0959,AT,451 RICHMOND ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,1001,AT,444 RICHMOND ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,1002,AT,444 RICHMOND ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,1008,AT,12 BONNYCASTLE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1009,AT,12 BONNYCASTLE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1010,,4700 KEELE ST,,,NS,3
PARK ON PRIVATE PROPERTY,30,1010,AT,12 BONNYCASTLE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1011,AT,12 BONNYCASTLE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1012,AT,12 BONNYCASTLE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1013,AT,12 BONNYCASTLE ST,,,PA,3
PARK ON PRIVATE PROPERTY,30,1014,AT,12 BONNYCASTLE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1015,AT,23 LORRAINE AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,1022,AT,191 SHERBOURNE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1024,AT,1153 QUEEN ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,1025,AT,460 ADELAIDE ST E,,,ON,3
PARK ON PRIVATE PROPERTY,30,1025,AT,460 ADELAIDE ST E,,,ON,3
PARK ON PRIVATE PROPERTY,30,1026,AT,460 ADELAIDE ST E,,,ON,3
PARK ON PRIVATE PROPERTY,30,1027,AT,460 ADELAIDE ST E,,,ON,3
PARK ON PRIVATE PROPERTY,30,1028,AT,460 ADELAIDE ST E,,,ON,3
PARK ON PRIVATE PROPERTY,30,1029,AT,460 ADELAIDE ST E,,,ON,3
PARK ON PRIVATE PROPERTY,30,1032,AT,460 ADELAIDE ST E,,,ON,3
PARK ON PRIVATE PROPERTY,30,1032,AT,460 ADELAIDE ST E,,,ON,3
PARK ON PRIVATE PROPERTY,30,1035,,4700 KEELE ST,,,AB,3
PARK ON PRIVATE PROPERTY,30,1043,,4700 KEELE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1046,AT,20 LOMBARD ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1047,AT,20 LOMBARD ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1048,AT,20 LOMBARD ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1049,AT,20 LOMBARD ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1050,AT,20 LOMBARD ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1051,AT,20 LOMBARD ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1052,AT,20 LOMBARD ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1053,AT,20 LOMBARD ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1053,AT,105 HARRISON GARDEN BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,1054,AT,20 LOMBARD ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1055,AT,20 LOMBARD ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1102,AT,245 CHURCH ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1103,AT,89 ISABELLA ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1107,,196 LEYTON AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,1110,AT,23 GRENVILLE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1113,,4700 KEELE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1120,,4700 KEELE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1124,AT,8 MERCER ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1134,AT,866 THE QUEENSWAY,,,ON,3
PARK ON PRIVATE PROPERTY,30,1136,AT,385 OSLER ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1146,AT,10 ST LAWRENCE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1153,AT,219 FORT YORK BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,1201,AT,15 JAMES FINLAY WAY,,,ON,3
PARK ON PRIVATE PROPERTY,30,1203,,4700 KEELE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1211,,355 GERRARD ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1214,,353 GERRARD ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1217,,355 GERRARD ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1222,,355 GERRARD ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1230,,355 GERRARD ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1230,,355 GERRARD ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1232,,355 GERRARD ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1320,AT,44 CHARLES ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,1320,AT,44 CHARLES ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,1321,AT,110 PARKWAY FOREST DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,1323,AT,110 PARKWAY FOREST DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,1324,AT,110 PARKWAY FOREST DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,1325,AT,13 JOHN ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1326,AT,10 ST LAWRENCE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1329,AT,52 ST LAWRENCE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1357,AT,1 DE BOERS DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,1400,,16  YONGE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1407,,4700 KEELE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1416,,4700 KEELE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1422,,4700 KEELE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1423,AT,38 IANNUZZI ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1543,AT,44 CHARLES ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,1543,AT,70 EDWARD ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1544,AT,44 CHARLES ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,1558,AT,4685 YONGE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1602,,80 ESTHER LORRIE DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,1603,,30 TEESDALE PLACE,,,ON,3
PARK ON PRIVATE PROPERTY,30,1609,AT,51 BOND ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1614,AT,65 EMMETT AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,1619,AT,1235 WILSON AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,1620,AT,1235 WILSON AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,1621,AT,125 BLUE JAYS WAY,,,ON,3
PARK ON PRIVATE PROPERTY,30,1622,AT,125 BLUE JAYS WAY,,,ON,3
PARK ON PRIVATE PROPERTY,30,1623,AT,1235 WILSON AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,1625,,1455 WILSON AVE,,,PQ,3
PARK ON PRIVATE PROPERTY,30,1625,AT,1235 WILSON AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,1626,AT,1235 WILSON AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,1627,,1455 WILSON AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,1627,AT,1235 WILSON AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,1633,,16 YONGE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1650,AT,1395 DANFORTH AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,1715,AT,21 ICEBOAT TER,,,ON,3
PARK ON PRIVATE PROPERTY,30,1716,NR,345 ADELAIDE ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,1717,NR,345 ADELAIDE ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,1719,NR,345 ADELAIDE ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,1720,NR,345 ADELAIDE ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,1721,NR,345 ADELAIDE ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,1723,NR,345 ADELAIDE ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,1728,AT,44 CHARLES ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,1730,AT,44 CHARLES ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,1731,AT,44 CHARLES ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,1750,AT,70 BERKELEY ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1751,AT,839 ROSELAWN AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,1815,AT,30 BAY ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1823,AT,404 COLLEGE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1823,AT,404 COLLEGE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1827,AT,3 GOLDFINCH CRT,,,ON,3
PARK ON PRIVATE PROPERTY,30,1829,AT,1 HARBOUR SQ,,,ON,3
PARK ON PRIVATE PROPERTY,30,1831,AT,18 ERSKINE AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,1837,AT,90 STADIUM RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,1841,AT,2217 JANE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,1911,AT,125 BLUE JAYS WAY,,,ON,3
