tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***96848,20220102,2,PARK - LONGER THAN 3 HOURS,30,0256,NR,4 TEWSLEY PL,,,ON
***96849,20220102,2,PARK - LONGER THAN 3 HOURS,30,0258,NR,4 TEWSLEY PL,,,ON
***74344,20220102,2,PARK - LONGER THAN 3 HOURS,30,0300,NR,326 ST GERMAIN AVE,,,ON
***96850,20220102,2,PARK - LONGER THAN 3 HOURS,30,0300,NR,25 TEWSLEY PL,,,ON
***74345,20220102,2,PARK - LONGER THAN 3 HOURS,30,0301,NR,305 ST GERMAIN AVE,,,ON
***96851,20220102,2,PARK - LONGER THAN 3 HOURS,30,0301,NR,29 TEWSLEY PL,,,ON
***74346,20220102,2,PARK - LONGER THAN 3 HOURS,30,0303,NR,308 ST GERMAIN AVE,,,ON
***96852,20220102,2,PARK - LONGER THAN 3 HOURS,30,0303,NR,56 TEWSLEY PL,,,ON
***74347,20220102,2,PARK - LONGER THAN 3 HOURS,30,0304,NR,283 ST GERMAIN AVE,,,ON
***84444,20220102,2,PARK - LONGER THAN 3 HOURS,30,0304,NR,1181 OSSINGTON AVE,,,ON
***48702,20220102,2,PARK - LONGER THAN 3 HOURS,30,0305,NR,53 CHEETAH CRES,,,ON
***74348,20220102,2,PARK - LONGER THAN 3 HOURS,30,0305,NR,283 ST GERMAIN AVE,,,ON
***48703,20220102,2,PARK - LONGER THAN 3 HOURS,30,0306,NR,38 CHEETAH CRES,,,ON
***74349,20220102,2,PARK - LONGER THAN 3 HOURS,30,0306,NR,283 ST GERMAIN AVE,,,ON
***84445,20220102,2,PARK - LONGER THAN 3 HOURS,30,0306,NR,1171 OSSINGTON AVE,,,ON
***48704,20220102,2,PARK - LONGER THAN 3 HOURS,30,0307,NR,57 CHEETAH CRES,,,ON
***84446,20220102,2,PARK - LONGER THAN 3 HOURS,30,0307,NR,1169 OSSINGTON AVE,,,ON
***74350,20220102,2,PARK - LONGER THAN 3 HOURS,30,0308,NR,272 ST GERMAIN AVE,,,ON
***74351,20220102,2,PARK - LONGER THAN 3 HOURS,30,0309,NR,261 ST GERMAIN AVE,,,ON
***48705,20220102,2,PARK - LONGER THAN 3 HOURS,30,0310,NR,9 CHEETAH CRES,,,ON
***74352,20220102,2,PARK - LONGER THAN 3 HOURS,30,0310,NR,261 ST GERMAIN AVE,,,ON
***48706,20220102,2,PARK - LONGER THAN 3 HOURS,30,0311,NR,12 CHEETAH CRES,,,ON
***74353,20220102,2,PARK - LONGER THAN 3 HOURS,30,0311,NR,261 ST GERMAIN AVE,,,ON
***74354,20220102,2,PARK - LONGER THAN 3 HOURS,30,0312,NR,250 ST GERMAIN AVE,,,ON
***74355,20220102,2,PARK - LONGER THAN 3 HOURS,30,0313,NR,250 ST GERMAIN AVE,,,ON
***96853,20220102,2,PARK - LONGER THAN 3 HOURS,30,0313,NR,55 NORTHCREST RD,,,ON
***30700,20220102,2,PARK - LONGER THAN 3 HOURS,30,0314,NR,48 BURLINGAME RD,,,ON
***96854,20220102,2,PARK - LONGER THAN 3 HOURS,30,0314,NR,54 NORTHCREST RD,,,ON
***96855,20220102,2,PARK - LONGER THAN 3 HOURS,30,0315,NR,54 NORTHCREST RD,,,ON
***48707,20220102,2,PARK - LONGER THAN 3 HOURS,30,0321,NR,17 ECOPARK GT,,,ON
***96856,20220102,2,PARK - LONGER THAN 3 HOURS,30,0321,NR,205 WINCOTT DR,,,ON
***48708,20220102,2,PARK - LONGER THAN 3 HOURS,30,0322,NR,15 ECOPARK GT,,,ON
***30701,20220102,2,PARK - LONGER THAN 3 HOURS,30,0322,OPP,217 THIRTIETH ST,,,ON
***48709,20220102,2,PARK - LONGER THAN 3 HOURS,30,0323,NR,16 ECOPARK GT,,,ON
***84447,20220102,2,PARK - LONGER THAN 3 HOURS,30,0323,NR,40 CROHAM RD,,,ON
***96857,20220102,2,PARK - LONGER THAN 3 HOURS,30,0323,NR,154 WINCOTT DR,,,ON
***48710,20220102,2,PARK - LONGER THAN 3 HOURS,30,0324,NR,18 ECOPARK GT,,,ON
***30702,20220102,2,PARK - LONGER THAN 3 HOURS,30,0324,OPP,217 THIRTIETH ST,,,ON
***84448,20220102,2,PARK - LONGER THAN 3 HOURS,30,0324,NR,44 CROHAM RD,,,ON
***30703,20220102,2,PARK - LONGER THAN 3 HOURS,30,0325,OPP,217 THIRTIETH ST,,,ON
***96858,20220102,2,PARK - LONGER THAN 3 HOURS,30,0325,NR,144 WINCOTT DR,,,ON
***48711,20220102,2,PARK - LONGER THAN 3 HOURS,30,0326,NR,26 ECOPARK GT,,,ON
***55107,20220102,2,PARK - LONGER THAN 3 HOURS,30,0326,NR,30 TRALEE AVE,,,ON
***30704,20220102,2,PARK - LONGER THAN 3 HOURS,30,0326,OPP,217 THIRTIETH ST,,,ON
***48712,20220102,2,PARK - LONGER THAN 3 HOURS,30,0327,NR,28 ECOPARK GT,,,ON
***48713,20220102,2,PARK - LONGER THAN 3 HOURS,30,0328,NR,29 ECOPARK GT,,,ON
***48714,20220102,2,PARK - LONGER THAN 3 HOURS,30,0329,NR,23 ECOPARK GT,,,ON
***83025,20220102,2,PARK - LONGER THAN 3 HOURS,30,0329,NR,32 ANDREW AVE,,,ON
***96859,20220102,2,PARK - LONGER THAN 3 HOURS,30,0329,W/S,WINCOTT DR,S/O,DIXON RD,ON
***96860,20220102,2,PARK - LONGER THAN 3 HOURS,30,0330,W/S,WINCOTT DR,S/O,DIXON RD,ON
***04142,20220102,2,PARK - LONGER THAN 3 HOURS,30,0331,W/S,WINCOTT DR,S/O,DIXON RD,ON
***04143,20220102,2,PARK - LONGER THAN 3 HOURS,30,0333,W/S,WINCOTT DR,S/O,DIXON RD,ON
***12846,20220102,2,PARK - LONGER THAN 3 HOURS,30,0334,N/S,GLENDOWER CRCT,E/O,BIRCHMOUNT RD,ON
***04144,20220102,2,PARK - LONGER THAN 3 HOURS,30,0334,W/S,WINCOTT DR,S/O,DIXON RD,ON
***04145,20220102,2,PARK - LONGER THAN 3 HOURS,30,0335,W/S,WINCOTT DR,S/O,DIXON RD,ON
***12847,20220102,2,PARK - LONGER THAN 3 HOURS,30,0336,OPP,80 GLENDOWER CRCT,,,ON
***04146,20220102,2,PARK - LONGER THAN 3 HOURS,30,0336,W/S,WINCOTT DR,S/O,DIXON RD,ON
***04147,20220102,2,PARK - LONGER THAN 3 HOURS,30,0336,W/S,WINCOTT DR,S/O,DIXON RD,ON
***55108,20220102,2,PARK - LONGER THAN 3 HOURS,30,0337,NR,18 SPALL CRT,,,NJ
***12848,20220102,2,PARK - LONGER THAN 3 HOURS,30,0337,OPP,80 GLENDOWER CRCT,,,ON
***04148,20220102,2,PARK - LONGER THAN 3 HOURS,30,0337,W/S,WINCOTT DR,S/O,DIXON RD,ON
***04149,20220102,2,PARK - LONGER THAN 3 HOURS,30,0338,W/S,WINCOTT DR,S/O,DIXON RD,ON
***04150,20220102,2,PARK - LONGER THAN 3 HOURS,30,0339,W/S,WINCOTT DR,S/O,DIXON RD,ON
***04151,20220102,2,PARK - LONGER THAN 3 HOURS,30,0340,W/S,WINCOTT DR,S/O,DIXON RD,ON
***83026,20220102,2,PARK - LONGER THAN 3 HOURS,30,0341,N/S,HOLLIS AVE,W/O,BIRCHMOUNT RD,ON
***12849,20220102,2,PARK - LONGER THAN 3 HOURS,30,0341,NR,14 GLENDOWER CRCT,,,ON
***04152,20220102,2,PARK - LONGER THAN 3 HOURS,30,0341,W/S,WINCOTT DR,S/O,DIXON RD,ON
***83027,20220102,2,PARK - LONGER THAN 3 HOURS,30,0342,N/S,HOLLIS AVE,W/O,BIRCHMOUNT RD,ON
***04153,20220102,2,PARK - LONGER THAN 3 HOURS,30,0342,W/S,WINCOTT DR,S/O,DIXON RD,ON
***48715,20220102,2,PARK - LONGER THAN 3 HOURS,30,0343,NR,52 LENTHALL AVE,,,ON
***04154,20220102,2,PARK - LONGER THAN 3 HOURS,30,0343,W/S,WINCOTT DR,S/O,DIXON RD,ON
***48716,20220102,2,PARK - LONGER THAN 3 HOURS,30,0344,NR,57 LENTHALL AVE,,,ON
***83028,20220102,2,PARK - LONGER THAN 3 HOURS,30,0344,N/S,HOLLIS AVE,W/O,BIRCHMOUNT RD,ON
***30705,20220102,2,PARK - LONGER THAN 3 HOURS,30,0344,NR,27 CANNON RD,,,ON
***04155,20220102,2,PARK - LONGER THAN 3 HOURS,30,0344,W/S,WINCOTT DR,S/O,DIXON RD,ON
***48717,20220102,2,PARK - LONGER THAN 3 HOURS,30,0345,NR,53 LENTHALL AVE,,,ON
***04156,20220102,2,PARK - LONGER THAN 3 HOURS,30,0345,W/S,WINCOTT DR,S/O,DIXON RD,ON
***83029,20220102,2,PARK - LONGER THAN 3 HOURS,30,0346,N/S,HOLLIS AVE,W/O,BIRCHMOUNT RD,ON
***48718,20220102,2,PARK - LONGER THAN 3 HOURS,30,0347,NR,45 LENTHALL AVE,,,ON
***83030,20220102,2,PARK - LONGER THAN 3 HOURS,30,0347,N/S,HOLLIS AVE,W/O,BIRCHMOUNT RD,ON
***48719,20220102,2,PARK - LONGER THAN 3 HOURS,30,0348,NR,41 LENTHALL AVE,,,ON
***48720,20220102,2,PARK - LONGER THAN 3 HOURS,30,0350,NR,27 LENTHALL AVE,,,ON
***83031,20220102,2,PARK - LONGER THAN 3 HOURS,30,0350,N/S,HOLLIS AVE,W/O,BIRCHMOUNT RD,ON
***04157,20220102,2,PARK - LONGER THAN 3 HOURS,30,0350,NR,10 MARBLEHEAD RD,,,ON
***83032,20220102,2,PARK - LONGER THAN 3 HOURS,30,0351,N/S,HOLLIS AVE,W/O,BIRCHMOUNT RD,ON
***55109,20220102,2,PARK - LONGER THAN 3 HOURS,30,0352,NR,20 OAKMEADOW BLVD,,,ON
***83033,20220102,2,PARK - LONGER THAN 3 HOURS,30,0352,N/S,HOLLIS AVE,W/O,BIRCHMOUNT RD,ON
***04158,20220102,2,PARK - LONGER THAN 3 HOURS,30,0352,NR,4 MARBLEHEAD RD,,,ON
***48721,20220102,2,PARK - LONGER THAN 3 HOURS,30,0353,NR,30 LENTHALL AVE,,,ON
***83034,20220102,2,PARK - LONGER THAN 3 HOURS,30,0353,N/S,HOLLIS AVE,W/O,BIRCHMOUNT RD,ON
***48722,20220102,2,PARK - LONGER THAN 3 HOURS,30,0354,NR,32 LENTHALL AVE,,,ON
***26407,20220102,2,PARK - LONGER THAN 3 HOURS,30,0354,NR,12 ROXVILLE AVE,,,ON
***55110,20220102,2,PARK - LONGER THAN 3 HOURS,30,0355,NR,88 OAKMEADOW BLVD,,,ON
***04159,20220102,2,PARK - LONGER THAN 3 HOURS,30,0355,NR,23 MARBLEHEAD RD,,,ON
***12850,20220102,2,PARK - LONGER THAN 3 HOURS,30,0356,NR,151 VILLAGE GREEN SQ,,,ON
***04160,20220102,2,PARK - LONGER THAN 3 HOURS,30,0356,NR,21 MARBLEHEAD RD,,,ON
***26408,20220102,2,PARK - LONGER THAN 3 HOURS,30,0356,NR,12 ROXVILLE AVE,,,QC
***12851,20220102,2,PARK - LONGER THAN 3 HOURS,30,0357,OPP,151 VILLAGE GREEN SQ,,,ON
***04161,20220102,2,PARK - LONGER THAN 3 HOURS,30,0358,NR,48 ACME CRES,,,ON
***55111,20220102,2,PARK - LONGER THAN 3 HOURS,30,0359,NR,118 OAKMEADOW BLVD,,,ON
***12852,20220102,2,PARK - LONGER THAN 3 HOURS,30,0359,NR,255 VILLAGE GREEN SQ,,,ON
***04162,20220102,2,PARK - LONGER THAN 3 HOURS,30,0359,NR,48 ACME CRES,,,ON
***55112,20220102,2,PARK - LONGER THAN 3 HOURS,30,0400,NR,120 OAKMEADOW BLVD,,,ON
***12853,20220102,2,PARK - LONGER THAN 3 HOURS,30,0400,NR,255 VILLAGE GREEN SQ,,,ON
***04163,20220102,2,PARK - LONGER THAN 3 HOURS,30,0401,NR,40 ACME CRES,,,ON
***55113,20220102,2,PARK - LONGER THAN 3 HOURS,30,0402,NR,180 OAKMEADOW BLVD,,,ON
***48723,20220102,2,PARK - LONGER THAN 3 HOURS,30,0403,NR,93 FLYCATCHER AVE,,,ON
***04164,20220102,2,PARK - LONGER THAN 3 HOURS,30,0403,NR,9 ACME CRES,,,ON
***04165,20220102,2,PARK - LONGER THAN 3 HOURS,30,0404,NR,18 ACME CRES,,,ON
***52834,20220102,2,PARK - LONGER THAN 3 HOURS,30,0405,NR,55 FLYCATCHER AVE,,,ON
***04166,20220102,2,PARK - LONGER THAN 3 HOURS,30,0405,NR,12 ACME CRES,,,ON
***52835,20220102,2,PARK - LONGER THAN 3 HOURS,30,0407,NR,43 FLYCATCHER AVE,,,ON
***52836,20220102,2,PARK - LONGER THAN 3 HOURS,30,0408,NR,15 FLYCATCHER AVE,,,ON
***04167,20220102,2,PARK - LONGER THAN 3 HOURS,30,0408,NR,5 ACME CRES,,,ON
***04168,20220102,2,PARK - LONGER THAN 3 HOURS,30,0409,NR,5 ACME CRES,,,ON
***04169,20220102,2,PARK - LONGER THAN 3 HOURS,30,0411,NR,1 ACME CRES,,,ON
***04170,20220102,2,PARK - LONGER THAN 3 HOURS,30,0412,NR,1 ACME CRES,,,ON
***04171,20220102,2,PARK - LONGER THAN 3 HOURS,30,0416,NR,85 SABRINA DR,,,ON
***52837,20220102,2,PARK - LONGER THAN 3 HOURS,30,0417,NR,186 STAINES RD,,,ON
***04172,20220102,2,PARK - LONGER THAN 3 HOURS,30,0417,NR,122 SABRINA DR,,,ON
***04173,20220102,2,PARK - LONGER THAN 3 HOURS,30,0418,NR,89 SABRINA DR,,,ON
***52838,20220102,2,PARK - LONGER THAN 3 HOURS,30,0419,NR,190 STAINES RD,,,ON
***12163,20220102,2,PARK - LONGER THAN 3 HOURS,30,0419,NR,89 SABRINA DR,,,ON
***12164,20220102,2,PARK - LONGER THAN 3 HOURS,30,0420,NR,93 SABRINA DR,,,ON
***12165,20220102,2,PARK - LONGER THAN 3 HOURS,30,0422,NR,83 SABRINA DR,,,ON
***12166,20220102,2,PARK - LONGER THAN 3 HOURS,30,0423,NR,83 SABRINA DR,,,ON
***12167,20220102,2,PARK - LONGER THAN 3 HOURS,30,0424,NR,112 SABRINA DR,,,ON
***52839,20220102,2,PARK - LONGER THAN 3 HOURS,30,0425,NR,210 STAINES RD,,,ON
***52840,20220102,2,PARK - LONGER THAN 3 HOURS,30,0427,NR,254 STAINES RD,,,ON
***12168,20220102,2,PARK - LONGER THAN 3 HOURS,30,0427,NR,34 SABRINA DR,,,ON
***12169,20220102,2,PARK - LONGER THAN 3 HOURS,30,0428,NR,15 SABRINA DR,,,ON
***12170,20220102,2,PARK - LONGER THAN 3 HOURS,30,0429,NR,22 SABRINA DR,,,ON
***52841,20220102,2,PARK - LONGER THAN 3 HOURS,30,0430,NR,478 STAINES RD,,,ON
***52842,20220102,2,PARK - LONGER THAN 3 HOURS,30,0431,NR,478 STAINES RD,,,ON
***52843,20220102,2,PARK - LONGER THAN 3 HOURS,30,0432,NR,488 STAINES RD,,,ON
***78899,20220102,2,PARK - LONGER THAN 3 HOURS,30,0433,OPP,53 ASTORIA AVE,,,ON
***52844,20220102,2,PARK - LONGER THAN 3 HOURS,30,0434,NR,504 STAINES RD,,,ON
***78900,20220102,2,PARK - LONGER THAN 3 HOURS,30,0434,OPP,67 ASTORIA AVE,,,ON
***78901,20220102,2,PARK - LONGER THAN 3 HOURS,30,0436,OPP,71 ASTORIA AVE,,,QC
***78902,20220102,2,PARK - LONGER THAN 3 HOURS,30,0436,OPP,73 ASTORIA AVE,,,ON
***52845,20220102,2,PARK - LONGER THAN 3 HOURS,30,0437,NR,465 STAINES RD,,,ON
***83035,20220102,2,PARK - LONGER THAN 3 HOURS,30,0437,NR,17 DROXFORD AVE,,,ON
***83036,20220102,2,PARK - LONGER THAN 3 HOURS,30,0439,NR,35 DROXFORD AVE,,,ON
***83037,20220102,2,PARK - LONGER THAN 3 HOURS,30,0442,NR,78 DROXFORD AVE,,,ON
***12171,20220102,2,PARK - LONGER THAN 3 HOURS,30,0442,NR,29 LAMBETH RD,,,ON
***12172,20220102,2,PARK - LONGER THAN 3 HOURS,30,0445,NR,15 LAMBETH RD,,,ON
***66784,20220102,2,PARK - LONGER THAN 3 HOURS,30,1002,OPP,6 COMPTON DR,,,ON
***66785,20220102,2,PARK - LONGER THAN 3 HOURS,30,1003,NR,10 COMPTON DR,,,ON
***66786,20220102,2,PARK - LONGER THAN 3 HOURS,30,1005,NR,20 COMPTON DR,,,ON
***66787,20220102,2,PARK - LONGER THAN 3 HOURS,30,1007,NR,20 COMPTON DR,,,ON
***33497,20220102,2,PARK - LONGER THAN 3 HOURS,30,1121,NR,80 UPPER ROUGE TRL,,,ON
***33498,20220102,2,PARK - LONGER THAN 3 HOURS,30,1130,NR,93 UPPER ROUGE TRL,,,ON
***33499,20220102,2,PARK - LONGER THAN 3 HOURS,30,1135,NR,103 UPPER ROUGE TRL,,,ON
***66789,20220102,2,PARK - LONGER THAN 3 HOURS,30,1143,NR,39 WEXFORD BLVD,,,ON
***42447,20220102,2,PARK - LONGER THAN 3 HOURS,30,1152,NR,713 ORIOLE PKWY,,,ON
***42448,20220102,2,PARK - LONGER THAN 3 HOURS,30,1154,NR,689 ORIOLE PKWY,,,ON
***42449,20220102,2,PARK - LONGER THAN 3 HOURS,30,1156,NR,681 ORIOLE PKWY,,,ON
***42450,20220102,2,PARK - LONGER THAN 3 HOURS,30,1158,NR,667 ORIOLE PKWY,,,ON
***42451,20220102,2,PARK - LONGER THAN 3 HOURS,30,1159,NR,657 ORIOLE PKWY,,,ON
***42452,20220102,2,PARK - LONGER THAN 3 HOURS,30,1202,NR,573 ORIOLE PKWY,,,ON
***42453,20220102,2,PARK - LONGER THAN 3 HOURS,30,1203,NR,573 ORIOLE PKWY,,,ON
***33240,20220102,2,PARK - LONGER THAN 3 HOURS,30,1258,NR,9 EARLDOWN DR,,,ON
***33241,20220102,2,PARK - LONGER THAN 3 HOURS,30,1259,NR,11 EARLDOWN DR,,,ON
***33242,20220102,2,PARK - LONGER THAN 3 HOURS,30,1301,NR,15 EARLDOWN DR,,,ON
***33243,20220102,2,PARK - LONGER THAN 3 HOURS,30,1302,NR,17 EARLDOWN DR,,,ON
***33244,20220102,2,PARK - LONGER THAN 3 HOURS,30,1303,NR,19 EARLDOWN DR,,,ON
***33245,20220102,2,PARK - LONGER THAN 3 HOURS,30,1305,NR,21 EARLDOWN DR,,,ON
***33246,20220102,2,PARK - LONGER THAN 3 HOURS,30,1311,NR,23 EARLDOWN DR,,,ON
***33247,20220102,2,PARK - LONGER THAN 3 HOURS,30,1312,NR,25 EARLDOWN DR,,,ON
***33248,20220102,2,PARK - LONGER THAN 3 HOURS,30,1313,NR,25 EARLDOWN DR,,,ON
***42321,20220102,2,PARK - LONGER THAN 3 HOURS,30,1321,NR,19 ATHLONE DR,,,ON
***42322,20220102,2,PARK - LONGER THAN 3 HOURS,30,1321,NR,17 ATHLONE DR,,,ON
***33500,20220102,2,PARK - LONGER THAN 3 HOURS,30,1335,NR,56 LUNSFIELD CRES,,,ON
***33501,20220102,2,PARK - LONGER THAN 3 HOURS,30,1337,NR,57 LUNSFIELD CRES,,,ON
***33502,20220102,2,PARK - LONGER THAN 3 HOURS,30,1340,NR,1 LUNSFIELD CRES,,,ON
***42324,20220102,2,PARK - LONGER THAN 3 HOURS,30,1341,NR,73 POPLAR HEIGHTS DR,,,ON
***33503,20220102,2,PARK - LONGER THAN 3 HOURS,30,1342,NR,21 LUNSFIELD CRES,,,ON
***50687,20220102,2,PARK - LONGER THAN 3 HOURS,30,1436,S/S,QUEENS QUAY E,E/O,MERCHANTS' WHARF,ON
***50688,20220102,2,PARK - LONGER THAN 3 HOURS,30,1438,S/S,QUEENS QUAY E,E/O,MERCHANTS' WHARF,ON
***50689,20220102,2,PARK - LONGER THAN 3 HOURS,30,1439,S/S,QUEENS QUAY E,E/O,MERCHANTS' WHARF,ON
***50690,20220102,2,PARK - LONGER THAN 3 HOURS,30,1440,S/S,QUEENS QUAY E,E/O,MERCHANTS' WHARF,ON
***50691,20220102,2,PARK - LONGER THAN 3 HOURS,30,1441,S/S,QUEENS QUAY E,E/O,MERCHANTS' WHARF,ON
***50692,20220102,2,PARK - LONGER THAN 3 HOURS,30,1442,S/S,QUEENS QUAY E,E/O,MERCHANTS' WHARF,ON
***50693,20220102,2,PARK - LONGER THAN 3 HOURS,30,1443,S/S,QUEENS QUAY E,E/O,MERCHANTS' WHARF,ON
***50694,20220102,2,PARK - LONGER THAN 3 HOURS,30,1444,S/S,QUEENS QUAY E,E/O,MERCHANTS' WHARF,ON
***50695,20220102,2,PARK - LONGER THAN 3 HOURS,30,1455,NR,275 SHUTER ST,,,ON
***50696,20220102,2,PARK - LONGER THAN 3 HOURS,30,1456,NR,275 SHUTER ST,,,ON
***50697,20220102,2,PARK - LONGER THAN 3 HOURS,30,1457,NR,275 SHUTER ST,,,ON
***50698,20220102,2,PARK - LONGER THAN 3 HOURS,30,1458,NR,275 SHUTER ST,,,ON
***50699,20220102,2,PARK - LONGER THAN 3 HOURS,30,1459,NR,275 SHUTER ST,,,ON
***50700,20220102,2,PARK - LONGER THAN 3 HOURS,30,1500,NR,275 SHUTER ST,,,ON
***50701,20220102,2,PARK - LONGER THAN 3 HOURS,30,1500,NR,275 SHUTER ST,,,ON
***50702,20220102,2,PARK - LONGER THAN 3 HOURS,30,1501,NR,275 SHUTER ST,,,ON
***95081,20220102,2,PARK - LONGER THAN 3 HOURS,30,1920,OPP,4 BELYEA CRES,,,ON
***83377,20220102,2,PARK - LONGER THAN 3 HOURS,30,1921,NR,45 BRAMPTON RD,,,QC
***83378,20220102,2,PARK - LONGER THAN 3 HOURS,30,1922,NR,45 BRAMPTON RD,,,ON
***95082,20220102,2,PARK - LONGER THAN 3 HOURS,30,1923,NR,20 BELYEA CRES,,,ON
***95083,20220102,2,PARK - LONGER THAN 3 HOURS,30,1926,NR,29 BELYEA CRES,,,ON
***97065,20220102,2,PARK - LONGER THAN 3 HOURS,30,1927,NR,56 HAMBLY AVE,,,ON
***69428,20220102,2,PARK - LONGER THAN 3 HOURS,30,1947,NR,54 COYOTE CRES,,,ON
***69429,20220102,2,PARK - LONGER THAN 3 HOURS,30,1948,NR,81 COYOTE CRES,,,ON
***69430,20220102,2,PARK - LONGER THAN 3 HOURS,30,1951,NR,51 COYOTE CRES,,,ON
***87130,20220102,2,PARK - LONGER THAN 3 HOURS,30,2007,NR,69 GLENHAVEN ST,,,ON
***87131,20220102,2,PARK - LONGER THAN 3 HOURS,30,2010,OPP,58 GLENHAVEN ST,,,AZ
***87132,20220102,2,PARK - LONGER THAN 3 HOURS,30,2011,OPP,58 GLENHAVEN ST,,,ON
***87133,20220102,2,PARK - LONGER THAN 3 HOURS,30,2012,NR,57 GLENHAVEN ST,,,ON
***87134,20220102,2,PARK - LONGER THAN 3 HOURS,30,2014,NR,53 GLENHAVEN ST,,,ON
***87135,20220102,2,PARK - LONGER THAN 3 HOURS,30,2020,NR,14 COMMODORE AVE,,,ON
***87136,20220102,2,PARK - LONGER THAN 3 HOURS,30,2022,NR,23 COMMODORE AVE,,,ON
***69431,20220102,2,PARK - LONGER THAN 3 HOURS,30,2039,NR,101 RAPONI CRCL,,,ON
***69432,20220102,2,PARK - LONGER THAN 3 HOURS,30,2041,NR,110 RAPONI CRCL,,,ON
***69433,20220102,2,PARK - LONGER THAN 3 HOURS,30,2044,NR,178 RAPONI CRCL,,,ON
***69434,20220102,2,PARK - LONGER THAN 3 HOURS,30,2047,NR,196 RAPONI CRCL,,,ON
***84473,20220102,2,PARK - LONGER THAN 3 HOURS,30,2100,NR,86 MINGLEHAZE DR,,,ON
***84474,20220102,2,PARK - LONGER THAN 3 HOURS,30,2101,NR,72 MINGLEHAZE DR,,,ON
***21594,20220102,2,PARK - LONGER THAN 3 HOURS,30,2110,NR,22 SUPERIOR AVE,,,ON
***21595,20220102,2,PARK - LONGER THAN 3 HOURS,30,2112,NR,32 SUPERIOR AVE,,,ON
***21596,20220102,2,PARK - LONGER THAN 3 HOURS,30,2113,NR,41 SUPERIOR AVE,,,ON
***21597,20220102,2,PARK - LONGER THAN 3 HOURS,30,2114,NR,41 SUPERIOR AVE,,,ON
***21598,20220102,2,PARK - LONGER THAN 3 HOURS,30,2115,NR,41 SUPERIOR AVE,,,OH
***21599,20220102,2,PARK - LONGER THAN 3 HOURS,30,2116,NR,41 SUPERIOR AVE,,,OH
***21600,20220102,2,PARK - LONGER THAN 3 HOURS,30,2117,NR,35 SUPERIOR AVE,,,ON
***21601,20220102,2,PARK - LONGER THAN 3 HOURS,30,2118,NR,35 SUPERIOR AVE,,,ON
***95086,20220102,2,PARK - LONGER THAN 3 HOURS,30,2205,NR,12 CLAPPISON BLVD,,,ON
***95087,20220102,2,PARK - LONGER THAN 3 HOURS,30,2206,NR,12 CLAPPISON BLVD,,,ON
***95088,20220102,2,PARK - LONGER THAN 3 HOURS,30,2209,NR,14 CLAPPISON BLVD,,,ON
***95089,20220102,2,PARK - LONGER THAN 3 HOURS,30,2211,NR,16 CLAPPISON BLVD,,,ON
***95090,20220102,2,PARK - LONGER THAN 3 HOURS,30,2214,OPP,50 CLAPPISON BLVD,,,ON
***42951,20220103,2,PARK - LONGER THAN 3 HOURS,30,1028,NR,19 ATHLONE DR,,,ON
***54253,20220103,2,PARK - LONGER THAN 3 HOURS,30,1230,NR,1 LAURIER AVE,,,MD
***33353,20220103,2,PARK - LONGER THAN 3 HOURS,30,1329,NR,53 NEPTUNE DR,,,ON
***33354,20220103,2,PARK - LONGER THAN 3 HOURS,30,1331,NR,53 NEPTUNE DR,,,ON
***37437,20220103,2,PARK - LONGER THAN 3 HOURS,30,1955,NR,7 WALLBRIDGE CRT,,,ON
***69440,20220103,2,PARK - LONGER THAN 3 HOURS,30,2001,NR,6 RYECLIFFE CRT,,,QC
***05437,20220104,2,PARK - LONGER THAN 3 HOURS,30,0300,NR,18 SPALL CRT,,,NJ
***05438,20220104,2,PARK - LONGER THAN 3 HOURS,30,0301,NR,12 SPALL CRT,,,ON
***46503,20220104,2,PARK - LONGER THAN 3 HOURS,30,0305,NR,102 WYE VALLEY RD,,,ON
***46504,20220104,2,PARK - LONGER THAN 3 HOURS,30,0307,NR,84 WYE VALLEY RD,,,ON
***46505,20220104,2,PARK - LONGER THAN 3 HOURS,30,0309,NR,34 WYE VALLEY RD,,,ON
***05439,20220104,2,PARK - LONGER THAN 3 HOURS,30,0311,NR,53 HIGHCASTLE RD,,,ON
***05440,20220104,2,PARK - LONGER THAN 3 HOURS,30,0313,NR,56 HIGHCASTLE RD,,,ON
***46506,20220104,2,PARK - LONGER THAN 3 HOURS,30,0313,NR,2 LEWISTON RD,,,ON
***05441,20220104,2,PARK - LONGER THAN 3 HOURS,30,0314,NR,63 HIGHCASTLE RD,,,ON
***46507,20220104,2,PARK - LONGER THAN 3 HOURS,30,0314,NR,10 LEWISTON RD,,,ON
***05442,20220104,2,PARK - LONGER THAN 3 HOURS,30,0315,NR,60 HIGHCASTLE RD,,,ON
***46508,20220104,2,PARK - LONGER THAN 3 HOURS,30,0315,NR,12 LEWISTON RD,,,ON
***46509,20220104,2,PARK - LONGER THAN 3 HOURS,30,0316,NR,16 LEWISTON RD,,,ON
***46510,20220104,2,PARK - LONGER THAN 3 HOURS,30,0319,NR,38 LEWISTON RD,,,ON
***46511,20220104,2,PARK - LONGER THAN 3 HOURS,30,0320,NR,44 LEWISTON RD,,,ON
***46512,20220104,2,PARK - LONGER THAN 3 HOURS,30,0320,NR,44 LEWISTON RD,,,ON
