tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***88655,20220211,2,PARK - LONGER THAN 3 HOURS,30,0453,NR,8 KINGSBOROUGH CRES,,,ON
***22880,20220211,2,PARK - LONGER THAN 3 HOURS,30,0456,NR,23 TODD RD,,,ON
***19045,20220211,2,PARK - LONGER THAN 3 HOURS,30,0500,OPP,16 COMMODORE AVE,,,ON
***19046,20220211,2,PARK - LONGER THAN 3 HOURS,30,0501,OPP,18 COMMODORE AVE,,,ON
***19047,20220211,2,PARK - LONGER THAN 3 HOURS,30,0502,NR,25 COMMODORE AVE,,,ON
***88656,20220211,2,PARK - LONGER THAN 3 HOURS,30,0503,NR,95 FREEMONT AVE,,,ON
***19048,20220211,2,PARK - LONGER THAN 3 HOURS,30,0503,NR,29 COMMODORE AVE,,,ON
***15500,20220211,2,PARK - LONGER THAN 3 HOURS,30,1103,NR,1 RUTHERGLEN RD,,,ON
***15501,20220211,2,PARK - LONGER THAN 3 HOURS,30,1104,NR,1 RUTHERGLEN RD,,,ON
***63899,20220211,2,PARK - LONGER THAN 3 HOURS,30,1141,N/S,BETH ST,W/O,MEIGHEN AVE,ON
***63900,20220211,2,PARK - LONGER THAN 3 HOURS,30,1143,N/S,BETH ST,W/O,MEIGHEN AVE,ON
***64550,20220211,2,PARK - LONGER THAN 3 HOURS,30,1222,OPP,442 BEDFORD PARK AVE,,,ON
***64551,20220211,2,PARK - LONGER THAN 3 HOURS,30,1222,OPP,436 BEDFORD PARK AVE,,,ON
***64552,20220211,2,PARK - LONGER THAN 3 HOURS,30,1223,OPP,432 BEDFORD PARK AVE,,,ON
***64553,20220211,2,PARK - LONGER THAN 3 HOURS,30,1224,OPP,432 BEDFORD PARK AVE,,,ON
***64370,20220211,2,PARK - LONGER THAN 3 HOURS,30,1233,OPP,29 DUNELM ST,,,ON
***64371,20220211,2,PARK - LONGER THAN 3 HOURS,30,1234,OPP,23 DUNELM ST,,,ON
***64372,20220211,2,PARK - LONGER THAN 3 HOURS,30,1237,OPP,19 DUNELM ST,,,ON
***64373,20220211,2,PARK - LONGER THAN 3 HOURS,30,1238,OPP,19 DUNELM ST,,,ON
***64374,20220211,2,PARK - LONGER THAN 3 HOURS,30,1238,OPP,19 DUNELM ST,,,ON
***64375,20220211,2,PARK - LONGER THAN 3 HOURS,30,1239,OPP,19 DUNELM ST,,,ON
***64376,20220211,2,PARK - LONGER THAN 3 HOURS,30,1240,OPP,19 DUNELM ST,,,ON
***35941,20220211,2,PARK - LONGER THAN 3 HOURS,30,1259,NR,10 CRAIGLEE DR,,,ON
***35942,20220211,2,PARK - LONGER THAN 3 HOURS,30,1259,NR,10 CRAIGLEE DR,,,ON
***35943,20220211,2,PARK - LONGER THAN 3 HOURS,30,1300,NR,10 CRAIGLEE DR,,,ON
***72703,20220211,2,PARK - LONGER THAN 3 HOURS,30,1309,NR,341 WINDERMERE AVE,,,ON
***72704,20220211,2,PARK - LONGER THAN 3 HOURS,30,1310,NR,343 WINDERMERE AVE,,,ON
***64377,20220211,2,PARK - LONGER THAN 3 HOURS,30,1322,NR,99 DALMATIAN CRES,,,ON
***35944,20220211,2,PARK - LONGER THAN 3 HOURS,30,1325,NR,17 MACK AVE,,,ON
***15509,20220211,2,PARK - LONGER THAN 3 HOURS,30,1326,NR,8 EDGEWOOD CRES,,,ON
***85624,20220211,2,PARK - LONGER THAN 3 HOURS,30,1330,OPP,40 LEAMEADOW WAY,,,ON
***64378,20220211,2,PARK - LONGER THAN 3 HOURS,30,1331,NR,36 STAGECOACH CRCL,,,ON
***64379,20220211,2,PARK - LONGER THAN 3 HOURS,30,1333,OPP,47 STAGECOACH CRCL,,,ON
***64380,20220211,2,PARK - LONGER THAN 3 HOURS,30,1335,NR,73 STAGECOACH CRCL,,,ON
***01503,20220211,2,PARK - LONGER THAN 3 HOURS,30,1338,E/S,DALHOUSIE ST,S/O,SHUTER ST,ON
***64558,20220211,2,PARK - LONGER THAN 3 HOURS,30,1339,NR,135 ST GERMAIN AVE,,,ON
***01504,20220211,2,PARK - LONGER THAN 3 HOURS,30,1339,E/S,DALHOUSIE ST,S/O,SHUTER ST,ON
***64560,20220211,2,PARK - LONGER THAN 3 HOURS,30,1355,NR,392 GLENGARRY AVE,,,ON
***63906,20220211,2,PARK - LONGER THAN 3 HOURS,30,1356,NR,26 HOLBORNE AVE,,,ON
***63907,20220211,2,PARK - LONGER THAN 3 HOURS,30,1358,NR,16 HOLBORNE AVE,,,ON
***63908,20220211,2,PARK - LONGER THAN 3 HOURS,30,1359,NR,2 HOLBORNE AVE,,,ON
***85625,20220211,2,PARK - LONGER THAN 3 HOURS,30,1404,NR,65 AMANDA DR,,,ON
***98263,20220211,2,PARK - LONGER THAN 3 HOURS,30,1408,NR,10 OSSINGTON CRES,,,ON
***98264,20220211,2,PARK - LONGER THAN 3 HOURS,30,1410,NR,10 OSSINGTON CRES,,,ON
***03207,20220211,2,PARK - LONGER THAN 3 HOURS,30,1911,NR,5 BUCKLAND RD,,,ON
***03208,20220211,2,PARK - LONGER THAN 3 HOURS,30,1913,NR,15 BUCKLAND RD,,,ON
***03209,20220211,2,PARK - LONGER THAN 3 HOURS,30,1915,NR,15 BUCKLAND RD,,,ON
***98785,20220211,2,PARK - LONGER THAN 3 HOURS,30,1928,OPP,67 ASTORIA AVE,,,ON
***98786,20220211,2,PARK - LONGER THAN 3 HOURS,30,1929,OPP,77 ASTORIA AVE,,,ON
***67954,20220211,2,PARK - LONGER THAN 3 HOURS,30,1953,NR,36 SHARBOT AVE,,,ON
***67955,20220211,2,PARK - LONGER THAN 3 HOURS,30,1955,NR,36 SHARBOT AVE,,,ON
***98792,20220211,2,PARK - LONGER THAN 3 HOURS,30,2003,OPP,188 DONALD AVE,,,ON
***98793,20220211,2,PARK - LONGER THAN 3 HOURS,30,2004,OPP,188 DONALD AVE,,,ON
***98794,20220211,2,PARK - LONGER THAN 3 HOURS,30,2028,NR,42 STRATHNAIRN AVE,,,ON
***98795,20220211,2,PARK - LONGER THAN 3 HOURS,30,2029,NR,44 STRATHNAIRN AVE,,,ON
***98796,20220211,2,PARK - LONGER THAN 3 HOURS,30,2030,NR,44 STRATHNAIRN AVE,,,ON
***98797,20220211,2,PARK - LONGER THAN 3 HOURS,30,2030,NR,46 STRATHNAIRN AVE,,,ON
***98798,20220211,2,PARK - LONGER THAN 3 HOURS,30,2031,NR,48 STRATHNAIRN AVE,,,ON
***98799,20220211,2,PARK - LONGER THAN 3 HOURS,30,2034,NR,66 STRATHNAIRN AVE,,,ON
***03124,20220211,2,PARK - LONGER THAN 3 HOURS,30,2122,NR,28 HAWTHORN AVE,,,ON
***67958,20220211,2,PARK - LONGER THAN 3 HOURS,30,2124,NR,18 NERO CRT,,,ON
***67959,20220211,2,PARK - LONGER THAN 3 HOURS,30,2124,NR,18 NERO CRT,,,ON
***03126,20220211,2,PARK - LONGER THAN 3 HOURS,30,2145,NR,25 DONEGALL DR,,,ON
***03127,20220211,2,PARK - LONGER THAN 3 HOURS,30,2147,NR,37 DONEGALL DR,,,ON
***03128,20220211,2,PARK - LONGER THAN 3 HOURS,30,2149,NR,65 DONEGALL DR,,,ON
***67960,20220211,2,PARK - LONGER THAN 3 HOURS,30,2151,NR,289 LIVINGSTON RD,,,ON
***03129,20220211,2,PARK - LONGER THAN 3 HOURS,30,2158,NR,202 SUTHERLAND DR,,,QC
***03130,20220211,2,PARK - LONGER THAN 3 HOURS,30,2200,NR,188 SUTHERLAND DR,,,ON
***67961,20220211,2,PARK - LONGER THAN 3 HOURS,30,2201,NR,30 ELI SHACKLETON CRT,,,ON
***67962,20220211,2,PARK - LONGER THAN 3 HOURS,30,2203,NR,30 ELI SHACKLETON CRT,,,ON
***03131,20220211,2,PARK - LONGER THAN 3 HOURS,30,2208,W/S,FORMAN AVE,N/O,BALLIOL ST,ON
***67963,20220211,2,PARK - LONGER THAN 3 HOURS,30,2210,NR,37 FLERIMAC RD,,,ON
***67964,20220211,2,PARK - LONGER THAN 3 HOURS,30,2212,NR,65 FLERIMAC RD,,,ON
***67965,20220211,2,PARK - LONGER THAN 3 HOURS,30,2213,NR,65 FLERIMAC RD,,,ON
***03133,20220211,2,PARK - LONGER THAN 3 HOURS,30,2244,NR,21 STRATHGOWAN CRES,,,ON
***94655,20220212,2,PARK - LONGER THAN 3 HOURS,30,0311,E/S,CONLINS RD,N/O,ELLESMERE RD,ON
***94656,20220212,2,PARK - LONGER THAN 3 HOURS,30,0312,E/S,CONLINS RD,N/O,ELLESMERE RD,ON
***94657,20220212,2,PARK - LONGER THAN 3 HOURS,30,0314,E/S,CONLINS RD,N/O,CANMORE BLVD,ON
***94658,20220212,2,PARK - LONGER THAN 3 HOURS,30,0325,OPP,8 CASTOR CRES,,,ON
***94659,20220212,2,PARK - LONGER THAN 3 HOURS,30,0327,NR,20 CASTOR CRES,,,ON
***63128,20220212,2,PARK - LONGER THAN 3 HOURS,30,0329,NR,9 STAG HILL DR,,,ON
***63129,20220212,2,PARK - LONGER THAN 3 HOURS,30,0330,NR,9 STAG HILL DR,,,ON
***63130,20220212,2,PARK - LONGER THAN 3 HOURS,30,0332,NR,9 STAG HILL DR,,,ON
***63131,20220212,2,PARK - LONGER THAN 3 HOURS,30,0333,NR,9 STAG HILL DR,,,ON
***81736,20220212,2,PARK - LONGER THAN 3 HOURS,30,0333,NR,133 WHARNSBY DR,,,ON
***63132,20220212,2,PARK - LONGER THAN 3 HOURS,30,0334,NR,9 STAG HILL DR,,,ON
***94660,20220212,2,PARK - LONGER THAN 3 HOURS,30,0334,OPP,105 MILFORD HAVEN DR,,,ON
***81737,20220212,2,PARK - LONGER THAN 3 HOURS,30,0334,NR,133 WHARNSBY DR,,,ON
***63133,20220212,2,PARK - LONGER THAN 3 HOURS,30,0335,NR,9 STAG HILL DR,,,ON
***94661,20220212,2,PARK - LONGER THAN 3 HOURS,30,0336,NR,54 MILFORD HAVEN DR,,,ON
***81738,20220212,2,PARK - LONGER THAN 3 HOURS,30,0336,NR,161 WHARNSBY DR,,,ON
***81739,20220212,2,PARK - LONGER THAN 3 HOURS,30,0336,NR,160 WHARNSBY DR,,,ON
***63134,20220212,2,PARK - LONGER THAN 3 HOURS,30,0337,NR,9 STAG HILL DR,,,ON
***63135,20220212,2,PARK - LONGER THAN 3 HOURS,30,0338,NR,9 STAG HILL DR,,,ON
***94662,20220212,2,PARK - LONGER THAN 3 HOURS,30,0338,NR,16 MILFORD HAVEN DR,,,ON
***63136,20220212,2,PARK - LONGER THAN 3 HOURS,30,0339,NR,9 STAG HILL DR,,,ON
***81740,20220212,2,PARK - LONGER THAN 3 HOURS,30,0340,NR,95 POGONIA ST,,,ON
***63137,20220212,2,PARK - LONGER THAN 3 HOURS,30,0341,NR,9 STAG HILL DR,,,ON
***81741,20220212,2,PARK - LONGER THAN 3 HOURS,30,0341,NR,79 POGONIA ST,,,ON
***81742,20220212,2,PARK - LONGER THAN 3 HOURS,30,0341,NR,79 POGONIA ST,,,ON
***81743,20220212,2,PARK - LONGER THAN 3 HOURS,30,0342,NR,79 POGONIA ST,,,ON
***63138,20220212,2,PARK - LONGER THAN 3 HOURS,30,0343,NR,9 STAG HILL DR,,,ON
***81744,20220212,2,PARK - LONGER THAN 3 HOURS,30,0343,NR,69 POGONIA ST,,,ON
***81745,20220212,2,PARK - LONGER THAN 3 HOURS,30,0345,NR,32 POGONIA ST,,,ON
***94663,20220212,2,PARK - LONGER THAN 3 HOURS,30,0346,NR,70 STEVENVALE DR,,,ON
***81746,20220212,2,PARK - LONGER THAN 3 HOURS,30,0346,NR,22 POGONIA ST,,,ON
***94664,20220212,2,PARK - LONGER THAN 3 HOURS,30,0347,NR,70 STEVENVALE DR,,,ON
***94665,20220212,2,PARK - LONGER THAN 3 HOURS,30,0348,NR,70 STEVENVALE DR,,,ON
***81747,20220212,2,PARK - LONGER THAN 3 HOURS,30,0348,OPP,2 POGONIA ST,,,ON
***94666,20220212,2,PARK - LONGER THAN 3 HOURS,30,0349,OPP,70 STEVENVALE DR,,,ON
***94667,20220212,2,PARK - LONGER THAN 3 HOURS,30,0350,OPP,70 STEVENVALE DR,,,ON
***94668,20220212,2,PARK - LONGER THAN 3 HOURS,30,0353,OPP,23 STEVENVALE DR,,,ON
***81748,20220212,2,PARK - LONGER THAN 3 HOURS,30,0353,NR,9 RIVENDELL TRL,,,ON
***81749,20220212,2,PARK - LONGER THAN 3 HOURS,30,0355,NR,38 RIVENDELL TRL,,,ON
***81750,20220212,2,PARK - LONGER THAN 3 HOURS,30,0356,NR,62 RIVENDELL TRL,,,ON
***63139,20220212,2,PARK - LONGER THAN 3 HOURS,30,0401,NR,991 CARLAW AVE,,,ON
***94669,20220212,2,PARK - LONGER THAN 3 HOURS,30,0402,OPP,289 LIVINGSTON RD,,,ON
***94670,20220212,2,PARK - LONGER THAN 3 HOURS,30,0404,OPP,289 LIVINGSTON RD,,,ON
***81751,20220212,2,PARK - LONGER THAN 3 HOURS,30,0407,NR,20 DUXBURY DR,,,ON
***81752,20220212,2,PARK - LONGER THAN 3 HOURS,30,0415,NR,47 MARILAKE DR,,,ON
***81753,20220212,2,PARK - LONGER THAN 3 HOURS,30,0416,NR,55 MARILAKE DR,,,ON
***94671,20220212,2,PARK - LONGER THAN 3 HOURS,30,0418,NR,103 BENLEIGH DR,,,ON
***94672,20220212,2,PARK - LONGER THAN 3 HOURS,30,0420,NR,98 BENLEIGH DR,,,ON
***94673,20220212,2,PARK - LONGER THAN 3 HOURS,30,0422,NR,86 BENLEIGH DR,,,ON
***99167,20220212,2,PARK - LONGER THAN 3 HOURS,30,0423,NR,86 BENLEIGH DR,,,ON
***99168,20220212,2,PARK - LONGER THAN 3 HOURS,30,0424,NR,52 BENLEIGH DR,,,ON
***99169,20220212,2,PARK - LONGER THAN 3 HOURS,30,0427,NR,43 BENLEIGH DR,,,ON
***81754,20220212,2,PARK - LONGER THAN 3 HOURS,30,0427,NR,43 TREMELY CRES,,,ON
***99170,20220212,2,PARK - LONGER THAN 3 HOURS,30,0428,NR,49 BENLEIGH DR,,,ON
***81755,20220212,2,PARK - LONGER THAN 3 HOURS,30,0429,NR,3 TREMELY CRES,,,ON
***92949,20220212,2,PARK - LONGER THAN 3 HOURS,30,0430,NR,31 MARYHILL DR,,,ON
***92950,20220212,2,PARK - LONGER THAN 3 HOURS,30,0431,NR,29 MARYHILL DR,,,ON
***92951,20220212,2,PARK - LONGER THAN 3 HOURS,30,0432,NR,27 MARYHILL DR,,,ON
***92952,20220212,2,PARK - LONGER THAN 3 HOURS,30,0435,E/S,MARYHILL DR,N/O,ANNABELLE DR,ON
***92953,20220212,2,PARK - LONGER THAN 3 HOURS,30,0436,E/S,MARYHILL DR,N/O,ANNABELLE DR,ON
***92954,20220212,2,PARK - LONGER THAN 3 HOURS,30,0437,NR,20 ANNABELLE DR,,,ON
***24822,20220212,2,PARK - LONGER THAN 3 HOURS,30,1015,NR,48 HARTLEY AVE,,,ON
***24823,20220212,2,PARK - LONGER THAN 3 HOURS,30,1017,NR,54 HARTLEY AVE,,,ON
***24824,20220212,2,PARK - LONGER THAN 3 HOURS,30,1018,NR,62 HARTLEY AVE,,,ON
***30051,20220212,2,PARK - LONGER THAN 3 HOURS,30,1019,NR,66 HARTLEY AVE,,,ON
***80911,20220212,2,PARK - LONGER THAN 3 HOURS,30,1020,OPP,53 BUCKHURST CRES,,,ON
***80912,20220212,2,PARK - LONGER THAN 3 HOURS,30,1020,OPP,53 BUCKHURST CRES,,,ON
***80913,20220212,2,PARK - LONGER THAN 3 HOURS,30,1036,OPP,4 KELVINWAY DR,,,ON
***94397,20220212,2,PARK - LONGER THAN 3 HOURS,30,1106,NR,32 DEWLANE DR,,,QC
***64382,20220212,2,PARK - LONGER THAN 3 HOURS,30,1110,NR,57 FLINTWICK DR,,,ON
***64383,20220212,2,PARK - LONGER THAN 3 HOURS,30,1112,NR,30 FLINTWICK DR,,,ON
***09833,20220212,2,PARK - LONGER THAN 3 HOURS,30,1112,NR,10 WILLIE CRT,,,ON
***30056,20220212,2,PARK - LONGER THAN 3 HOURS,30,1129,NR,1 SOMERSET AVE,,,ON
***09834,20220212,2,PARK - LONGER THAN 3 HOURS,30,1132,OPP,11 WINCOTT DR,,,ON
***09835,20220212,2,PARK - LONGER THAN 3 HOURS,30,1133,OPP,11 WINCOTT DR,,,ON
***09836,20220212,2,PARK - LONGER THAN 3 HOURS,30,1135,OPP,11 WINCOTT DR,,,ON
***09837,20220212,2,PARK - LONGER THAN 3 HOURS,30,1136,OPP,11 WINCOTT DR,,,ON
***09838,20220212,2,PARK - LONGER THAN 3 HOURS,30,1137,OPP,11 WINCOTT DR,,,ON
***38741,20220212,2,PARK - LONGER THAN 3 HOURS,30,1137,NR,11 LOUISA ST,,,ON
***09839,20220212,2,PARK - LONGER THAN 3 HOURS,30,1138,OPP,11 WINCOTT DR,,,ON
***38742,20220212,2,PARK - LONGER THAN 3 HOURS,30,1138,NR,11 LOUISA ST,,,ON
***38743,20220212,2,PARK - LONGER THAN 3 HOURS,30,1138,NR,11 LOUISA ST,,,ON
***38744,20220212,2,PARK - LONGER THAN 3 HOURS,30,1139,NR,11 LOUISA ST,,,ON
***09840,20220212,2,PARK - LONGER THAN 3 HOURS,30,1140,OPP,11 WINCOTT DR,,,ON
***09841,20220212,2,PARK - LONGER THAN 3 HOURS,30,1140,OPP,11 WINCOTT DR,,,ON
***09842,20220212,2,PARK - LONGER THAN 3 HOURS,30,1141,OPP,11 WINCOTT DR,,,ON
***38745,20220212,2,PARK - LONGER THAN 3 HOURS,30,1141,NR,21 LOUISA ST,,,ON
***09843,20220212,2,PARK - LONGER THAN 3 HOURS,30,1143,OPP,11 WINCOTT DR,,,QC
***60326,20220212,2,PARK - LONGER THAN 3 HOURS,30,1147,NR,81 SILVIO AVE,,,ON
***64384,20220212,2,PARK - LONGER THAN 3 HOURS,30,1154,NR,4 DUBARRY AVE,,,ON
***09844,20220212,2,PARK - LONGER THAN 3 HOURS,30,1156,NR,9 RISDON CRT,,,ON
***60328,20220212,2,PARK - LONGER THAN 3 HOURS,30,1157,NR,27 GLENEITA ST,,,ON
***60329,20220212,2,PARK - LONGER THAN 3 HOURS,30,1157,NR,27 GLENEITA ST,,,ON
***60330,20220212,2,PARK - LONGER THAN 3 HOURS,30,1158,NR,27 GLENEITA ST,,,ON
***60331,20220212,2,PARK - LONGER THAN 3 HOURS,30,1159,NR,27 GLENEITA ST,,,ON
***35286,20220212,2,PARK - LONGER THAN 3 HOURS,30,1201,NR,109 ERSKINE AVE,,,ON
***35287,20220212,2,PARK - LONGER THAN 3 HOURS,30,1203,NR,109 ERSKINE AVE,,,ON
***97755,20220212,2,PARK - LONGER THAN 3 HOURS,30,1228,OPP,19 BUCKLAND RD,,,ON
***05433,20220212,2,PARK - LONGER THAN 3 HOURS,30,1245,OPP,330 WELLESLEY ST E,,,ON
***05434,20220212,2,PARK - LONGER THAN 3 HOURS,30,1247,OPP,376 WELLESLEY ST E,,,ON
***05435,20220212,2,PARK - LONGER THAN 3 HOURS,30,1251,OPP,450 WELLESLEY ST E,,,ON
***09846,20220212,2,PARK - LONGER THAN 3 HOURS,30,1251,NR,72 ASHBOURNE DR,,,ON
***01247,20220212,2,PARK - LONGER THAN 3 HOURS,30,1304,OPP,36 SQUIRES AVE,,,ON
***59753,20220212,2,PARK - LONGER THAN 3 HOURS,30,1305,NR,92 BROOKSIDE AVE,,,ON
***64387,20220212,2,PARK - LONGER THAN 3 HOURS,30,1315,NR,65 DENSGROVE RD,,,ON
***68486,20220212,2,PARK - LONGER THAN 3 HOURS,30,1322,NR,43 DENSGROVE RD,,,ON
***01248,20220212,2,PARK - LONGER THAN 3 HOURS,30,1328,OPP,138 MEIGHEN AVE,,,ON
***01249,20220212,2,PARK - LONGER THAN 3 HOURS,30,1330,OPP,138 MEIGHEN AVE,,,ON
***05437,20220212,2,PARK - LONGER THAN 3 HOURS,30,1331,NR,77 MUTUAL ST,,,ON
***05438,20220212,2,PARK - LONGER THAN 3 HOURS,30,1331,NR,77 MUTUAL ST,,,ON
***05439,20220212,2,PARK - LONGER THAN 3 HOURS,30,1332,NR,77 MUTUAL ST,,,ON
***59757,20220212,2,PARK - LONGER THAN 3 HOURS,30,1415,NR,256 CAMPBELL AVE,,,ON
***59758,20220212,2,PARK - LONGER THAN 3 HOURS,30,1416,NR,298 CAMPBELL AVE,,,ON
***07232,20220212,2,PARK - LONGER THAN 3 HOURS,30,1835,NR,33 STONE CRT,,,ON
***57860,20220212,2,PARK - LONGER THAN 3 HOURS,30,1845,OPP,356 ELM RD,,,ON
***57861,20220212,2,PARK - LONGER THAN 3 HOURS,30,1846,OPP,356 ELM RD,,,ON
***07234,20220212,2,PARK - LONGER THAN 3 HOURS,30,1853,NR,4 RIVERSIDE DR,,,ON
***31528,20220212,2,PARK - LONGER THAN 3 HOURS,30,1936,NR,61 BADGEROW AVE,,,ON
***31529,20220212,2,PARK - LONGER THAN 3 HOURS,30,1938,NR,83 BADGEROW AVE,,,ON
***31530,20220212,2,PARK - LONGER THAN 3 HOURS,30,1939,NR,85 BADGEROW AVE,,,ON
***11627,20220212,2,PARK - LONGER THAN 3 HOURS,30,2033,NR,118 BLACKTHORN AVE,,,ON
***88239,20220212,2,PARK - LONGER THAN 3 HOURS,30,2045,NR,15 BEXHILL AVE,,,ON
***88240,20220212,2,PARK - LONGER THAN 3 HOURS,30,2047,NR,15 BEXHILL AVE,,,ON
***31536,20220212,2,PARK - LONGER THAN 3 HOURS,30,2050,NR,268 GLEN MANOR DR W,,,ON
***31537,20220212,2,PARK - LONGER THAN 3 HOURS,30,2058,NR,268 GLEN MANOR DR W,,,ON
***10646,20220212,2,PARK - LONGER THAN 3 HOURS,30,2104,NR,35 LEAMEADOW WAY,,,ON
***03144,20220212,2,PARK - LONGER THAN 3 HOURS,30,2134,NR,188 SUTHERLAND DR,,,ON
***03145,20220212,2,PARK - LONGER THAN 3 HOURS,30,2136,NR,221 SUTHERLAND DR,,,ON
***88241,20220212,2,PARK - LONGER THAN 3 HOURS,30,2137,NR,20 GILDER DR,,,ON
***03146,20220212,2,PARK - LONGER THAN 3 HOURS,30,2138,NR,216 SUTHERLAND DR,,,ON
***10647,20220212,2,PARK - LONGER THAN 3 HOURS,30,2139,NR,37 SUNBIRD CRES,,,ON
***88242,20220212,2,PARK - LONGER THAN 3 HOURS,30,2139,NR,20 GILDER DR,,,ON
***06966,20220212,2,PARK - LONGER THAN 3 HOURS,30,2139,NR,222 SUTHERLAND DR,,,ON
***88243,20220212,2,PARK - LONGER THAN 3 HOURS,30,2140,NR,30 GILDER DR,,,ON
***88244,20220212,2,PARK - LONGER THAN 3 HOURS,30,2141,NR,30 GILDER DR,,,ON
***06967,20220212,2,PARK - LONGER THAN 3 HOURS,30,2141,NR,224 SUTHERLAND DR,,,ON
***88245,20220212,2,PARK - LONGER THAN 3 HOURS,30,2144,NR,72 GILDER DR,,,ON
***88246,20220212,2,PARK - LONGER THAN 3 HOURS,30,2145,NR,72 GILDER DR,,,ON
***94505,20220212,2,PARK - LONGER THAN 3 HOURS,30,2146,NR,72 GILDER DR,,,ON
***94506,20220212,2,PARK - LONGER THAN 3 HOURS,30,2147,NR,88 GILDER DR,,,ON
***94507,20220212,2,PARK - LONGER THAN 3 HOURS,30,2149,NR,88 GILDER DR,,,ON
***94508,20220212,2,PARK - LONGER THAN 3 HOURS,30,2150,NR,88 GILDER DR,,,ON
***94509,20220212,2,PARK - LONGER THAN 3 HOURS,30,2152,NR,88 GILDER DR,,,ON
***06968,20220212,2,PARK - LONGER THAN 3 HOURS,30,2155,NR,192 SUTHERLAND DR,,,ON
***10648,20220212,2,PARK - LONGER THAN 3 HOURS,30,2206,NR,7 SIROCCO DR,,,ON
***10649,20220212,2,PARK - LONGER THAN 3 HOURS,30,2207,OPP,1 SIROCCO DR,,,QC
***54672,20220212,2,PARK - LONGER THAN 3 HOURS,30,2223,NR,105 GALBRAITH AVE,,,ON
***85623,20220213,2,PARK - LONGER THAN 3 HOURS,30,0254,NR,36 CROHAM RD,,,ON
***85624,20220213,2,PARK - LONGER THAN 3 HOURS,30,0256,NR,50 CROHAM RD,,,ON
***85823,20220213,2,PARK - LONGER THAN 3 HOURS,30,0309,NR,21 SHROPSHIRE DR,,,ON
***03095,20220213,2,PARK - LONGER THAN 3 HOURS,30,0312,NR,6 FAWNRIDGE TRL,,,ON
***03096,20220213,2,PARK - LONGER THAN 3 HOURS,30,0314,NR,26 B FAWNRIDGE TRL,,,ON
***03097,20220213,2,PARK - LONGER THAN 3 HOURS,30,0315,NR,24 B FAWNRIDGE TRL,,,ON
***03098,20220213,2,PARK - LONGER THAN 3 HOURS,30,0317,NR,8 B FAWNRIDGE TRL,,,ON
***85824,20220213,2,PARK - LONGER THAN 3 HOURS,30,0327,NR,11 SHANDARA CRES,,,ON
***85825,20220213,2,PARK - LONGER THAN 3 HOURS,30,0328,NR,11 SHANDARA CRES,,,ON
***03099,20220213,2,PARK - LONGER THAN 3 HOURS,30,0330,NR,30 B BETHLEY DR,,,ON
***03100,20220213,2,PARK - LONGER THAN 3 HOURS,30,0332,OPP,30 B BETHLEY DR,,,ON
***85826,20220213,2,PARK - LONGER THAN 3 HOURS,30,0340,NR,23 LUCY AVE,,,ON
***96723,20220213,2,PARK - LONGER THAN 3 HOURS,30,0340,NR,22 DEESIDE CRT,,,ON
***85827,20220213,2,PARK - LONGER THAN 3 HOURS,30,0344,OPP,73 WOLCOTT AVE,,,ON
***85828,20220213,2,PARK - LONGER THAN 3 HOURS,30,0345,OPP,73 WOLCOTT AVE,,,ON
***52392,20220213,2,PARK - LONGER THAN 3 HOURS,30,0346,NR,175 ROUGE RIVER DR,,,ON
***85829,20220213,2,PARK - LONGER THAN 3 HOURS,30,0346,NR,67 WOLCOTT AVE,,,ON
***85830,20220213,2,PARK - LONGER THAN 3 HOURS,30,0348,NR,61 WOLCOTT AVE,,,ON
***52393,20220213,2,PARK - LONGER THAN 3 HOURS,30,0349,OPP,185 ROUGE RIVER DR,,,ON
***52394,20220213,2,PARK - LONGER THAN 3 HOURS,30,0350,OPP,193 ROUGE RIVER DR,,,ON
***96724,20220213,2,PARK - LONGER THAN 3 HOURS,30,0350,NR,20 ANNABELLE DR,,,ON
***52395,20220213,2,PARK - LONGER THAN 3 HOURS,30,0351,OPP,193 ROUGE RIVER DR,,,ON
***96725,20220213,2,PARK - LONGER THAN 3 HOURS,30,0351,E/S,MARYHILL DR,N/O,ANNABELLE DR,ON
***85831,20220213,2,PARK - LONGER THAN 3 HOURS,30,0352,NR,57 WOLCOTT AVE,,,ON
***96726,20220213,2,PARK - LONGER THAN 3 HOURS,30,0352,E/S,MARYHILL DR,N/O,ANNABELLE DR,ON
***85832,20220213,2,PARK - LONGER THAN 3 HOURS,30,0353,NR,55 WOLCOTT AVE,,,ON
***96727,20220213,2,PARK - LONGER THAN 3 HOURS,30,0355,NR,29 MARYHILL DR,,,ON
***96728,20220213,2,PARK - LONGER THAN 3 HOURS,30,0356,NR,31 MARYHILL DR,,,ON
***85833,20220213,2,PARK - LONGER THAN 3 HOURS,30,0357,NR,29 WOLCOTT AVE,,,ON
***85834,20220213,2,PARK - LONGER THAN 3 HOURS,30,0358,NR,16 WOLCOTT AVE,,,ON
***85835,20220213,2,PARK - LONGER THAN 3 HOURS,30,0359,NR,16 WOLCOTT AVE,,,ON
***85836,20220213,2,PARK - LONGER THAN 3 HOURS,30,0400,NR,19 WOLCOTT AVE,,,ON
***07709,20220213,2,PARK - LONGER THAN 3 HOURS,30,0401,NR,107 B EGLINTON AVE E,,,ON
