tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***30690,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0130,NR,58 ARLINGTON AVE,,,ON
***76735,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0131,NR,1852 QUEEN ST E,,,ON
***57529,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0131,NR,87 EIGHTH ST,,,ON
***09292,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0131,NR,204 GRACE ST,,,ON
***92127,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0132,OPP,52 GLENDALE AVE,,,ON
***92128,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0132,OPP,52 GLENDALE AVE,,,ON
***50672,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0133,OPP,47 RUTHERFORD AVE,,,ON
***76736,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0133,NR,16 BROOKMOUNT RD,,,ON
***30691,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0133,NR,68 ARLINGTON AVE,,,ON
***57530,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0133,NR,57 EIGHTH ST,,,ON
***09293,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0133,NR,186 GRACE ST,,,ON
***76737,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0134,NR,30 BROOKMOUNT RD,,,ON
***30692,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0134,NR,78 ARLINGTON AVE,,,ON
***09294,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0134,NR,174 GRACE ST,,,ON
***76738,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0136,NR,36 Q BROOKMOUNT RD,,,ON
***62985,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0136,NR,92 LOWTHER AVE,,,ON
***09295,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0136,NR,174 GRACE ST,,,ON
***09296,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0136,NR,174 GRACE ST,,,ON
***92129,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0137,NR,100 INDIAN RD,,,ON
***95605,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0137,NR,55 DAGMAR AVE,,,ON
***76739,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0139,NR,36 Q BROOKMOUNT RD,,,ON
***92130,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0139,NR,100 INDIAN RD,,,ON
***76740,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0140,NR,36 Q BROOKMOUNT RD,,,ON
***92131,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0140,NR,100 INDIAN RD,,,ON
***57531,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0140,OPP,20 SIXTH ST,,,ON
***62986,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0141,NR,37 MADISON AVE,,,ON
***92132,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0143,NR,120 INDIAN RD,,,ON
***92133,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0144,NR,120 INDIAN RD,,,ON
***98584,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0144,NR,23 MARJORY AVE,,,ON
***76741,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0145,NR,5 Q WALTER ST,,,ON
***98585,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0145,NR,15 MARJORY AVE,,,ON
***62987,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0145,NR,27 MADISON AVE,,,ON
***09297,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0145,NR,38 STEWART ST,,,ON
***62988,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0147,NR,21 MADISON AVE,,,ON
***98586,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0148,NR,45 MARJORY AVE,,,ON
***62989,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0148,OPP,10 MADISON AVE,,,ON
***09298,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0148,NR,46 STEWART ST,,,ON
***92134,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0150,NR,30 INDIAN TRL,,,ON
***76742,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0151,NR,56 Q EDGEWOOD AVE,,,ON
***09300,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0151,NR,58 STEWART ST,,,ON
***76743,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0152,NR,62 Q EDGEWOOD AVE,,,ON
***76744,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0154,NR,70 Q EDGEWOOD AVE,,,ON
***09301,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0154,NR,75 PORTLAND ST,,,ON
***09302,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0155,NR,75 PORTLAND ST,,,ON
***76745,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0156,NR,90 Q EDGEWOOD AVE,,,ON
***09303,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0156,NR,75 PORTLAND ST,,,ON
***76746,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0157,NR,90 Q EDGEWOOD AVE,,,ON
***76747,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0157,NR,90 Q EDGEWOOD AVE,,,ON
***95922,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0157,NR,316 SUNNYSIDE AVE,,,ON
***76748,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0158,NR,90 Q EDGEWOOD AVE,,,ON
***62990,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0159,NR,541 HURON ST,,,ON
***76749,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0201,NR,102 Q EDGEWOOD AVE,,,ON
***62991,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0201,NR,541 HURON ST,,,ON
***95923,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0202,NR,215 GEOFFREY ST,,,ON
***98588,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0202,OPP,107 MARJORY AVE,,,ON
***76750,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0203,OPP,115 Q EDGEWOOD AVE,,,ON
***62992,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0203,NR,541 HURON ST,,,ON
***62993,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0204,NR,541 HURON ST,,,ON
***95924,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0205,NR,168 GRENADIER RD,,,ON
***98589,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0207,NR,122 GALT AVE,,,ON
***98590,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0209,NR,122 GALT AVE,,,ON
***98591,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0213,NR,94 GALT AVE,,,ON
***65879,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0215,NR,131 MADISON AVE,,,ON
***98592,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0219,NR,269 PAPE AVE,,,ON
***95925,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0220,NR,22 WILTSHIRE AVE,,,ON
***98593,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0220,NR,271 PAPE AVE,,,ON
***95926,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0221,NR,22 WILTSHIRE AVE,,,ON
***65880,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0221,NR,67 MADISON AVE,,,ON
***76751,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0222,NR,363 Q WOLVERLEIGH BLVD,,,ON
***98594,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0222,NR,301 PAPE AVE,,,ON
***98595,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0222,NR,303 PAPE AVE,,,ON
***95927,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0223,NR,22 WILTSHIRE AVE,,,ON
***65881,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0223,NR,61 MADISON AVE,,,ON
***95928,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0224,NR,72 WILTSHIRE AVE,,,ON
***95929,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0225,NR,72 WILTSHIRE AVE,,,ON
***95930,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0226,NR,72 WILTSHIRE AVE,,,ON
***76752,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0228,NR,163 Q WOLVERLEIGH BLVD,,,ON
***95931,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0229,NR,104 WILTSHIRE AVE,,,ON
***98597,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0229,NR,35 BADGEROW AVE,,,ON
***95932,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0231,NR,124 WILTSHIRE AVE,,,ON
***95933,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0233,NR,168 WILTSHIRE AVE,,,ON
***98598,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0235,S/S,BADGEROW AVE,E/O,PAPE AVE,ON
***98599,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0238,NR,77 BADGEROW AVE,,,ON
***65883,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0241,NR,27 TRANBY AVE,,,ON
***30183,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0244,NR,55 BISHOP TUTU BLVD,,,ON
***65884,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0244,NR,9 TRANBY AVE,,,QC
***25348,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0245,NR,732 WILLARD AVE,,,ON
***25349,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0248,NR,21 MORLAND RD,,,ON
***30184,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0249,NR,34 LITTLE NORWAY CRES,,,ON
***30185,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0250,NR,34 LITTLE NORWAY CRES,,,ON
***25350,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0253,NR,696 BERESFORD AVE,,,ON
***25351,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0257,NR,632 BERESFORD AVE,,,ON
***98600,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0300,NR,17 MINTO ST,,,ON
***98601,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0302,NR,12 MINTO ST,,,ON
***25352,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0303,NR,73 ST JOHN'S RD,,,ON
***25353,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0303,NR,73 ST JOHN'S RD,,,ON
***98602,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0303,NR,14 MINTO ST,,,ON
***98603,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0307,NR,43 LAING ST,,,ON
***98604,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0322,NR,68 BROADVIEW AVE,,,ON
***98605,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0325,NR,100 BROADVIEW AVE,,,ON
***03149,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0326,NR,100 BROADVIEW AVE,,,ON
***03150,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0333,OPP,77 EAST DON ROADWAY,,,ON
***03151,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0335,OPP,77 EAST DON ROADWAY,,,ON
***03153,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0346,NR,14 WARDELL ST,,,ON
***03154,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0348,NR,20 WARDELL ST,,,ON
***25354,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0351,NR,25 LAXIS AVE,,,ON
***03155,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0351,NR,42 WARDELL ST,,,ON
***03156,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0354,NR,70 WARDELL ST,,,ON
***25355,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0357,OPP,20 VERONA AVE,,,ON
***25356,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0358,OPP,18 VERONA AVE,,,ON
***25357,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0359,OPP,18 VERONA AVE,,,ON
***03157,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0401,NR,22 GALT AVE,,,ON
***00324,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0403,NR,119 4 GOUGH AVE,,,ON
***03158,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0403,NR,12 GALT AVE,,,ON
***03159,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0404,NR,12 GALT AVE,,,ON
***00326,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0419,NR,561 4 GREENWOOD AVE,,,ON
***03160,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0429,NR,242 JONES AVE,,,ON
***03161,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0431,NR,250 JONES AVE,,,ON
***03162,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0433,NR,220 JONES AVE,,,ON
***44146,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0433,OPP,91 PRINGDALE GARDENS CRCL,,,ON
***44147,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0434,OPP,101 PRINGDALE GARDENS CRCL,,,ON
***51518,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0727,NR,102 ADMIRAL RD,,,ON
***51519,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0729,NR,106 ADMIRAL RD,,,ON
***38858,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0730,OPP,15 BARRINGTON AVE,,,NB
***01562,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0734,OPP,15 FORMAN AVE,,,ON
***01563,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0738,NR,15 FORSYTH RD,,,ON
***51520,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0745,OPP,29 MC MASTER AVE,,,NY
***27879,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0748,NR,301 MUTUAL ST,,,ON
***51521,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0749,NR,10 EDMUND AVE,,,ON
***67040,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0751,W/S,GEORGE ST,S/O,DUNDAS ST E,ON
***51522,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0752,NR,18 EDMUND AVE,,,ON
***70317,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0753,W/S,GEORGE ST,S/O,DUNDAS ST E,ON
***08445,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0756,NR,22 TICHESTER RD,,,ON
***70318,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0800,E/S,PEMBROKE ST,S/O,DUNDAS ST E,ON
***70319,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0801,E/S,PEMBROKE ST,S/O,DUNDAS ST E,ON
***51523,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0808,NR,81 SUMMERHILL AVE,,,ON
***08157,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0809,OPP,3 ALHAMBRA AVE,,,ON
***08158,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0811,OPP,63 ALHAMBRA AVE,,,ON
***51524,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0812,NR,80 WOODLAWN AVE E,,,ON
***08159,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0812,OPP,63 ALHAMBRA AVE,,,ON
***51525,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0819,NR,29 GANGE AVE,,,ON
***51526,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0819,NR,29 GANGE AVE,,,ON
***27357,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0820,NR,12 WOLFREY AVE,,,ON
***51527,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0824,NR,11 GIBSON AVE,,,ON
***27358,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0825,NR,161 WOLFREY AVE,,,ON
***51528,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0825,NR,23 GIBSON AVE,,,ON
***45861,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0839,OPP,569 SHAW ST,,,ON
***45862,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0843,OPP,531 SHAW ST,,,ON
***45863,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0845,OPP,473 SHAW ST,,,ON
***45864,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0847,OPP,487 SHAW ST,,,ON
***51529,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0849,NR,66 LOWTHER AVE,,,ON
***51530,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0850,NR,66 LOWTHER AVE,,,ON
***01567,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0900,NR,7 WALKER AVE,,,ON
***51531,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0902,NR,139 COTTINGHAM ST,,,ON
***45865,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0903,NR,425 EUCLID AVE,,,ON
***51532,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0903,NR,139 COTTINGHAM ST,,,ON
***01568,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0906,NR,29 ALCORN AVE,,,ON
***01569,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0907,NR,23 ALCORN AVE,,,ON
***01570,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0908,NR,23 ALCORN AVE,,,ON
***51533,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0908,NR,32 BALMORAL AVE,,,ON
***02776,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0909,NR,17 ALCORN AVE,,,QC
***51534,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0910,NR,30 BALMORAL AVE,,,ON
***47347,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0911,NR,571 EUCLID AVE,,,ON
***51535,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0913,NR,36 FARNHAM AVE,,,ON
***47348,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0915,NR,595 EUCLID AVE,,,ON
***66949,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0917,N/S,FARNHAM AVE,E/O,AVENUE RD,ON
***47349,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0918,NR,603 EUCLID AVE,,,ON
***02777,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0920,NR,16 EDMUND AVE,,,ON
***02778,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0921,NR,4 EDMUND AVE,,,ON
***47350,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0921,NR,623 EUCLID AVE,,,ON
***47351,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0923,NR,623 EUCLID AVE,,,ON
***66950,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0923,NR,148 BALMORAL AVE,,,ON
***47352,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0925,NR,630 EUCLID AVE,,,ON
***02779,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0926,NR,26 ORIOLE RD,,,ON
***81415,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0926,NR,63 CRAWFORD ST,,,ON
***02780,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0927,NR,26 ORIOLE RD,,,ON
***81416,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0928,NR,24 SHAW ST,,,ON
***81417,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0932,NR,916 ADELAIDE ST W,,,ON
***02781,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0934,NR,97 WALMSLEY BLVD,,,ON
***47353,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0936,OPP,461 MANNING AVE,,,ON
***02782,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0938,NR,32 GORMLEY AVE,,,ON
***38864,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0939,NR,374 GLEBEHOLME BLVD,,,ON
***47354,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0939,OPP,441 MANNING AVE,,,ON
***81418,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0939,NR,54 BELLWOODS AVE,,,ON
***02783,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0940,E/S,LASCELLES BLVD,N/O,GORMLEY AVE,ON
***27744,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0941,N/S,SHUTER ST,E/O,JARVIS ST,ON
***27745,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0942,NR,240 GEORGE ST,,,ON
***38865,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0944,NR,249 QUEENSDALE AVE,,,ON
***27746,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0944,NR,270 GEORGE ST,,,ON
***81105,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0945,NR,39 BOWOOD AVE,,,ON
***81106,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0946,NR,43 BOWOOD AVE,,,ON
***84099,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0947,NR,169 NIAGARA ST,,,ON
***38866,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0948,NR,179 QUEENSDALE AVE,,,ON
***80481,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0949,N/S,DAVENPORT RD,E/O,RAINS AVE,ON
***84100,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0949,NR,199 NIAGARA ST,,,ON
***81107,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0954,NR,158 RANLEIGH AVE,,,ON
***84101,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,0956,NR,39 TECUMSETH ST,,,ON
***17039,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1004,NR,27 COOLMINE RD,,,ON
***17040,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1006,NR,19 COOLMINE RD,,,ON
***38868,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1012,NR,59 BOWDEN ST,,,ON
***38869,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1013,NR,59 BOWDEN ST,,,ON
***60789,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1105,OPP,38 ROBERT ST,,,ON
***60790,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1115,NR,192 LOWTHER AVE,,,ON
***60793,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1127,NR,290 ROBERT ST,,,ON
***60794,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1131,NR,318 ROBERT ST,,,ON
***60801,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1157,NR,220 ROBERT ST,,,ON
***60802,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1203,NR,105 ROBERT ST,,,ON
***60803,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1206,NR,121 ROBERT ST,,,ON
***86653,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1322,NR,236 SUSSEX AVE,,,ON
***86655,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1333,NR,49 WALES AVE,,,ON
***50877,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1415,OPP,30 ROBERT ST,,,ON
***50878,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1416,OPP,30 ROBERT ST,,,ON
***41447,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1554,NR,443 PACIFIC AVE,,,ON
***84525,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1621,NR,38 FOXBAR RD,,,ON
***84526,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1622,NR,38 FOXBAR RD,,,ON
***01690,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1717,NR,123 GORE VALE AVE,,,ON
***01691,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1718,NR,127 GORE VALE AVE,,,ON
***01692,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1719,NR,139 GORE VALE AVE,,,ON
***01693,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1720,NR,159 GORE VALE AVE,,,ON
***01694,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1721,NR,163 GORE VALE AVE,,,ON
***01695,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1722,NR,165 GORE VALE AVE,,,ON
***01696,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1722,NR,167 GORE VALE AVE,,,ON
***01697,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1725,NR,160 BELLWOODS AVE,,,ON
***01698,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1728,NR,94 BELLWOODS AVE,,,ON
***01699,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1729,NR,76 BELLWOODS AVE,,,ON
***01700,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1733,NR,18 BELLWOODS AVE,,,ON
***01701,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1736,NR,25 GORE VALE AVE,,,ON
***01702,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1738,NR,33 GORE VALE AVE,,,ON
***41457,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1740,NR,445 PACIFIC AVE,,,ON
***65372,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1744,NR,7 LIPPINCOTT ST,,,ON
***41458,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1745,NR,14 WESTPORT AVE,,,ON
***65373,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1745,NR,13 LIPPINCOTT ST,,,ON
***65378,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1805,OPP,32 ROBERT ST,,,ON
***65379,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1806,OPP,42 ROBERT ST,,,ON
***65380,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1809,NR,34 RUSSELL ST,,,ON
***43656,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1817,NR,179 MAVETY ST,,,ON
***43657,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1818,NR,179 MAVETY ST,,,ON
***43658,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1819,NR,190 MAVETY ST,,,ON
***43659,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1821,NR,209 MAVETY ST,,,ON
***43660,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1822,NR,209 MAVETY ST,,,ON
***65383,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1822,NR,188 LOWTHER AVE,,,ON
***43661,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1823,NR,209 MAVETY ST,,,ON
***43662,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1824,NR,215 MAVETY ST,,,ON
***65384,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1824,NR,188 LOWTHER AVE,,,ON
***43664,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1826,NR,224 MAVETY ST,,,ON
***84534,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1828,NR,8 ST HILDA'S AVE,,,ON
***43665,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1829,NR,196 MAVETY ST,,,ON
***65385,20220226,29,PARK PROHIBITED TIME NO PERMIT,30,1833,NR,220 ROBERT ST,,,ON
