tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***93468,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0821,OPP,44 WEATHERELL ST,,,ON
***27871,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0821,NR,23 EDWIN AVE,,,ON
***88646,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0822,NR,45 WALKER AVE,,,ON
***27872,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0824,NR,91 EDWIN AVE,,,ON
***88647,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0825,NR,29 ALCORN AVE,,,ON
***88762,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0825,NR,430 MARKHAM ST,,,ON
***52619,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0826,NR,260 ROSELAWN AVE,,,ON
***88648,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0827,NR,85 ALCORN AVE,,,ON
***01289,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0827,NR,13 DUNBAR RD,,,ON
***88763,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0828,N/S,ULSTER ST,W/O,MARKHAM ST,AB
***01290,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0829,NR,3 DUNBAR RD,,,ON
***01291,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0830,NR,1 DUNBAR RD,,,ON
***15589,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0832,NR,39 CHISHOLM AVE,,,ON
***88649,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0832,NR,64 RATHNELLY AVE,,,ON
***88650,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0834,NR,10 MC MASTER AVE,,,ON
***15590,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0835,NR,55 CHISHOLM AVE,,,QC
***88651,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0835,NR,8 MC MASTER AVE,,,ON
***56810,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0836,NR,515 CLINTON ST,,,ON
***15591,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0838,NR,59 CHISHOLM AVE,,,ON
***88535,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0840,NR,39 SUNNYSIDE AVE,,,ON
***88652,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0840,NR,25 CHICORA AVE,,,ON
***88536,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0841,NR,39 SUNNYSIDE AVE,,,ON
***01292,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0841,NR,1 JEAN ST,,,ON
***88537,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0842,NR,39 SUNNYSIDE AVE,,,ON
***56811,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0843,NR,633 CLINTON ST,,,ON
***88538,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0843,NR,39 SUNNYSIDE AVE,,,ON
***08443,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0844,NR,31 FISKEN AVE,,,ON
***56812,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0845,NR,615 CLINTON ST,,,ON
***08444,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0845,NR,15 FISKEN AVE,,,ON
***08445,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0845,NR,15 FISKEN AVE,,,ON
***08446,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0846,NR,15 FISKEN AVE,,,ON
***56813,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0848,NR,904 MANNING AVE,,,ON
***88653,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0848,NR,130 ROXBOROUGH ST W,,,ON
***94422,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0849,NR,149 ROXBOROUGH ST W,,,ON
***00854,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0850,NR,45 GARDINER RD,,,ON
***88539,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0850,NR,85 GLENDALE AVE,,,ON
***00855,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0851,NR,45 GARDINER RD,,,ON
***52622,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0852,NR,15 HENNING AVE,,,ON
***72992,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0852,NR,32 METCALFE ST,,,ON
***88540,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0852,NR,85 GLENDALE AVE,,,ON
***88764,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0852,NR,524 MARKHAM ST,,,ON
***88541,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0853,NR,85 GLENDALE AVE,,,ON
***27873,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0854,OPP,32 VERNON ST,,,ON
***72993,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0854,NR,102 WINCHESTER ST,,,AB
***94423,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0854,NR,53 MACPHERSON AVE,,,ON
***99810,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0854,OPP,6 WHITAKER AVE,,,ON
***52623,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0855,NR,101 ORCHARD VIEW BLVD,,,ON
***99811,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0855,OPP,6 WHITAKER AVE,,,ON
***27874,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0857,NR,55 VERNON ST,,,ON
***27875,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0859,NR,71 VERNON ST,,,ON
***94424,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0859,NR,29 GANGE AVE,,,ON
***45561,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0859,NR,10 BADEN ST,,,ON
***15592,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0900,NR,951 CARLAW AVE,,,ON
***99812,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0900,OPP,60 TECUMSETH ST,,,ON
***88765,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0901,NR,286 MARKHAM ST,,,ON
***45563,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0902,NR,49 LAKEVIEW AVE,,,ON
***08448,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0903,NR,52 ALHAMBRA AVE,,,ON
***88542,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0903,NR,125 SUNNYSIDE AVE,,,ON
***94425,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0903,OPP,137 WALKER AVE,,,ON
***01294,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0903,NR,51 SPRUCE ST,,,ON
***88766,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0904,NR,221 EUCLID AVE,,,ON
***94426,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0904,OPP,137 ALCORN AVE,,,ON
***94427,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0907,NR,25 WALKER AVE,,,ON
***45564,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0907,NR,7 BEATRICE ST,,,ON
***88767,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0908,NR,345 EUCLID AVE,,,ON
***08449,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0909,NR,363 MARGUERETTA ST,,,ON
***88768,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0909,NR,335 EUCLID AVE,,,ON
***52895,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0910,NR,30 EDITH DR,,,ON
***08450,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0910,NR,367 MARGUERETTA ST,,,ON
***45565,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0910,NR,87 BEATRICE ST,,,ON
***08451,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0911,NR,375 MARGUERETTA ST,,,ON
***94428,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0911,NR,127 ALCORN AVE,,,ON
***52896,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0912,NR,30 EDITH DR,,,ON
***08452,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0912,NR,381 MARGUERETTA ST,,,ON
***45566,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0912,NR,93 BEATRICE ST,,,ON
***91357,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0913,NR,85 MC GEE ST,,,ON
***01295,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0913,NR,504 ONTARIO ST,,,ON
***45567,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0913,NR,101 BEATRICE ST,,,ON
***08453,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0914,NR,441 MARGUERETTA ST,,,ON
***94429,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0914,NR,194 COTTINGHAM ST,,,ON
***08454,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0915,NR,449 MARGUERETTA ST,,,ON
***94430,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0915,NR,210 COTTINGHAM ST,,,ON
***88769,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0916,N/S,HERRICK ST,E/O,EUCLID AVE,ON
***01242,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0916,NR,119 FREDERICK ST,,,ON
***01296,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0916,NR,475 ONTARIO ST,,,ON
***88770,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0917,N/S,HERRICK ST,E/O,EUCLID AVE,ON
***88543,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0918,NR,125 SUNNYSIDE AVE,,,ON
***01243,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0918,E/S,FREDERICK ST,N/O,THE ESPLANADE,ON
***49846,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0918,NR,246 MARKHAM ST,,,ON
***54219,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0919,NR,50 INGLEWOOD DR,,,ON
***91358,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0919,NR,230 LOGAN AVE,,,ON
***15593,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0920,NR,149 WOODINGTON AVE,,,ON
***88544,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0920,NR,123 SUNNYSIDE AVE,,,ON
***88771,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0920,S/S,LENNOX ST,W/O,EUCLID AVE,ON
***94431,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0920,NR,35 CHICORA AVE,,,ON
***08455,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0921,NR,32 EMERSON AVE,,,ON
***88772,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0922,S/S,LENNOX ST,W/O,PALMERSTON BLVD,ON
***49847,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0922,NR,257 EUCLID AVE,,,ON
***15594,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0925,NR,171 QUEENSDALE AVE,,,ON
***01298,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0925,OPP,40 EARL ST,,,ON
***13699,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0925,NR,108 PRICEFIELD RD,,,ON
***94432,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0926,OPP,4 ROXBOROUGH ST W,,,ON
***13700,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0926,NR,102 PRICEFIELD RD,,,ON
***15595,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0927,NR,153 QUEENSDALE AVE,,,ON
***56814,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0927,OPP,38 JOE SHUSTER WAY,,,ON
***94433,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0927,NR,4 ROXBOROUGH ST W,,,ON
***15596,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0928,NR,147 QUEENSDALE AVE,,,ON
***29085,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0928,NR,346 BRUNSWICK AVE,,,ON
***88773,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0928,OPP,658 MARKHAM ST,,,ON
***94434,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0928,NR,4 ROXBOROUGH ST W,,,ON
***54223,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0929,NR,22 HEATH ST E,,,ON
***88545,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0929,NR,137 SUNNYSIDE AVE,,,ON
***54224,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0931,OPP,30 HEATH ST E,,,ON
***72995,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0931,E/S,POWER ST,S/O,ADELAIDE ST E,ON
***94435,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0931,NR,81 ROXBOROUGH ST W,,,ON
***13701,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0931,NR,76 PRICEFIELD RD,,,OH
***29086,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0933,NR,37 DALTON RD,,,ON
***54225,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0933,NR,8 HEATH ST E,,,ON
***54226,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0934,NR,5 INGLEWOOD DR,,,ON
***72996,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0934,E/S,POWER ST,S/O,RICHMOND ST E,ON
***72997,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0934,E/S,POWER ST,S/O,RICHMOND ST E,ON
***88546,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0934,NR,109 MERRICK ST,,,ON
***13702,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0934,NR,92 PRICEFIELD RD,,,ON
***72998,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0935,E/S,POWER ST,S/O,RICHMOND ST E,NY
***88774,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0935,N/S,ULSTER ST,W/O,MARKHAM ST,ON
***94436,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0935,NR,157 ROXBOROUGH ST W,,,QC
***08457,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0936,NR,1091 DAVENPORT RD,,,ON
***72999,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0936,E/S,POWER ST,S/O,RICHMOND ST E,ON
***52627,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0937,NR,177 MILLWOOD RD,,,ON
***94437,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0938,OPP,33 PEARS AVE,,,ON
***49848,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0938,NR,201 DELAWARE AVE,,,ON
***49849,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0938,NR,201 DELAWARE AVE,,,ON
***52899,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0939,NR,368 BALLIOL ST,,,ON
***49850,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0939,NR,201 DELAWARE AVE,,,ON
***05130,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0940,NR,612 MANNING AVE,,,ON
***52900,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0941,NR,430 BALLIOL ST,,,ON
***08460,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0941,OPP,1020 DAVENPORT RD,,,ON
***08461,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0941,OPP,1020 DAVENPORT RD,,,ON
***49851,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0941,NR,279 DELAWARE AVE,,,ON
***52901,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0942,NR,430 BALLIOL ST,,,ON
***88547,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0942,NR,28 ALHAMBRA AVE,,,ON
***14220,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0943,OPP,1001 DAVENPORT RD,,,ON
***88548,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0943,NR,38 ALHAMBRA AVE,,,ON
***94438,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0943,OPP,22 ROWANWOOD AVE,,,ON
***14221,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0944,OPP,1001 DAVENPORT RD,,,ON
***94439,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0945,OPP,30 ROWANWOOD AVE,,,ON
***01303,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0945,NR,15 DUNBAR RD,,,ON
***49852,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0945,NR,469 CONCORD AVE,,,ON
***52629,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0946,NR,302 FORMAN AVE,,,ON
***52902,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0946,NR,750 BALLIOL ST,,,ON
***14222,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0946,OPP,1001 DAVENPORT RD,,,ON
***14223,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0947,NR,917 DAVENPORT RD,,,ON
***94440,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0947,OPP,48 ROWANWOOD AVE,,,ON
***49853,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0947,NR,441 CONCORD AVE,,,ON
***49854,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0948,NR,441 CONCORD AVE,,,ON
***14224,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0950,OPP,848 DAVENPORT RD,,,ON
***05131,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0950,NR,72 BRUNSWICK AVE,,,ON
***49855,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0950,NR,411 CONCORD AVE,,,QC
***49856,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0952,NR,349 CONCORD AVE,,,ON
***49857,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0953,NR,335 CONCORD AVE,,,ON
***93330,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0954,OPP,38 JOE SHUSTER WAY,,,ON
***36807,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0954,NR,176 BROOKDALE AVE,,,ON
***93331,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0956,NR,16 MACHELLS AVE,,,ON
***14225,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0957,NR,284 ALBANY AVE,,,ON
***41773,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0957,NR,22 BOWOOD AVE,,,ON
***41774,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0958,NR,42 BOWOOD AVE,,,ON
***93332,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0959,NR,26 LAIDLAW ST,,,ON
***41775,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,0959,NR,57 BOWOOD AVE,,,ON
***56815,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1004,OPP,50 COOLMINE RD,,,ON
***80179,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1012,NR,104 WOLFREY AVE,,,ON
***14227,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1018,NR,2 ATLAS AVE,,,ON
***80180,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1018,NR,11 FAIRVIEW BLVD,,,ON
***80181,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1021,NR,39 FAIRVIEW BLVD,,,ON
***05138,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1040,NR,109 ROBERT ST,,,ON
***93474,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1041,NR,168 WILTSHIRE AVE,,,ON
***05139,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1045,NR,260 ROBERT ST,,,ON
***94072,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1056,NR,111 SUNNYSIDE AVE,,,ON
***94073,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1057,NR,111 SUNNYSIDE AVE,,,ON
***80191,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1143,NR,35 HAZELWOOD AVE,,,ON
***28771,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1145,OPP,78 SHAFTESBURY AVE,,,ON
***28772,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1146,OPP,76 SHAFTESBURY AVE,,,ON
***28773,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1148,OPP,72 SHAFTESBURY AVE,,,ON
***28774,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1149,OPP,70 SHAFTESBURY AVE,,,ON
***28775,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1151,NR,41 SHAFTESBURY AVE,,,ON
***92731,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1156,NR,2 COOPER ST,,,ON
***92732,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1156,NR,2 COOPER ST,,,ON
***92733,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1200,E/S,FREELAND ST,N/O,QUEENS QUAY E,ON
***09143,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1228,NR,49 WALES AVE,,,ON
***60557,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1231,NR,140 COLLIER ST,,,ON
***56956,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1255,NR,6 BLYTHWOOD GDNS,,,ON
***47098,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1356,NR,33 WALES AVE,,,ON
***53338,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1358,NR,37 WALES AVE,,,ON
***42988,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1402,NR,33 HILLSDALE AVE W,,,ON
***42994,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1450,NR,65 HILLSDALE AVE W,,,ON
***00871,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1456,NR,140 COLLIER ST,,,ON
***80986,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1535,OPP,33 PEARS AVE,,,ON
***80987,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1538,OPP,85 PEARS AVE,,,ON
***19095,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1542,NR,220 GEORGE ST,,,ON
***19096,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1546,NR,274 GEORGE ST,,,ON
***77187,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1607,NR,35 NORTON AVE,,,ON
***77188,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1608,NR,27 NORTON AVE,,,ON
***77189,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1609,NR,17 NORTON AVE,,,ON
***39623,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1614,W/S,BARTLETT AVE,N/O,BLOOR ST W,ON
***00881,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1615,NR,49 HUNTLEY ST,,,ON
***43000,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1617,NR,146 COLIN AVE,,,ON
***39624,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1618,W/S,BARTLETT AVE,N/O,BLOOR ST W,ON
***00882,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1621,NR,136 COLLIER ST,,,ON
***98040,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1622,NR,103 PEMBROKE ST,,,ON
***39625,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1629,W/S,ROXTON RD,N/O,COLLEGE ST,ON
***39626,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1629,W/S,ROXTON RD,N/O,COLLEGE ST,ON
***39627,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1630,W/S,ROXTON RD,N/O,COLLEGE ST,ON
***39628,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1636,W/S,SHAW ST,N/O,DEWSON ST,ON
***39629,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1637,W/S,SHAW ST,N/O,DEWSON ST,ON
***77070,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1647,NR,44 DURANT AVE,,,ON
***01771,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1703,OPP,54 MCGILL ST,,,ON
***00889,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1704,OPP,91 PEARS AVE,,,ON
***39393,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1705,NR,61 TECUMSETH ST,,,ON
***39630,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1705,W/S,ROXTON RD,S/O,BLOOR ST W,ON
***00890,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1706,OPP,81 PEARS AVE,,,ON
***00891,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1709,OPP,33 PEARS AVE,,,ON
***00892,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1710,OPP,33 PEARS AVE,,,ON
***98263,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1712,E/S,PACIFIC AVE,S/O,VINE AVE,ON
***26828,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1716,NR,5 GLEN BAILLIE PL,,,ON
***39631,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1719,W/S,SHAW ST,N/O,PENDRITH ST,ON
***39632,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1720,W/S,SHAW ST,N/O,PENDRITH ST,ON
***44387,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1725,W/S,SHAW ST,N/O,LEEDS ST,ON
***14541,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1732,NR,443 PACIFIC AVE,,,ON
***14542,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1734,NR,451 PACIFIC AVE,,,ON
***91597,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1738,NR,33 HILLSDALE AVE W,,,ON
***82817,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1751,NR,9 PEMBROKE ST,,,ON
***24153,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1756,NR,12 ST DAVID ST,,,ON
***09777,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1818,NR,55 HUNTLEY ST,,,ON
***26840,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1838,E/S,DRAPER ST,S/O,WELLINGTON ST W,ON
***91600,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1839,OPP,33 PEARS AVE,,,ON
***26841,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1839,E/S,DRAPER ST,S/O,WELLINGTON ST W,ON
***26842,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1840,E/S,DRAPER ST,S/O,WELLINGTON ST W,ON
***26843,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1841,E/S,DRAPER ST,S/O,WELLINGTON ST W,ON
***82819,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1904,OPP,44 MCGILL ST,,,ON
***39400,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1905,NR,34 LITTLE NORWAY CRES,,,ON
***39401,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1906,NR,34 LITTLE NORWAY CRES,,,ON
***09781,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1906,NR,2 CAWTHRA SQ,,,ON
***09782,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1908,NR,6 CAWTHRA SQ,,,ON
***39402,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1909,NR,34 LITTLE NORWAY CRES,,,ON
***39403,20220105,29,PARK PROHIBITED TIME NO PERMIT,30,1909,NR,34 LITTLE NORWAY CRES,,,ON
