infraction_description,set_fine_amount,location2
PARK-SIGNED HWY-EXC PERMT TIME,40,33 DELORAINE AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,39 DELORAINE AVE
PARK PROHIBITED TIME NO PERMIT,30,412 BRUNSWICK AVE
PARK PROHIBITED TIME NO PERMIT,30,68 BRUNSWICK AVE
PARK PROHIBITED TIME NO PERMIT,30,51 FAIRVIEW BLVD
PARK PROHIBITED TIME NO PERMIT,30,111 SUNNYSIDE AVE
PARK PROHIBITED TIME NO PERMIT,30,276 ROBERT ST
STAND VEH.-PROHIBIT TIME/DAY,100,502 YONGE ST
PARK PROHIBITED TIME NO PERMIT,30,146 WILTSHIRE AVE
PARK PROHIBITED TIME NO PERMIT,30,280 ROBERT ST
PARK-SIGNED HWY-EXC PERMT TIME,40,88 BROOKDALE AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,76 BROOKDALE AVE
PARK PROHIBITED TIME NO PERMIT,30,22 WOODLAWN AVE E
PARK-SIGNED HWY-EXC PERMT TIME,40,30 BROOKDALE AVE
PARK PROHIBITED TIME NO PERMIT,30,219 OLD WESTON RD
PARK PROHIBITED TIME NO PERMIT,30,221 OLD WESTON RD
PARK PROHIBITED TIME NO PERMIT,30,119 ROBERT ST
PARK-SIGNED HWY-EXC PERMT TIME,40,RAWLINSON AVE
PARK PROHIBITED TIME NO PERMIT,30,59 BOWDEN ST
PARK-SIGNED HWY-EXC PERMT TIME,40,6 TIPPETT RD
STAND VEH.-PROHIBIT TIME/DAY,100,104 PORTLAND ST
PARK-SIGNED HWY-EXC PERMT TIME,40,6 TIPPETT RD
PARK PROHIBITED TIME NO PERMIT,30,238 ROBERT ST
PARK-SIGNED HWY-EXC PERMT TIME,40,6 TIPPETT RD
PARK-SIGNED HWY-EXC PERMT TIME,40,6 TIPPETT RD
PARK-SIGNED HWY-EXC PERMT TIME,40,6 TIPPETT RD
STAND VEH.-PROHIBIT TIME/DAY,100,100 AVENUE RD
PARK PROHIBITED TIME NO PERMIT,30,214 ROBERT ST
PARK-SIGNED HWY-EXC PERMT TIME,40,6 TIPPETT RD
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
STAND VEH.-PROHIBIT TIME/DAY,100,GLEBE RD E
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
STAND VEH.-PROHIBIT TIME/DAY,100,705 PAPE AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
STAND VEH.-PROHIBIT TIME/DAY,100,90 HOLLY ST
PARK PROHIBITED TIME NO PERMIT,30,57 FAIRVIEW BLVD
STAND VEH.-PROHIBIT TIME/DAY,100,2190 DUNDAS ST W
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK PROHIBITED TIME NO PERMIT,30,122 SUMMERHILL AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,1486 KING ST W
PARK PROHIBITED TIME NO PERMIT,30,48 ROBERT ST
PARK-SIGNED HWY-EXC PERMT TIME,40,1486 KING ST W
PARK-SIGNED HWY-EXC PERMT TIME,40,1486 KING ST W
PARK-SIGNED HWY-EXC PERMT TIME,40,1486 KING ST W
PARK-SIGNED HWY-EXC PERMT TIME,40,1486 KING ST W
PARK-SIGNED HWY-EXC PERMT TIME,40,1510 KING ST W
PARK PROHIBITED TIME NO PERMIT,30,441 PACIFIC AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,WEST LODGE AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,WEST LODGE AVE
STAND VEH.-PROHIBIT TIME/DAY,100,36 FERNDALE AVE
STAND VEH.-PROHIBIT TIME/DAY,100,36 FERNDALE AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,271 OSSINGTON AVE
PARK PROHIBITED TIME NO PERMIT,30,136 DENISON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,291 OSSINGTON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,291 OSSINGTON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,291 OSSINGTON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,219 PEARSON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,1054 DUNDAS ST W
PARK-SIGNED HWY-EXC PERMT TIME,40,1054 DUNDAS ST W
PARK-SIGNED HWY-EXC PERMT TIME,40,1054 DUNDAS ST W
PARK-SIGNED HWY-EXC PERMT TIME,40,1054 DUNDAS ST W
PARK-SIGNED HWY-EXC PERMT TIME,40,987 DUNDAS ST W
PARK-SIGNED HWY-EXC PERMT TIME,40,987 DUNDAS ST W
PARK-SIGNED HWY-EXC PERMT TIME,40,987 DUNDAS ST W
PARK PROHIBITED TIME NO PERMIT,30,520 MARKHAM ST
PARK-SIGNED HWY-EXC PERMT TIME,40,3 HIGH PARK BLVD
STAND SIGNED TRANSIT STOP,150,550 MORTIMER AVE
STAND VEH.-PROHIBIT TIME/DAY,100,1 LEONARD AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,24 FERMANAGH AVE
STAND VEH.-PROHIBIT TIME/DAY,100,50 BRIAN HARRISON WAY
PARK-SIGNED HWY-EXC PERMT TIME,40,121 FERMANAGH AVE
STAND VEH.-PROHIBIT TIME/DAY,100,19 WESTERN BATTERY RD
STAND VEH.-PROHIBIT TIME/DAY,100,RICHARDSON ST
STAND VEH.-PROHIBIT TIME/DAY,100,RICHARDSON ST
PARK-SIGNED HWY-EXC PERMT TIME,40,11 HOWARD PARK AVE
STAND VEH.-PROHIBIT TIME/DAY,100,69 LYNN WILLIAMS ST
STAND VEH.-PROHIBIT TIME/DAY,100,ED MIRVISH WAY
PARK-SIGNED HWY-EXC PERMT TIME,40,11 HOWARD PARK AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,5 HOWARD PARK AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,24 HERBERT AVE
STAND VEH.-PROHIBIT TIME/DAY,100,171 EAST LIBERTY ST
STAND VEH.-PROHIBIT TIME/DAY,100,33 CUMBERLAND ST
PARK-SIGNED HWY-EXC PERMT TIME,40,50 HERBERT AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,50 GOLDEN AVE
PARK PROHIBITED TIME NO PERMIT,30,14 LONDON ST
STAND VEH.-PROHIBIT TIME/DAY,100,25 JOE SHUSTER WAY
PARK-SIGNED HWY-EXC PERMT TIME,40,20 GOLDEN AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,6 GOLDEN AVE
STAND VEH.-PROHIBIT TIME/DAY,100,51 EAST LIBERTY ST
PARK-SIGNED HWY-EXC PERMT TIME,40,83 CHELSEA AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,37 DORVAL RD
PARK PROHIBITED TIME NO PERMIT,30,1 BRUCE ST
PARK-SIGNED HWY-EXC PERMT TIME,40,27 DORVAL RD
STAND VEH.-PROHIBIT TIME/DAY,100,12 BONNYCASTLE ST
PARK-SIGNED HWY-EXC PERMT TIME,40,54 INDIAN TRL
PARK-SIGNED HWY-EXC PERMT TIME,40,54 INDIAN TRL
PARK-SIGNED HWY-EXC PERMT TIME,40,ROSELAWN AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,40 INDIAN TRL
PARK-SIGNED HWY-EXC PERMT TIME,40,40 INDIAN TRL
PARK-SIGNED HWY-EXC PERMT TIME,40,8 INDIAN TRL
PARK-SIGNED HWY-EXC PERMT TIME,40,91 HAZELTON AVE
PARK PROHIBITED TIME NO PERMIT,30,123 FREDERICK ST
PARK PROHIBITED TIME NO PERMIT,30,123 FREDERICK ST
PARK PROHIBITED TIME NO PERMIT,30,112 FREDERICK ST
PARK PROHIBITED TIME NO PERMIT,30,24 FREDERICK ST
STAND VEH.-PROHIBIT TIME/DAY,100,2 ELM ST
PARK-SIGNED HWY-EXC PERMT TIME,40,HARBORD ST
PARK-SIGNED HWY-EXC PERMT TIME,40,HARBORD ST
PARK-SIGNED HWY-EXC PERMT TIME,40,HARBORD ST
PARK-SIGNED HWY-EXC PERMT TIME,40,HARBORD ST
PARK-SIGNED HWY-EXC PERMT TIME,40,HARBORD ST
PARK PROHIBITED TIME NO PERMIT,30,COOPER ST
PARK-SIGNED HWY-EXC PERMT TIME,40,324 OSSINGTON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,324 OSSINGTON AVE
STAND VEH.-PROHIBIT TIME/DAY,100,80 HOLLY ST
PARK PROHIBITED TIME NO PERMIT,30,FREELAND ST
PARK PROHIBITED TIME NO PERMIT,30,FREELAND ST
PARK PROHIBITED TIME NO PERMIT,30,46 DALTON RD
PARK-SIGNED HWY-EXC PERMT TIME,40,29 BATTENBERG AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,20 PORTUGAL SQ
STAND VEH.-PROHIBIT TIME/DAY,100,NAIRN AVE
PARK PROHIBITED TIME NO PERMIT,30,89 RHODES AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,20 PORTUGAL SQ
PARK PROHIBITED TIME NO PERMIT,30,81 OSLER ST
PARK PROHIBITED TIME NO PERMIT,30,51 OSLER ST
PARK-SIGNED HWY-EXC PERMT TIME,40,54 ALDRIDGE AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,30 ALDRIDGE AVE
STAND VEH.-PROHIBIT TIME/DAY,100,33 CUMBERLAND ST
PARK-SIGNED HWY-EXC PERMT TIME,40,20 ALDRIDGE AVE
PARK PROHIBITED TIME NO PERMIT,30,445 PACIFIC AVE
PARK PROHIBITED TIME NO PERMIT,30,445 PACIFIC AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,6 STANLEY AVE
PARK PROHIBITED TIME NO PERMIT,30,FREDERICK ST
STAND VEH.-PROHIBIT TIME/DAY,100,12 SUDBURY ST
STAND VEH.-PROHIBIT TIME/DAY,100,20 DUNDAS ST W
STAND VEH.-PROHIBIT TIME/DAY,100,918 QUEEN ST E
PARK PROHIBITED TIME NO PERMIT,30,30 ROBERT ST
PARK PROHIBITED TIME NO PERMIT,30,42 ROBERT ST
PARK PROHIBITED TIME NO PERMIT,30,2 COOPER ST
STAND VEH.-PROHIBIT TIME/DAY,100,19 WESTERN BATTERY RD
PARK PROHIBITED TIME NO PERMIT,30,2 COOPER ST
STAND VEH.-PROHIBIT TIME/DAY,100,19 WESTERN BATTERY RD
PARK PROHIBITED TIME NO PERMIT,30,2 COOPER ST
STAND VEH.-PROHIBIT TIME/DAY,100,19 WESTERN BATTERY RD
PARK PROHIBITED TIME NO PERMIT,30,27 WALES AVE
STAND VEH.-PROHIBIT TIME/DAY,100,LA PLANTE AVE
PARK PROHIBITED TIME NO PERMIT,30,18 DENISON SQ
STAND VEH.-PROHIBIT TIME/DAY,100,21 PIRANDELLO ST
PARK-SIGNED HWY-EXC PERMT TIME,40,285 KENNEDY AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,285 KENNEDY AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,101 KENNEDY AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,71 KENNEDY AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,71 KENNEDY AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,292 RUNNYMEDE RD
PARK-SIGNED HWY-EXC PERMT TIME,40,279 RUNNYMEDE RD
STAND VEH.-PROHIBIT TIME/DAY,100,102 PORTLAND ST
STAND VEH.-PROHIBIT TIME/DAY,100,20 RICHARDSON ST
STAND VEH.-PROHIBIT TIME/DAY,100,20 RICHARDSON ST
PARK-SIGNED HWY-EXC PERMT TIME,40,279 BERESFORD AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,275 BERESFORD AVE
STAND VEH.-PROHIBIT TIME/DAY,100,4 ELM ST
STAND VEH.-PROHIBIT TIME/DAY,100,322 DOVERCOURT RD
PARK-SIGNED HWY-EXC PERMT TIME,40,331 DURIE ST
STAND VEH.-PROHIBIT TIME/DAY,100,JAMES ST
STAND VEH.-PROHIBIT TIME/DAY,100,JAMES ST
PARK-SIGNED HWY-EXC PERMT TIME,40,HARBORD ST
PARK-SIGNED HWY-EXC PERMT TIME,40,236 WILLARD AVE
PARK PROHIBITED TIME NO PERMIT,30,312 ROBERT ST
STAND VEH.-PROHIBIT TIME/DAY,100,37 GROSVENOR ST
PARK-SIGNED HWY-EXC PERMT TIME,40,21 OSTEND AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,55 OSTEND AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,SOUDAN AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,SOUDAN AVE
STAND VEH.-PROHIBIT TIME/DAY,100,546 ROGERS RD
STAND VEH.-PROHIBIT TIME/DAY,100,4 MARSH RD
STAND VEH.-PROHIBIT TIME/DAY,100,4 MARSH RD
PARK PROHIBITED TIME NO PERMIT,30,32 ROBERT ST
STAND VEH.-PROHIBIT TIME/DAY,100,15 MERCHANTS' WHARF
STAND VEH.-PROHIBIT TIME/DAY,100,15 MERCHANTS' WHARF
PARK PROHIBITED TIME NO PERMIT,30,117 PEMBROKE ST
PARK PROHIBITED TIME NO PERMIT,30,117 PEMBROKE ST
STAND VEH.-PROHIBIT TIME/DAY,100,38 JOE SHUSTER WAY
PARK PROHIBITED TIME NO PERMIT,30,9 PEMBROKE ST
PARK PROHIBITED TIME NO PERMIT,30,244 GEORGE ST
PARK PROHIBITED TIME NO PERMIT,30,111 SUNNYSIDE AVE
STAND VEH.-PROHIBIT TIME/DAY,100,25 MABELLE AVE
STAND VEH.-PROHIBIT TIME/DAY,100,2837 DUNDAS ST W
PARK PROHIBITED TIME NO PERMIT,30,276 GEORGE ST
STAND VEH.-PROHIBIT TIME/DAY,100,227 ROUGE HILLS DR
STAND VEH.-PROHIBIT TIME/DAY,100,227 ROUGE HILLS DR
STAND VEH.-PROHIBIT TIME/DAY,100,223 ROUGE HILLS DR
STAND VEH.-PROHIBIT TIME/DAY,100,223 ROUGE HILLS DR
STAND VEH.-PROHIBIT TIME/DAY,100,207 ROUGE HILLS DR
STAND VEH.-PROHIBIT TIME/DAY,100,205 ROUGE HILLS DR
STAND VEH.-PROHIBIT TIME/DAY,100,201 ROUGE HILLS DR
PARK PROHIBITED TIME NO PERMIT,30,9 PEMBROKE ST
STAND VEH.-PROHIBIT TIME/DAY,100,201 ROUGE HILLS DR
STAND VEH.-PROHIBIT TIME/DAY,100,201 ROUGE HILLS DR
STAND VEH.-PROHIBIT TIME/DAY,100,201 ROUGE HILLS DR
STAND VEH.-PROHIBIT TIME/DAY,100,19 SPRUCE ST
STAND VEH.-PROHIBIT TIME/DAY,100,4 B MARSH RD
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK PROHIBITED TIME NO PERMIT,30,117 PEMBROKE ST
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK PROHIBITED TIME NO PERMIT,30,51 ST CLAIR GDNS
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK PROHIBITED TIME NO PERMIT,30,43 ST CLAIR GDNS
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK PROHIBITED TIME NO PERMIT,30,43 ST CLAIR GDNS
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK PROHIBITED TIME NO PERMIT,30,PEMBROKE ST
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK PROHIBITED TIME NO PERMIT,30,47 ST CLAIR GDNS
PARK-SIGNED HWY-EXC PERMT TIME,40,84 WEST LYNN AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK PROHIBITED TIME NO PERMIT,30,SHUTER ST
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,JAMESON AVE
PARK PROHIBITED TIME NO PERMIT,30,2 VERRAL AVE
PARK PROHIBITED TIME NO PERMIT,30,21 WALES AVE
PARK PROHIBITED TIME NO PERMIT,30,14 DENISON SQ
PARK PROHIBITED TIME NO PERMIT,30,115 MCGILL ST
STAND VEH.-PSGR LD ZN DAY TIME,100,328 WELLINGTON ST W
STAND VEH.-PROHIBIT TIME/DAY,100,111 B WEXFORD BLVD
PARK-SIGNED HWY-EXC PERMT TIME,40,DOWNING ST
STAND VEH.-PROHIBIT TIME/DAY,100,111 B WEXFORD BLVD
PARK-SIGNED HWY-EXC PERMT TIME,40,DOWNING ST
PARK-SIGNED HWY-EXC PERMT TIME,40,DOWNING ST
PARK PROHIBITED TIME NO PERMIT,30,881 GERRARD ST E
PARK-SIGNED HWY-EXC PERMT TIME,40,DOWNING ST
PARK-SIGNED HWY-EXC PERMT TIME,40,DOWNING ST
PARK-SIGNED HWY-EXC PERMT TIME,40,DOWNING ST
PARK PROHIBITED TIME NO PERMIT,30,240 BOSTON AVE
STAND VEH.-PROHIBIT TIME/DAY,100,5 CLARENCE SQ
PARK PROHIBITED TIME NO PERMIT,30,133 GORE VALE AVE
PARK PROHIBITED TIME NO PERMIT,30,162 GORE VALE AVE
PARK PROHIBITED TIME NO PERMIT,30,86 BELLWOODS AVE
STAND VEH.-PROHIBIT TIME/DAY,100,1278 DUNDAS ST W
STAND VEH.-PROHIBIT TIME/DAY,100,DUNCAN ST
PARK PROHIBITED TIME NO PERMIT,30,68 MCGILL ST
STAND VEH.-PROHIBIT TIME/DAY,100,REGENT PARK BLVD
STAND VEH.-PROHIBIT TIME/DAY,100,22 WESTERN BATTERY RD
STAND VEH.-PROHIBIT TIME/DAY,100,2 JAMES ST
PARK PROHIBITED TIME NO PERMIT,30,GORE VALE AVE
PARK PROHIBITED TIME NO PERMIT,30,45 PEMBROKE ST
STAND VEH.-PROHIBIT TIME/DAY,100,244 VICTORIA ST
PARK PROHIBITED TIME NO PERMIT,30,GORE VALE AVE
PARK PROHIBITED TIME NO PERMIT,30,GORE VALE AVE
PARK PROHIBITED TIME NO PERMIT,30,240 GEORGE ST
PARK PROHIBITED TIME NO PERMIT,30,GORE VALE AVE
PARK PROHIBITED TIME NO PERMIT,30,GORE VALE AVE
STAND VEH.-PROHIBIT TIME/DAY,100,818 PAPE AVE
PARK PROHIBITED TIME NO PERMIT,30,134 BELLWOODS AVE
PARK PROHIBITED TIME NO PERMIT,30,BELLWOODS AVE
PARK PROHIBITED TIME NO PERMIT,30,15 TRANBY AVE
STAND VEH.-PROHIBIT TIME/DAY,100,1065 PAPE AVE
PARK PROHIBITED TIME NO PERMIT,30,2 KINTYRE AVE
PARK PROHIBITED TIME NO PERMIT,30,WOOD ST
STAND VEH.-PROHIBIT TIME/DAY,100,LOWER JARVIS ST
STAND VEH.-PROHIBIT TIME/DAY,100,2 JAMES ST
PARK PROHIBITED TIME NO PERMIT,30,WOOD ST
STAND VEH.-PROHIBIT TIME/DAY,100,8 PARK RD
STAND VEH.-PROHIBIT TIME/DAY,100,15 MERCHANTS' WHARF
STAND VEH.-PROHIBIT TIME/DAY,100,15 MERCHANTS' WHARF
STAND VEH.-PROHIBIT TIME/DAY,100,1242 ST CLAIR AVE W
STAND VEH.-PROHIBIT TIME/DAY,100,60 CARLTON ST
STAND VEH.-PROHIBIT TIME/DAY,100,BONNYCASTLE ST
STAND VEH.-PROHIBIT TIME/DAY,100,LOWER JARVIS ST
PARK PROHIBITED TIME NO PERMIT,30,FREELAND ST
STAND VEH.-PROHIBIT TIME/DAY,100,MOUNT PLEASANT RD
STAND VEH.-PROHIBIT TIME/DAY,100,50 CUMBERLAND ST
STAND VEH.-PROHIBIT TIME/DAY,100,REGENT PARK BLVD
STAND VEH.-PROHIBIT TIME/DAY,100,PALACE ST
STAND VEH.-PROHIBIT TIME/DAY,100,55 MERCHANTS' WHARF
STAND VEH.-PROHIBIT TIME/DAY,100,849 BROADVIEW AVE
STAND VEH.-PROHIBIT TIME/DAY,100,242 QUEEN ST W
STAND VEH.-PROHIBIT TIME/DAY,100,2 JAMES ST
PARK-SIGNED HWY-EXC PERMT TIME,40,7 GREENBROOK DR
PARK PROHIBITED TIME NO PERMIT,30,31 ST JOSEPH ST
PARK PROHIBITED TIME NO PERMIT,30,16 ST JOSEPH ST
PARK PROHIBITED TIME NO PERMIT,30,16 ST JOSEPH ST
PARK PROHIBITED TIME NO PERMIT,30,4 ST JOSEPH ST
PARK PROHIBITED TIME NO PERMIT,30,4 ST JOSEPH ST
PARK PROHIBITED TIME NO PERMIT,30,304 WOODFIELD RD
PARK PROHIBITED TIME NO PERMIT,30,25 ST MARY ST
PARK PROHIBITED TIME NO PERMIT,30,25 ST MARY ST
STAND VEH.-PROHIBIT TIME/DAY,100,886 OSSINGTON AVE
PARK PROHIBITED TIME NO PERMIT,30,45 NOBLE ST
PARK PROHIBITED TIME NO PERMIT,30,20 MC MURRAY AVE
PARK PROHIBITED TIME NO PERMIT,30,45 NOBLE ST
PARK PROHIBITED TIME NO PERMIT,30,MC MURRAY AVE
PARK PROHIBITED TIME NO PERMIT,30,MC MURRAY AVE
PARK PROHIBITED TIME NO PERMIT,30,26 NOBLE ST
PARK PROHIBITED TIME NO PERMIT,30,297 SALEM AVE
PARK PROHIBITED TIME NO PERMIT,30,499 CLENDENAN AVE
PARK PROHIBITED TIME NO PERMIT,30,440 WINONA DR
PARK PROHIBITED TIME NO PERMIT,30,440 WINONA DR
STAND VEH.-PROHIBIT TIME/DAY,100,70 MORNELLE CRT
PARK PROHIBITED TIME NO PERMIT,30,CLENDENAN AVE
PARK PROHIBITED TIME NO PERMIT,30,460 WINONA DR
PARK PROHIBITED TIME NO PERMIT,30,86 PENDRITH ST
PARK PROHIBITED TIME NO PERMIT,30,CLENDENAN AVE
PARK PROHIBITED TIME NO PERMIT,30,40 CARNATION AVE
PARK PROHIBITED TIME NO PERMIT,30,SEAFORTH AVE
PARK PROHIBITED TIME NO PERMIT,30,45 PENDRITH ST
PARK PROHIBITED TIME NO PERMIT,30,152 EVELYN AVE
PARK PROHIBITED TIME NO PERMIT,30,120 TWENTY FOURTH ST
PARK PROHIBITED TIME NO PERMIT,30,39 PENDRITH ST
PARK PROHIBITED TIME NO PERMIT,30,120 TWENTY FOURTH ST
PARK PROHIBITED TIME NO PERMIT,30,29 PENDRITH ST
PARK PROHIBITED TIME NO PERMIT,30,141 ENNERDALE RD
PARK PROHIBITED TIME NO PERMIT,30,230 EVELYN AVE
PARK PROHIBITED TIME NO PERMIT,30,120 TWENTY FOURTH ST
PARK PROHIBITED TIME NO PERMIT,30,10 O'HARA AVE
PARK PROHIBITED TIME NO PERMIT,30,21 PENDRITH ST
PARK PROHIBITED TIME NO PERMIT,30,16 O'HARA AVE
PARK PROHIBITED TIME NO PERMIT,30,21 PENDRITH ST
PARK PROHIBITED TIME NO PERMIT,30,100 DYNEVOR RD
PARK PROHIBITED TIME NO PERMIT,30,89 FAIRVIEW AVE
PARK PROHIBITED TIME NO PERMIT,30,124 TWENTY FOURTH ST
PARK PROHIBITED TIME NO PERMIT,30,102 DYNEVOR RD
PARK PROHIBITED TIME NO PERMIT,30,102 DYNEVOR RD
PARK PROHIBITED TIME NO PERMIT,30,76 FAIRVIEW AVE
PARK PROHIBITED TIME NO PERMIT,30,36 O'HARA AVE
PARK PROHIBITED TIME NO PERMIT,30,102 DYNEVOR RD
PARK PROHIBITED TIME NO PERMIT,30,124 TWENTY FOURTH ST
PARK PROHIBITED TIME NO PERMIT,30,80 FAIRVIEW AVE
PARK PROHIBITED TIME NO PERMIT,30,124 TWENTY FOURTH ST
PARK PROHIBITED TIME NO PERMIT,30,63 KIRKNEWTON RD
PARK PROHIBITED TIME NO PERMIT,30,74 TWENTY FOURTH ST
PARK PROHIBITED TIME NO PERMIT,30,985 ST CLARENS AVE
PARK PROHIBITED TIME NO PERMIT,30,118 FAIRVIEW AVE
PARK PROHIBITED TIME NO PERMIT,30,1 KIRKNEWTON RD
PARK PROHIBITED TIME NO PERMIT,30,154 FAIRVIEW AVE
PARK PROHIBITED TIME NO PERMIT,30,67 O'HARA AVE
PARK PROHIBITED TIME NO PERMIT,30,999 ST CLARENS AVE
PARK PROHIBITED TIME NO PERMIT,30,9 DYNEVOR RD
PARK PROHIBITED TIME NO PERMIT,30,1009 ST CLARENS AVE
PARK PROHIBITED TIME NO PERMIT,30,192 FAIRVIEW AVE
PARK PROHIBITED TIME NO PERMIT,30,1 DYNEVOR RD
PARK PROHIBITED TIME NO PERMIT,30,1013 ST CLARENS AVE
PARK PROHIBITED TIME NO PERMIT,30,106 O'HARA AVE
PARK PROHIBITED TIME NO PERMIT,30,440 WINONA DR
PARK PROHIBITED TIME NO PERMIT,30,1 DYNEVOR RD
PARK PROHIBITED TIME NO PERMIT,30,145 LONG BRANCH AVE
PARK PROHIBITED TIME NO PERMIT,30,440 WINONA DR
PARK PROHIBITED TIME NO PERMIT,30,1 DYNEVOR RD
PARK PROHIBITED TIME NO PERMIT,30,FAIRVIEW AVE
PARK PROHIBITED TIME NO PERMIT,30,125 LONG BRANCH AVE
PARK PROHIBITED TIME NO PERMIT,30,CUNNINGHAM AVE
PARK PROHIBITED TIME NO PERMIT,30,163 ST JOHN'S RD
PARK PROHIBITED TIME NO PERMIT,30,115 LONG BRANCH AVE
PARK PROHIBITED TIME NO PERMIT,30,115 LONG BRANCH AVE
PARK PROHIBITED TIME NO PERMIT,30,19 CUNNINGHAM AVE
PARK PROHIBITED TIME NO PERMIT,30,36 HOLMESDALE CRES
PARK PROHIBITED TIME NO PERMIT,30,17 CUNNINGHAM AVE
PARK PROHIBITED TIME NO PERMIT,30,24 PRESTON RD
PARK PROHIBITED TIME NO PERMIT,30,85 EASTWOOD PARK GDNS
PARK PROHIBITED TIME NO PERMIT,30,85 EASTWOOD PARK GDNS
PARK PROHIBITED TIME NO PERMIT,30,424 WINONA DR
PARK PROHIBITED TIME NO PERMIT,30,8 HOLMESDALE RD
PARK PROHIBITED TIME NO PERMIT,30,1093 ST CLARENS AVE
PARK PROHIBITED TIME NO PERMIT,30,8 HOLMESDALE RD
PARK PROHIBITED TIME NO PERMIT,30,1099 ST CLARENS AVE
STAND VEH.-PROHIBIT TIME/DAY,100,19 WESTERN BATTERY RD
STAND VEH.-PROHIBIT TIME/DAY,100,19 WESTERN BATTERY RD
PARK PROHIBITED TIME NO PERMIT,30,301 ST JOHN'S RD
