infraction_description,set_fine_amount,location2
PARK PROHIBITED TIME NO PERMIT,30,32 ROBERT ST
PARK PROHIBITED TIME NO PERMIT,30,32 ROBERT ST
PARK PROHIBITED TIME NO PERMIT,30,128 COLLIER ST
PARK PROHIBITED TIME NO PERMIT,30,6 DENISON SQ
PARK PROHIBITED TIME NO PERMIT,30,26 DENISON SQ
PARK PROHIBITED TIME NO PERMIT,30,132 DENISON AVE
STAND VEH.-PROHIBIT TIME/DAY,100,19 WESTERN BATTERY RD
STAND VEH.-PROHIBIT TIME/DAY,100,60 PIRANDELLO ST
PARK PROHIBITED TIME NO PERMIT,30,11 LIPPINCOTT ST
PARK PROHIBITED TIME NO PERMIT,30,9 LIPPINCOTT ST
PARK PROHIBITED TIME NO PERMIT,30,9 LIPPINCOTT ST
PARK PROHIBITED TIME NO PERMIT,30,290 ROBERT ST
PARK PROHIBITED TIME NO PERMIT,30,286 ROBERT ST
PARK PROHIBITED TIME NO PERMIT,30,282 ROBERT ST
PARK PROHIBITED TIME NO PERMIT,30,278 ROBERT ST
STAND VEH.-PROHIBIT TIME/DAY,100,30 COSBURN AVE
PARK PROHIBITED TIME NO PERMIT,30,37 DALTON RD
PARK PROHIBITED TIME NO PERMIT,30,165 GORE VALE AVE
PARK PROHIBITED TIME NO PERMIT,30,71 GORE VALE AVE
PARK PROHIBITED TIME NO PERMIT,30,63 GORE VALE AVE
STAND VEH.-PROHIBIT TIME/DAY,100,88 CUMBERLAND ST
PARK PROHIBITED TIME NO PERMIT,30,23 GORE VALE AVE
PARK PROHIBITED TIME NO PERMIT,30,23 GORE VALE AVE
STAND VEH.-PROHIBIT TIME/DAY,100,1 BELSIZE DR
PARK PROHIBITED TIME NO PERMIT,30,18 BELLWOODS AVE
PARK PROHIBITED TIME NO PERMIT,30,12 BELLWOODS AVE
PARK PROHIBITED TIME NO PERMIT,30,56 BELLWOODS AVE
PARK PROHIBITED TIME NO PERMIT,30,56 BELLWOODS AVE
PARK PROHIBITED TIME NO PERMIT,30,56 BELLWOODS AVE
PARK PROHIBITED TIME NO PERMIT,30,100 MAITLAND ST
PARK PROHIBITED TIME NO PERMIT,30,120 MAITLAND ST
PARK PROHIBITED TIME NO PERMIT,30,339 MUTUAL ST
PARK PROHIBITED TIME NO PERMIT,30,291 MUTUAL ST
PARK PROHIBITED TIME NO PERMIT,30,275 MUTUAL ST
PARK PROHIBITED TIME NO PERMIT,30,267 MUTUAL ST
PARK PROHIBITED TIME NO PERMIT,30,WOOD ST
PARK PROHIBITED TIME NO PERMIT,30,246 ROBERT ST
PARK PROHIBITED TIME NO PERMIT,30,226 ROBERT ST
STAND VEH.-PROHIBIT TIME/DAY,100,250 WELLINGTON ST W
PARK PROHIBITED TIME NO PERMIT,30,226 ROBERT ST
PARK PROHIBITED TIME NO PERMIT,30,202 ROBERT ST
PARK PROHIBITED TIME NO PERMIT,30,204 ROBERT ST
STAND VEH.-PROHIBIT TIME/DAY,100,1983 QUEEN ST E
PARK PROHIBITED TIME NO PERMIT,30,90 WILLCOCKS ST
PARK PROHIBITED TIME NO PERMIT,30,86 WILLCOCKS ST
PARK PROHIBITED TIME NO PERMIT,30,116 ROBERT ST
STAND VEH.-PROHIBIT TIME/DAY,100,2175 QUEEN ST E
PARK PROHIBITED TIME NO PERMIT,30,63 ROBERT ST
PARK-SIGNED HWY-EXC PERMT TIME,40,WINDSOR ST
PARK-SIGNED HWY-EXC PERMT TIME,40,11 WINDSOR ST
STAND VEH.-PROHIBIT TIME/DAY,100,2371 QUEEN ST E
PARK-SIGNED HWY-EXC PERMT TIME,40,11 WINDSOR ST
PARK-SIGNED HWY-EXC PERMT TIME,40,11 WINDSOR ST
PARK-SIGNED HWY-EXC PERMT TIME,40,11 WINDSOR ST
PARK PROHIBITED TIME NO PERMIT,30,34 LITTLE NORWAY CRES
PARK PROHIBITED TIME NO PERMIT,30,34 LITTLE NORWAY CRES
PARK PROHIBITED TIME NO PERMIT,30,29 BISHOP TUTU BLVD
PARK PROHIBITED TIME NO PERMIT,30,29 BISHOP TUTU BLVD
STAND VEH.-PROHIBIT TIME/DAY,100,1437 GERRARD ST E
STAND VEH.-PROHIBIT TIME/DAY,100,1437 GERRARD ST E
STAND VEH.-PROHIBIT TIME/DAY,100,1400 GERRARD ST E
PARK PROHIBITED TIME NO PERMIT,30,106 GRACE ST
PARK PROHIBITED TIME NO PERMIT,30,124 GRACE ST
PARK PROHIBITED TIME NO PERMIT,30,136 GRACE ST
STAND VEH.-PROHIBIT TIME/DAY,100,2175 QUEEN ST E
STAND VEH.-PROHIBIT TIME/DAY,100,90 HOLLY ST
STAND VEH.-PROHIBIT TIME/DAY,100,119 SHAW ST
STAND VEH.-PROHIBIT TIME/DAY,100,19 GRAND TRUNK CRES
STAND VEH.-PROHIBIT TIME/DAY,100,50 BRIAN HARRISON WAY
PARK PROHIBITED TIME NO PERMIT,30,THORNHILL AVE
PARK PROHIBITED TIME NO PERMIT,30,132 ARDAGH ST
PARK PROHIBITED TIME NO PERMIT,30,12 ARDAGH ST
PARK PROHIBITED TIME NO PERMIT,30,12 ARDAGH ST
PARK PROHIBITED TIME NO PERMIT,30,577 GREENWOOD AVE
PARK PROHIBITED TIME NO PERMIT,30,36 MCMURRICH ST
PARK PROHIBITED TIME NO PERMIT,30,111 PACIFIC AVE
PARK PROHIBITED TIME NO PERMIT,30,52 MCMURRICH ST
PARK PROHIBITED TIME NO PERMIT,30,111 PACIFIC AVE
STAND VEH.-PROHIBIT TIME/DAY,100,12 SUDBURY ST
PARK PROHIBITED TIME NO PERMIT,30,216 BALSAM AVE
PARK PROHIBITED TIME NO PERMIT,30,111 PACIFIC AVE
PARK PROHIBITED TIME NO PERMIT,30,106 BALSAM AVE
PARK PROHIBITED TIME NO PERMIT,30,108 BALSAM AVE
PARK PROHIBITED TIME NO PERMIT,30,141 PACIFIC AVE
PARK PROHIBITED TIME NO PERMIT,30,108 BALSAM AVE
PARK PROHIBITED TIME NO PERMIT,30,70 HARCOURT AVE
PARK PROHIBITED TIME NO PERMIT,30,387 GLENLAKE AVE
PARK PROHIBITED TIME NO PERMIT,30,64 GOUGH AVE
PARK PROHIBITED TIME NO PERMIT,30,419 GLENLAKE AVE
PARK PROHIBITED TIME NO PERMIT,30,112 GOUGH AVE
PARK PROHIBITED TIME NO PERMIT,30,GLENDONWYNNE RD
PARK PROHIBITED TIME NO PERMIT,30,142 GOUGH AVE
PARK PROHIBITED TIME NO PERMIT,30,35 MIRANDA AVE
PARK PROHIBITED TIME NO PERMIT,30,16 CARRINGTON AVE
PARK PROHIBITED TIME NO PERMIT,30,16 CARRINGTON AVE
STAND VEH.-PROHIBIT TIME/DAY,100,DUNDAS ST W
STAND VEH.-PROHIBIT TIME/DAY,100,DUNDAS ST W
PARK PROHIBITED TIME NO PERMIT,30,2 CARRINGTON AVE
PARK PROHIBITED TIME NO PERMIT,30,196 GRENADIER RD
PARK PROHIBITED TIME NO PERMIT,30,4 GARNOCK AVE
PARK PROHIBITED TIME NO PERMIT,30,193 GRENADIER RD
PARK PROHIBITED TIME NO PERMIT,30,15 KITCHENER AVE
PARK PROHIBITED TIME NO PERMIT,30,191 GRENADIER RD
PARK PROHIBITED TIME NO PERMIT,30,50 GARNOCK AVE
PARK PROHIBITED TIME NO PERMIT,30,20 KITCHENER AVE
PARK PROHIBITED TIME NO PERMIT,30,20 KITCHENER AVE
PARK PROHIBITED TIME NO PERMIT,30,20 KITCHENER AVE
PARK PROHIBITED TIME NO PERMIT,30,20 KITCHENER AVE
PARK PROHIBITED TIME NO PERMIT,30,20 KITCHENER AVE
PARK PROHIBITED TIME NO PERMIT,30,395 KANE AVE
PARK PROHIBITED TIME NO PERMIT,30,20 KITCHENER AVE
PARK PROHIBITED TIME NO PERMIT,30,20 KITCHENER AVE
PARK PROHIBITED TIME NO PERMIT,30,325 KANE AVE
PARK PROHIBITED TIME NO PERMIT,30,20 KITCHENER AVE
PARK PROHIBITED TIME NO PERMIT,30,325 KANE AVE
PARK PROHIBITED TIME NO PERMIT,30,240 INDIAN RD
PARK PROHIBITED TIME NO PERMIT,30,20 KITCHENER AVE
PARK PROHIBITED TIME NO PERMIT,30,75 WOODMOUNT AVE
PARK PROHIBITED TIME NO PERMIT,30,325 KANE AVE
PARK PROHIBITED TIME NO PERMIT,30,20 KITCHENER AVE
PARK PROHIBITED TIME NO PERMIT,30,325 KANE AVE
PARK PROHIBITED TIME NO PERMIT,30,271 INDIAN RD
PARK PROHIBITED TIME NO PERMIT,30,267 KANE AVE
PARK PROHIBITED TIME NO PERMIT,30,271 INDIAN RD
PARK PROHIBITED TIME NO PERMIT,30,250 KANE AVE
PARK PROHIBITED TIME NO PERMIT,30,295 HARVIE AVE
PARK PROHIBITED TIME NO PERMIT,30,117 WOODMOUNT AVE
PARK PROHIBITED TIME NO PERMIT,30,250 KANE AVE
PARK PROHIBITED TIME NO PERMIT,30,336 HARVIE AVE
PARK PROHIBITED TIME NO PERMIT,30,147 HUMBERSIDE AVE
PARK PROHIBITED TIME NO PERMIT,30,75 KANE AVE
PARK PROHIBITED TIME NO PERMIT,30,143 HUMBERSIDE AVE
PARK PROHIBITED TIME NO PERMIT,30,53 KANE AVE
PARK PROHIBITED TIME NO PERMIT,30,352 BLACKTHORN AVE
PARK PROHIBITED TIME NO PERMIT,30,431 INDIAN GRV
STAND VEH.-PROHIBIT TIME/DAY,100,19 GRAND TRUNK CRES
PARK PROHIBITED TIME NO PERMIT,30,362 BLACKTHORN AVE
STAND VEH.-PROHIBIT TIME/DAY,100,19 GRAND TRUNK CRES
PARK PROHIBITED TIME NO PERMIT,30,390 BLACKTHORN AVE
PARK PROHIBITED TIME NO PERMIT,30,121 MAVETY ST
PARK PROHIBITED TIME NO PERMIT,30,390 BLACKTHORN AVE
PARK PROHIBITED TIME NO PERMIT,30,115 MAVETY ST
PARK PROHIBITED TIME NO PERMIT,30,124 MEDLAND ST
PARK PROHIBITED TIME NO PERMIT,30,70 MILLER ST
PARK PROHIBITED TIME NO PERMIT,30,5 DUNRAVEN DR
PARK PROHIBITED TIME NO PERMIT,30,80 MILLER ST
PARK PROHIBITED TIME NO PERMIT,30,MEDLAND ST
PARK PROHIBITED TIME NO PERMIT,30,24 DUNRAVEN DR
PARK PROHIBITED TIME NO PERMIT,30,124 MILLER ST
PARK PROHIBITED TIME NO PERMIT,30,126 MILLER ST
PARK PROHIBITED TIME NO PERMIT,30,24 DUNRAVEN DR
PARK PROHIBITED TIME NO PERMIT,30,75 AZIEL ST
PARK PROHIBITED TIME NO PERMIT,30,24 DUNRAVEN DR
PARK PROHIBITED TIME NO PERMIT,30,260 INDIAN ROAD CRES
PARK PROHIBITED TIME NO PERMIT,30,24 DUNRAVEN DR
PARK PROHIBITED TIME NO PERMIT,30,34 CAMERON AVE
PARK PROHIBITED TIME NO PERMIT,30,34 CAMERON AVE
PARK PROHIBITED TIME NO PERMIT,30,68 CAMERON AVE
PARK PROHIBITED TIME NO PERMIT,30,43 LACEY AVE
PARK PROHIBITED TIME NO PERMIT,30,464 SYMINGTON AVE
PARK PROHIBITED TIME NO PERMIT,30,460 SYMINGTON AVE
PARK PROHIBITED TIME NO PERMIT,30,1562 DAVENPORT RD
PARK PROHIBITED TIME NO PERMIT,30,1562 DAVENPORT RD
PARK PROHIBITED TIME NO PERMIT,30,448 SYMINGTON AVE
PARK PROHIBITED TIME NO PERMIT,30,1509 DAVENPORT RD
PARK PROHIBITED TIME NO PERMIT,30,1509 DAVENPORT RD
PARK PROHIBITED TIME NO PERMIT,30,434 SYMINGTON AVE
PARK PROHIBITED TIME NO PERMIT,30,1505 DAVENPORT RD
PARK PROHIBITED TIME NO PERMIT,30,432 SYMINGTON AVE
PARK PROHIBITED TIME NO PERMIT,30,428 PERTH AVE
PARK PROHIBITED TIME NO PERMIT,30,361 PERTH AVE
PARK PROHIBITED TIME NO PERMIT,30,359 PERTH AVE
PARK PROHIBITED TIME NO PERMIT,30,15 CAYUGA AVE
PARK PROHIBITED TIME NO PERMIT,30,349 PERTH AVE
PARK PROHIBITED TIME NO PERMIT,30,25 CAYUGA AVE
PARK PROHIBITED TIME NO PERMIT,30,339 PERTH AVE
PARK PROHIBITED TIME NO PERMIT,30,35 CAYUGA AVE
STAND VEH.-PROHIBIT TIME/DAY,100,18 DE JONG ST
PARK PROHIBITED TIME NO PERMIT,30,49 CAYUGA AVE
PARK PROHIBITED TIME NO PERMIT,30,245 PERTH AVE
STAND VEH.-PROHIBIT TIME/DAY,100,24 DE JONG ST
STAND VEH.-PROHIBIT TIME/DAY,100,30 KAWNEER TER
STAND VEH.-PROHIBIT TIME/DAY,100,30 KAWNEER TER
PARK PROHIBITED TIME NO PERMIT,30,CRAWFORD ST
PARK PROHIBITED TIME NO PERMIT,30,420 CRAWFORD ST
PARK PROHIBITED TIME NO PERMIT,30,420 CRAWFORD ST
PARK PROHIBITED TIME NO PERMIT,30,CRAWFORD ST
PARK PROHIBITED TIME NO PERMIT,30,CRAWFORD ST
PARK PROHIBITED TIME NO PERMIT,30,CRAWFORD ST
PARK PROHIBITED TIME NO PERMIT,30,SHAW ST
PARK PROHIBITED TIME NO PERMIT,30,ROXTON RD
PARK PROHIBITED TIME NO PERMIT,30,ROXTON RD
PARK PROHIBITED TIME NO PERMIT,30,ROXTON RD
PARK PROHIBITED TIME NO PERMIT,30,ROXTON RD
PARK PROHIBITED TIME NO PERMIT,30,ROXTON RD
PARK PROHIBITED TIME NO PERMIT,30,384 HARBORD ST
PARK PROHIBITED TIME NO PERMIT,30,369 HARBORD ST
PARK PROHIBITED TIME NO PERMIT,30,SHAW ST
PARK PROHIBITED TIME NO PERMIT,30,SHAW ST
PARK PROHIBITED TIME NO PERMIT,30,SHAW ST
PARK PROHIBITED TIME NO PERMIT,30,SHAW ST
STAND VEH.-PROHIBIT TIME/DAY,100,798 OSSINGTON AVE
PARK PROHIBITED TIME NO PERMIT,30,205 LAUGHTON AVE
PARK PROHIBITED TIME NO PERMIT,30,205 LAUGHTON AVE
PARK PROHIBITED TIME NO PERMIT,30,9 HOUNSLOW HEATH RD
PARK PROHIBITED TIME NO PERMIT,30,41 HOUNSLOW HEATH RD
PARK PROHIBITED TIME NO PERMIT,30,41 HOUNSLOW HEATH RD
PARK PROHIBITED TIME NO PERMIT,30,55 HOUNSLOW HEATH RD
PARK PROHIBITED TIME NO PERMIT,30,63 HOUNSLOW HEATH RD
PARK PROHIBITED TIME NO PERMIT,30,81 HOUNSLOW HEATH RD
PARK PROHIBITED TIME NO PERMIT,30,123 LAUGHTON AVE
PARK PROHIBITED TIME NO PERMIT,30,123 LAUGHTON AVE
PARK PROHIBITED TIME NO PERMIT,30,115 CONNOLLY ST
PARK PROHIBITED TIME NO PERMIT,30,115 CONNOLLY ST
PARK PROHIBITED TIME NO PERMIT,30,155 CONNOLLY ST
PARK PROHIBITED TIME NO PERMIT,30,291 OSLER ST
PARK PROHIBITED TIME NO PERMIT,30,1 LINDNER ST
PARK PROHIBITED TIME NO PERMIT,30,1 LINDNER ST
PARK PROHIBITED TIME NO PERMIT,30,1 LINDNER ST
PARK PROHIBITED TIME NO PERMIT,30,644 BROCK AVE
PARK PROHIBITED TIME NO PERMIT,30,447 MARGUERETTA ST
PARK PROHIBITED TIME NO PERMIT,30,451 MARGUERETTA ST
PARK PROHIBITED TIME NO PERMIT,30,451 MARGUERETTA ST
PARK PROHIBITED TIME NO PERMIT,30,543 ST CLARENS AVE
PARK PROHIBITED TIME NO PERMIT,30,529 ST CLARENS AVE
PARK PROHIBITED TIME NO PERMIT,30,529 ST CLARENS AVE
PARK PROHIBITED TIME NO PERMIT,30,46 EMERSON AVE
PARK PROHIBITED TIME NO PERMIT,30,46 EMERSON AVE
PARK PROHIBITED TIME NO PERMIT,30,515 ST CLARENS AVE
PARK PROHIBITED TIME NO PERMIT,30,515 ST CLARENS AVE
PARK PROHIBITED TIME NO PERMIT,30,83 EDWIN AVE
PARK PROHIBITED TIME NO PERMIT,30,71 HOOK AVE
PARK PROHIBITED TIME NO PERMIT,30,38 MULOCK AVE
PARK PROHIBITED TIME NO PERMIT,30,84 MULOCK AVE
PARK PROHIBITED TIME NO PERMIT,30,130 MULOCK AVE
STAND VEH.-PROHIBIT TIME/DAY,100,SCOTTFIELD DR
PARK PROHIBITED TIME NO PERMIT,30,41 KENNEDY PARK RD
PARK PROHIBITED TIME NO PERMIT,30,451 PACIFIC AVE
STAND VEH.-PROHIBIT TIME/DAY,100,178 JARVIS ST
STAND VEH.-PROHIBIT TIME/DAY,100,69 DUNCAN ST
STAND VEH.-PROHIBIT TIME/DAY,100,51 EAST LIBERTY ST
STAND VEH.-PROHIBIT TIME/DAY,100,75 EAST LIBERTY ST
STAND VEH.-PROHIBIT TIME/DAY,100,19 GRAND TRUNK CRES
PARK PROHIBITED TIME NO PERMIT,30,FREELAND ST
STAND VEH.-PROHIBIT TIME/DAY,100,10 LOWER JARVIS ST
STAND VEH.-PROHIBIT TIME/DAY,100,20 RICHARDSON ST
PARK PROHIBITED TIME NO PERMIT,30,14 DENISON SQ
STAND VEH.-PROHIBIT TIME/DAY,100,15 MERCHANTS' WHARF
STAND VEH.-PROHIBIT TIME/DAY,100,3 LEONARD AVE
STAND VEH.-PROHIBIT TIME/DAY,100,12 BONNYCASTLE ST
STAND VEH.-PROHIBIT TIME/DAY,100,1609 DUNDAS ST W
STAND VEH.-PROHIBIT TIME/DAY,100,45 ELM ST
PARK PROHIBITED TIME NO PERMIT,30,20 DENISON SQ
STAND VEH.-PROHIBIT TIME/DAY,100,12 BONNYCASTLE ST
PARK PROHIBITED TIME NO PERMIT,30,17 WALES AVE
PARK PROHIBITED TIME NO PERMIT,30,FREDERICK ST
PARK PROHIBITED TIME NO PERMIT,30,48 JENOVES PL
PARK PROHIBITED TIME NO PERMIT,30,46 JENOVES PL
PARK PROHIBITED TIME NO PERMIT,30,36 JENOVES PL
PARK PROHIBITED TIME NO PERMIT,30,39 WALES AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,15 ALLENBURY GDNS
PARK-SIGNED HWY-EXC PERMT TIME,40,17 ALLENBURY GDNS
PARK-SIGNED HWY-EXC PERMT TIME,40,17 ALLENBURY GDNS
STAND VEH.-PROHIBIT TIME/DAY,100,8 ELM ST
STAND VEH.-PROHIBIT TIME/DAY,100,45 ELM ST
STAND VEH.-PROHIBIT TIME/DAY,100,1 SCOTT ST
PARK MACHINE-REQD FEE NOT PAID,30,MORTIMER AVE
PARK MACHINE-REQD FEE NOT PAID,30,MORTIMER AVE
STOP-SIGNED HWY-PROHIBIT TM/DY,100,MORTIMER AVE
STAND VEH.-PROHIBIT TIME/DAY,100,12 BONNYCASTLE ST
STAND VEH.-PROHIBIT TIME/DAY,100,45 ELM ST
STAND VEH.-PROHIBIT TIME/DAY,100,45 ELM ST
STAND VEH.-PROHIBIT TIME/DAY,100,109 OSSINGTON AVE
PARK PROHIBITED TIME NO PERMIT,30,FREELAND ST
STAND VEH.-PROHIBIT TIME/DAY,100,109 OSSINGTON AVE
STAND VEH.-PROHIBIT TIME/DAY,100,109 OSSINGTON AVE
STAND VEH.-PROHIBIT TIME/DAY,100,113 OSSINGTON AVE
PARK PROHIBITED TIME NO PERMIT,30,FREELAND ST
STAND VEH.-PROHIBIT TIME/DAY,100,113 OSSINGTON AVE
STAND VEH.-PROHIBIT TIME/DAY,100,109 OSSINGTON AVE
STAND VEH.-PROHIBIT TIME/DAY,100,109 OSSINGTON AVE
STAND VEH.-PROHIBIT TIME/DAY,100,68 HURON ST
PARK PROHIBITED TIME NO PERMIT,30,117 PEMBROKE ST
PARK PROHIBITED TIME NO PERMIT,30,159 COLLIER ST
PARK PROHIBITED TIME NO PERMIT,30,45 PEMBROKE ST
PARK PROHIBITED TIME NO PERMIT,30,9 PEMBROKE ST
PARK PROHIBITED TIME NO PERMIT,30,228 GEORGE ST
STAND VEH.-PROHIBIT TIME/DAY,100,50 BRIAN HARRISON WAY
PARK-SIGNED HWY-EXC PERMT TIME,40,32 TROLLEY CRES
STAND VEH.-PROHIBIT TIME/DAY,100,50 BRIAN HARRISON WAY
PARK-SIGNED HWY-EXC PERMT TIME,40,51 TROLLEY CRES
PARK PROHIBITED TIME NO PERMIT,30,270 GEORGE ST
STAND VEH.-PROHIBIT TIME/DAY,100,80 FRONT ST E
STAND VEH.-PROHIBIT TIME/DAY,100,280 COXWELL AVE
STAND VEH.-PROHIBIT TIME/DAY,100,19 GRAND TRUNK CRES
STAND VEH.-PROHIBIT TIME/DAY,100,19 GRAND TRUNK CRES
PARK PROHIBITED TIME NO PERMIT,30,17 WALES AVE
PARK PROHIBITED TIME NO PERMIT,30,26 DENISON SQ
PARK PROHIBITED TIME NO PERMIT,30,18 DENISON SQ
PARK PROHIBITED TIME NO PERMIT,30,49 WALES AVE
PARK PROHIBITED TIME NO PERMIT,30,39 WALES AVE
STAND VEH.-PROHIBIT TIME/DAY,100,QUEEN ST E
STAND VEH.-PROHIBIT TIME/DAY,100,113 OSSINGTON AVE
STAND VEH.-PROHIBIT TIME/DAY,100,109 OSSINGTON AVE
PARK PROHIBITED TIME NO PERMIT,30,SHUTER ST
PARK PROHIBITED TIME NO PERMIT,30,SHUTER ST
STAND VEH.-PROHIBIT TIME/DAY,100,ELM ST
PARK-SIGNED HWY-EXC PERMT TIME,40,18 HERBERT AVE
STAND VEH.-PROHIBIT TIME/DAY,100,3 LEONARD AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,20 HERBERT AVE
PARK PROHIBITED TIME NO PERMIT,30,GEORGE ST
PARK-SIGNED HWY-EXC PERMT TIME,40,38 HERBERT AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,40 HERBERT AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,54 HERBERT AVE
PARK PROHIBITED TIME NO PERMIT,30,PEMBROKE ST
PARK-SIGNED HWY-EXC PERMT TIME,40,54 HERBERT AVE
PARK-SIGNED HWY-EXC PERMT TIME,40,66 HERBERT AVE
PARK PROHIBITED TIME NO PERMIT,30,PEMBROKE ST
PARK PROHIBITED TIME NO PERMIT,30,PEMBROKE ST
PARK PROHIBITED TIME NO PERMIT,30,59 MCGILL ST
PARK PROHIBITED TIME NO PERMIT,30,61 MCGILL ST
PARK PROHIBITED TIME NO PERMIT,30,PEMBROKE ST
STAND VEH.-PROHIBIT TIME/DAY,100,571 PAPE AVE
PARK PROHIBITED TIME NO PERMIT,30,25 PEMBROKE ST
STAND VEH.-PROHIBIT TIME/DAY,100,255 VILLAGE GREEN SQ
STAND VEH.-PROHIBIT TIME/DAY,100,73 REGENT PARK BLVD
STAND VEH.-PROHIBIT TIME/DAY,100,18 YORKVILLE AVE
STAND VEH.-PROHIBIT TIME/DAY,100,3 LEONARD AVE
STAND VEH.-PROHIBIT TIME/DAY,100,66 THE ESPLANADE
STAND VEH.-PROHIBIT TIME/DAY,100,66 THE ESPLANADE
STAND VEH.-PROHIBIT TIME/DAY,100,66 THE ESPLANADE
STAND VEH.-PROHIBIT TIME/DAY,100,QUEEN ST E
STAND VEH.-PROHIBIT TIME/DAY,100,69 LYNN WILLIAMS ST
STAND VEH.-PROHIBIT TIME/DAY,100,30 SHEPPARD AVE E
PARK PROHIBITED TIME NO PERMIT,30,WOOD ST
PARK PROHIBITED TIME NO PERMIT,30,267 MUTUAL ST
PARK PROHIBITED TIME NO PERMIT,30,301 MUTUAL ST
PARK PROHIBITED TIME NO PERMIT,30,100 MAITLAND ST
PARK PROHIBITED TIME NO PERMIT,30,100 MAITLAND ST
PARK PROHIBITED TIME NO PERMIT,30,120 MAITLAND ST
PARK PROHIBITED TIME NO PERMIT,30,WOOD ST
STAND VEH.-PROHIBIT TIME/DAY,100,GERRARD ST E
PARK PROHIBITED TIME NO PERMIT,30,53 GLOUCESTER ST
PARK PROHIBITED TIME NO PERMIT,30,45 GLOUCESTER ST
PARK PROHIBITED TIME NO PERMIT,30,45 GLOUCESTER ST
PARK PROHIBITED TIME NO PERMIT,30,39 GLOUCESTER ST
PARK PROHIBITED TIME NO PERMIT,30,29 GLOUCESTER ST
STAND VEH.-PROHIBIT TIME/DAY,100,73 REGENT PARK BLVD
STAND VEH.-PROHIBIT TIME/DAY,100,73 REGENT PARK BLVD
PARK PROHIBITED TIME NO PERMIT,30,LEWIS ST
PARK PROHIBITED TIME NO PERMIT,30,35 LEWIS ST
STAND VEH.-PROHIBIT TIME/DAY,100,60 HOLLY ST
STAND VEH.-PROHIBIT TIME/DAY,100,90 HOLLY ST
STAND VEH.-PROHIBIT TIME/DAY,100,90 HOLLY ST
STAND VEH.-PROHIBIT TIME/DAY,100,1404 GERRARD ST E
STAND VEH.-PROHIBIT TIME/DAY,100,MILL ST
STAND VEH.-PROHIBIT TIME/DAY,100,ED MIRVISH WAY
PARK PROHIBITED TIME NO PERMIT,30,FREDERICK ST
PARK PROHIBITED TIME NO PERMIT,30,176 THE ESPLANADE
PARK PROHIBITED TIME NO PERMIT,30,FREDERICK ST
PARK PROHIBITED TIME NO PERMIT,30,FREDERICK ST
PARK PROHIBITED TIME NO PERMIT,30,FREDERICK ST
PARK PROHIBITED TIME NO PERMIT,30,4 ST JOSEPH ST
STAND VEH.-PROHIBIT TIME/DAY,100,242 QUEEN ST W
PARK PROHIBITED TIME NO PERMIT,30,1 ST JOSEPH ST
PARK PROHIBITED TIME NO PERMIT,30,5 ST JOSEPH ST
PARK PROHIBITED TIME NO PERMIT,30,33 HENRY LANE TER
PARK PROHIBITED TIME NO PERMIT,30,11 ST JOSEPH ST
PARK PROHIBITED TIME NO PERMIT,30,WILTON ST
PARK PROHIBITED TIME NO PERMIT,30,21 ST JOSEPH ST
PARK PROHIBITED TIME NO PERMIT,30,29 C ST JOSEPH ST
PARK PROHIBITED TIME NO PERMIT,30,34 JENOVES PL
PARK PROHIBITED TIME NO PERMIT,30,34 JENOVES PL
PARK PROHIBITED TIME NO PERMIT,30,44 JENOVES PL
STAND VEH.-PROHIBIT TIME/DAY,100,9 CRAIGTON DR
PARK PROHIBITED TIME NO PERMIT,30,2 MANCHESTER AVE
STAND VEH.-PROHIBIT TIME/DAY,100,9 CRAIGTON DR
PARK PROHIBITED TIME NO PERMIT,30,99 HOWARD ST
PARK PROHIBITED TIME NO PERMIT,30,99 HOWARD ST
PARK PROHIBITED TIME NO PERMIT,30,40 GARNET AVE
PARK PROHIBITED TIME NO PERMIT,30,99 HOWARD ST
PARK PROHIBITED TIME NO PERMIT,30,77 HOWARD ST
PARK PROHIBITED TIME NO PERMIT,30,GAINSBOROUGH RD
PARK PROHIBITED TIME NO PERMIT,30,77 HOWARD ST
PARK PROHIBITED TIME NO PERMIT,30,193 GRENADIER RD
PARK PROHIBITED TIME NO PERMIT,30,77 HOWARD ST
PARK PROHIBITED TIME NO PERMIT,30,37 HIGHCROFT RD
PARK PROHIBITED TIME NO PERMIT,30,208 INDIAN RD
PARK PROHIBITED TIME NO PERMIT,30,GEOFFREY ST
PARK PROHIBITED TIME NO PERMIT,30,492 CRAWFORD ST
PARK PROHIBITED TIME NO PERMIT,30,137 ISABELLA ST
PARK PROHIBITED TIME NO PERMIT,30,504 CRAWFORD ST
PARK PROHIBITED TIME NO PERMIT,30,8 WOODCROFT CRES
PARK PROHIBITED TIME NO PERMIT,30,510 CRAWFORD ST
PARK PROHIBITED TIME NO PERMIT,30,8 WOODCROFT CRES
PARK PROHIBITED TIME NO PERMIT,30,137 ISABELLA ST
PARK PROHIBITED TIME NO PERMIT,30,8 WOODCROFT CRES
PARK PROHIBITED TIME NO PERMIT,30,572 CRAWFORD ST
PARK PROHIBITED TIME NO PERMIT,30,233 BINGHAM AVE
