infraction_description,set_fine_amount,location2
PARK MACHINE-REQD FEE NOT PAID,30,1600 GERRARD ST E
PARK MACHINE-REQD FEE NOT PAID,30,ADELAIDE ST E
PARK MACHINE-REQD FEE NOT PAID,30,17 BERNARD AVE
PARK MACHINE-REQD FEE NOT PAID,30,1389 DANFORTH AVE
PARK MACHINE-REQD FEE NOT PAID,30,3 WENDOVER RD
PARK MACHINE-REQD FEE NOT PAID,30,1470 GERRARD ST E
PARK MACHINE-REQD FEE NOT PAID,30,1385 DANFORTH AVE
PARK MACHINE-REQD FEE NOT PAID,30,1 GRENVIEW BLVD N
PARK MACHINE-REQD FEE NOT PAID,30,1 TORONTO ST
PARK MACHINE-REQD FEE NOT PAID,30,280 SIMCOE ST
PARK MACHINE-REQD FEE NOT PAID,30,1361 DANFORTH AVE
PARK MACHINE-REQD FEE NOT PAID,30,1470 GERRARD ST E
PARK MACHINE-REQD FEE NOT PAID,30,22 FRONT ST W
PARK MACHINE-REQD FEE NOT PAID,30,280 SIMCOE ST
PARK MACHINE-REQD FEE NOT PAID,30,1 JACKSON AVE
PARK MACHINE-REQD FEE NOT PAID,30,126 AVENUE RD
PARK MACHINE-REQD FEE NOT PAID,30,1 WILLINGDON BLVD
PARK MACHINE-REQD FEE NOT PAID,30,60 JOE SHUSTER WAY
PARK MACHINE-REQD FEE NOT PAID,30,1488 DANFORTH AVE
PARK MACHINE-REQD FEE NOT PAID,30,747 QUEEN ST E
PARK MACHINE-REQD FEE NOT PAID,30,1 SCOTT ST
PARK MACHINE-REQD FEE NOT PAID,30,110 AVENUE RD
PARK MACHINE-REQD FEE NOT PAID,30,753 QUEEN ST E
PARK MACHINE-REQD FEE NOT PAID,30,110 AVENUE RD
PARK MACHINE-REQD FEE NOT PAID,30,757 QUEEN ST E
PARK MACHINE-REQD FEE NOT PAID,30,5 BRENTWOOD RD N
PARK MACHINE-REQD FEE NOT PAID,30,1172 DANFORTH AVE
PARK MACHINE-REQD FEE NOT PAID,30,1 SCOTT ST
PARK MACHINE-REQD FEE NOT PAID,30,1170 DANFORTH AVE
PARK MACHINE-REQD FEE NOT PAID,30,36 BRENTWOOD RD N
PARK MACHINE-REQD FEE NOT PAID,30,1156 DANFORTH AVE
PARK MACHINE-REQD FEE NOT PAID,30,20 HANNA AVE
PARK MACHINE-REQD FEE NOT PAID,30,39 BIRCHVIEW BLVD
PARK MACHINE-REQD FEE NOT PAID,30,39 BIRCHVIEW BLVD
PARK MACHINE-REQD FEE NOT PAID,30,39 BIRCHVIEW BLVD
PARK MACHINE-REQD FEE NOT PAID,30,THE ESPLANADE
PARK MACHINE-REQD FEE NOT PAID,30,20 LAIDLAW ST
PARK MACHINE-REQD FEE NOT PAID,30,39 BIRCHVIEW BLVD
PARK MACHINE-REQD FEE NOT PAID,30,1630 QUEEN ST E
PARK MACHINE-REQD FEE NOT PAID,30,20 LAIDLAW ST
PARK MACHINE-REQD FEE NOT PAID,30,43 HANNA AVE
PARK MACHINE-REQD FEE NOT PAID,30,39 BIRCHVIEW BLVD
PARK MACHINE-REQD FEE NOT PAID,30,745 DANFORTH AVE
PARK MACHINE-REQD FEE NOT PAID,30,746 DANFORTH AVE
PARK MACHINE-REQD FEE NOT PAID,30,21 PRINCE ARTHUR AVE
PARK MACHINE-REQD FEE NOT PAID,30,99 ATLANTIC AVE
PARK MACHINE-REQD FEE NOT PAID,30,93 BROADVIEW AVE
PARK MACHINE-REQD FEE NOT PAID,30,80 FRONT ST E
PARK MACHINE-REQD FEE NOT PAID,30,611 DANFORTH AVE
PARK MACHINE-REQD FEE NOT PAID,30,2 BRENTWOOD RD S
PARK MACHINE-REQD FEE NOT PAID,30,18 CLIVEDEN AVE
PARK MACHINE-REQD FEE NOT PAID,30,73 FRONT ST E
PARK MACHINE-REQD FEE NOT PAID,30,14 HUMBERVALE BLVD
PARK MACHINE-REQD FEE NOT PAID,30,14 HUMBERVALE BLVD
PARK MACHINE-REQD FEE NOT PAID,30,EAST DON ROADWAY
PARK MACHINE-REQD FEE NOT PAID,30,8 ELSFIELD RD
PARK MACHINE-REQD FEE NOT PAID,30,EAST DON ROADWAY
PARK MACHINE-REQD FEE NOT PAID,30,260 GRENVIEW BLVD S
PARK MACHINE-REQD FEE NOT PAID,30,2899 BLOOR ST W
PARK MACHINE-REQD FEE NOT PAID,30,83 REDPATH AVE
PARK MACHINE-REQD FEE NOT PAID,30,31 ST JOSEPH ST
PARK MACHINE-REQD FEE NOT PAID,30,31 ST JOSEPH ST
PARK MACHINE-REQD FEE NOT PAID,30,150 EGLINTON AVE E
PARK MACHINE-REQD FEE NOT PAID,30,10 TORONTO ST
PARK MACHINE-REQD FEE NOT PAID,30,98 LILLIAN ST
PARK MACHINE-REQD FEE NOT PAID,30,36 TORONTO ST
PARK MACHINE-REQD FEE NOT PAID,30,98 LILLIAN ST
PARK MACHINE-REQD FEE NOT PAID,30,36 TORONTO ST
PARK MACHINE-REQD FEE NOT PAID,30,11 IRWIN AVE
PARK MACHINE-REQD FEE NOT PAID,30,44 LILLIAN ST
PARK MACHINE-REQD FEE NOT PAID,30,50 LOMBARD ST
PARK MACHINE-REQD FEE NOT PAID,30,23 IRWIN AVE
PARK MACHINE-REQD FEE NOT PAID,30,10 LOMBARD ST
PARK MACHINE-REQD FEE NOT PAID,30,437 DANFORTH AVE
PARK MACHINE-REQD FEE NOT PAID,30,10 LOMBARD ST
PARK MACHINE-REQD FEE NOT PAID,30,280 SIMCOE ST
PARK MACHINE-REQD FEE NOT PAID,30,442 DANFORTH AVE
PARK MACHINE-REQD FEE NOT PAID,30,10 LOMBARD ST
PARK MACHINE-REQD FEE NOT PAID,30,1180 ST CLAIR AVE W
PARK MACHINE-REQD FEE NOT PAID,30,410 JARVIS ST
PARK MACHINE-REQD FEE NOT PAID,30,101 EGLINTON AVE E
PARK MACHINE-REQD FEE NOT PAID,30,1211 ST CLAIR AVE W
PARK MACHINE-REQD FEE NOT PAID,30,1221 ST CLAIR AVE W
PARK MACHINE-REQD FEE NOT PAID,30,400 WELLINGTON ST W
PARK MACHINE-REQD FEE NOT PAID,30,1231 ST CLAIR AVE W
PARK MACHINE-REQD FEE NOT PAID,30,400 JARVIS ST
PARK MACHINE-REQD FEE NOT PAID,30,VICTORIA ST
PARK MACHINE-REQD FEE NOT PAID,30,255 HURON ST
PARK MACHINE-REQD FEE NOT PAID,30,25 PRICE ST
PARK MACHINE-REQD FEE NOT PAID,30,255 HURON ST
PARK MACHINE-REQD FEE NOT PAID,30,400 WELLINGTON ST W
PARK MACHINE-REQD FEE NOT PAID,30,400 JARVIS ST
PARK MACHINE-REQD FEE NOT PAID,30,255 HURON ST
PARK MACHINE-REQD FEE NOT PAID,30,1259 ST CLAIR AVE W
PARK MACHINE-REQD FEE NOT PAID,30,255 HURON ST
PARK MACHINE-REQD FEE NOT PAID,30,244 VICTORIA ST
PARK MACHINE-REQD FEE NOT PAID,30,1263 ST CLAIR AVE W
PARK MACHINE-REQD FEE NOT PAID,30,255 HURON ST
PARK MACHINE-REQD FEE NOT PAID,30,1265 ST CLAIR AVE W
PARK MACHINE-REQD FEE NOT PAID,30,255 HURON ST
PARK MACHINE-REQD FEE NOT PAID,30,495 WELLINGTON ST W
PARK MACHINE-REQD FEE NOT PAID,30,495 WELLINGTON ST W
PARK MACHINE-REQD FEE NOT PAID,30,1269 ST CLAIR AVE W
PARK MACHINE-REQD FEE NOT PAID,30,PEARL ST
PARK MACHINE-REQD FEE NOT PAID,30,166 CARLTON ST
PARK MACHINE-REQD FEE NOT PAID,30,122 MARINE PARADE DR
PARK MACHINE-REQD FEE NOT PAID,30,495 WELLINGTON ST W
PARK MACHINE-REQD FEE NOT PAID,30,495 WELLINGTON ST W
PARK MACHINE-REQD FEE NOT PAID,30,122 MARINE PARADE DR
PARK MACHINE-REQD FEE NOT PAID,30,122 MARINE PARADE DR
PARK MACHINE-REQD FEE NOT PAID,30,122 MARINE PARADE DR
PARK MACHINE-REQD FEE NOT PAID,30,122 MARINE PARADE DR
PARK MACHINE-REQD FEE NOT PAID,30,550 WELLINGTON ST W
PARK MACHINE-REQD FEE NOT PAID,30,550 WELLINGTON ST W
PARK MACHINE-REQD FEE NOT PAID,30,550 WELLINGTON ST W
PARK MACHINE-REQD FEE NOT PAID,30,177 CARLTON ST
PARK MACHINE-REQD FEE NOT PAID,30,550 WELLINGTON ST W
PARK MACHINE-REQD FEE NOT PAID,30,213 CARLTON ST
PARK MACHINE-REQD FEE NOT PAID,30,21 SCOLLARD ST
PARK MACHINE-REQD FEE NOT PAID,30,30 NELSON ST
PARK MACHINE-REQD FEE NOT PAID,30,30 NELSON ST
PARK MACHINE-REQD FEE NOT PAID,30,21 SCOLLARD ST
PARK MACHINE-REQD FEE NOT PAID,30,2524 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,121 SCOLLARD ST
PARK MACHINE-REQD FEE NOT PAID,30,119 SCOLLARD ST
PARK MACHINE-REQD FEE NOT PAID,30,14 ST CLEMENTS AVE
PARK MACHINE-REQD FEE NOT PAID,30,119 SCOLLARD ST
PARK MACHINE-REQD FEE NOT PAID,30,2550 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,111 SCOLLARD ST
PARK MACHINE-REQD FEE NOT PAID,30,2541 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,2519 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,2441 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,2419 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,90 YORKVILLE AVE
PARK MACHINE-REQD FEE NOT PAID,30,100 YORKVILLE AVE
PARK MACHINE-REQD FEE NOT PAID,30,100 YORKVILLE AVE
PARK MACHINE-REQD FEE NOT PAID,30,102 YORKVILLE AVE
PARK MACHINE-REQD FEE NOT PAID,30,2440 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,2440 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,5357 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,2440 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,5379 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,5465 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,19 GRAND TRUNK CRES
PARK MACHINE-REQD FEE NOT PAID,30,5511 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,5575 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,62 CUMBERLAND ST
PARK MACHINE-REQD FEE NOT PAID,30,629 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,623 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,625 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,610 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,993 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,952 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,50 BRIAN HARRISON WAY
PARK MACHINE-REQD FEE NOT PAID,30,50 BRIAN HARRISON WAY
PARK MACHINE-REQD FEE NOT PAID,30,3 MC ALPINE ST
PARK MACHINE-REQD FEE NOT PAID,30,25 GRENVILLE ST
PARK MACHINE-REQD FEE NOT PAID,30,18 GRENVILLE ST
PARK MACHINE-REQD FEE NOT PAID,30,EASTERN AVE
PARK MACHINE-REQD FEE NOT PAID,30,EASTERN AVE
PARK MACHINE-REQD FEE NOT PAID,30,1 SCOTT ST
PARK MACHINE-REQD FEE NOT PAID,30,GROSVENOR ST
PARK MACHINE-REQD FEE NOT PAID,30,EASTERN AVE
PARK MACHINE-REQD FEE NOT PAID,30,EASTERN AVE
PARK MACHINE-REQD FEE NOT PAID,30,1 SCOTT ST
PARK MACHINE-REQD FEE NOT PAID,30,17 ISABELLA ST
PARK MACHINE-REQD FEE NOT PAID,30,GROSVENOR ST
PARK MACHINE-REQD FEE NOT PAID,30,FRONT ST E
PARK MACHINE-REQD FEE NOT PAID,30,484 FRONT ST E
PARK MACHINE-REQD FEE NOT PAID,30,GROSVENOR ST
PARK MACHINE-REQD FEE NOT PAID,30,BAYVIEW AVE
PARK MACHINE-REQD FEE NOT PAID,30,15 BREADALBANE ST
PARK MACHINE-REQD FEE NOT PAID,30,15 BREADALBANE ST
PARK MACHINE-REQD FEE NOT PAID,30,7 BREADALBANE ST
PARK MACHINE-REQD FEE NOT PAID,30,ROLLING MILLS RD
PARK MACHINE-REQD FEE NOT PAID,30,ROLLING MILLS RD
PARK MACHINE-REQD FEE NOT PAID,30,53 MUTUAL ST
PARK MACHINE-REQD FEE NOT PAID,30,65 GLOUCESTER ST
PARK MACHINE-REQD FEE NOT PAID,30,53 MUTUAL ST
PARK MACHINE-REQD FEE NOT PAID,30,430 FRONT ST E
PARK MACHINE-REQD FEE NOT PAID,30,430 FRONT ST E
PARK MACHINE-REQD FEE NOT PAID,30,106 MUTUAL ST
PARK MACHINE-REQD FEE NOT PAID,30,430 FRONT ST E
PARK MACHINE-REQD FEE NOT PAID,30,106 MUTUAL ST
PARK MACHINE-REQD FEE NOT PAID,30,469 FRONT ST E
PARK MACHINE-REQD FEE NOT PAID,30,41 DUNDONALD ST
PARK MACHINE-REQD FEE NOT PAID,30,108 MUTUAL ST
PARK MACHINE-REQD FEE NOT PAID,30,80 COOPERAGE ST
PARK MACHINE-REQD FEE NOT PAID,30,5 PALACE ST
PARK MACHINE-REQD FEE NOT PAID,30,36 TORONTO ST
PARK MACHINE-REQD FEE NOT PAID,30,20 TORONTO ST
PARK MACHINE-REQD FEE NOT PAID,30,83 ISABELLA ST
PARK MACHINE-REQD FEE NOT PAID,30,29 SOUTH STATION ST
PARK MACHINE-REQD FEE NOT PAID,30,29 SOUTH STATION ST
PARK MACHINE-REQD FEE NOT PAID,30,177 MUTUAL ST
PARK MACHINE-REQD FEE NOT PAID,30,177 MUTUAL ST
PARK MACHINE-REQD FEE NOT PAID,30,366 ADELAIDE ST E
PARK MACHINE-REQD FEE NOT PAID,30,158 VICTORIA ST
PARK MACHINE-REQD FEE NOT PAID,30,WOBURN AVE
PARK MACHINE-REQD FEE NOT PAID,30,366 ADELAIDE ST E
PARK MACHINE-REQD FEE NOT PAID,30,44 LILLIAN ST
PARK MACHINE-REQD FEE NOT PAID,30,3325 BLOOR ST W
PARK MACHINE-REQD FEE NOT PAID,30,WALNUT AVE
PARK MACHINE-REQD FEE NOT PAID,30,101 EGLINTON AVE E
PARK MACHINE-REQD FEE NOT PAID,30,LOTHIAN AVE
PARK MACHINE-REQD FEE NOT PAID,30,LOTHIAN AVE
PARK MACHINE-REQD FEE NOT PAID,30,128 SIXTH ST
PARK MACHINE-REQD FEE NOT PAID,30,128 SIXTH ST
PARK MACHINE-REQD FEE NOT PAID,30,138 PRINCESS ST
PARK MACHINE-REQD FEE NOT PAID,30,128 SIXTH ST
PARK MACHINE-REQD FEE NOT PAID,30,31 GERRARD ST E
PARK MACHINE-REQD FEE NOT PAID,30,55 MERCHANTS' WHARF
PARK MACHINE-REQD FEE NOT PAID,30,28 BROWNLOW AVE
PARK MACHINE-REQD FEE NOT PAID,30,3221 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,28 BROWNLOW AVE
PARK MACHINE-REQD FEE NOT PAID,30,28 BROWNLOW AVE
PARK MACHINE-REQD FEE NOT PAID,30,ROBERTSON CRES
PARK MACHINE-REQD FEE NOT PAID,30,ROBERTSON CRES
PARK MACHINE-REQD FEE NOT PAID,30,212 EGLINTON AVE E
PARK MACHINE-REQD FEE NOT PAID,30,3405 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,3393 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,135 CHURCH ST
PARK MACHINE-REQD FEE NOT PAID,30,3439 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,3439 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,THOMPSON RD
PARK MACHINE-REQD FEE NOT PAID,30,3439 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,THOMPSON RD
PARK MACHINE-REQD FEE NOT PAID,30,3451 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,THOMPSON RD
PARK MACHINE-REQD FEE NOT PAID,30,THOMPSON RD
PARK MACHINE-REQD FEE NOT PAID,30,136 EDWARD ST
PARK MACHINE-REQD FEE NOT PAID,30,167 CHURCH ST
PARK MACHINE-REQD FEE NOT PAID,30,560 FRONT ST W
PARK MACHINE-REQD FEE NOT PAID,30,19 GRAND TRUNK CRES
PARK MACHINE-REQD FEE NOT PAID,30,55 TOWN CENTRE CRT
PARK MACHINE-REQD FEE NOT PAID,30,BRENTWOOD RD S
PARK MACHINE-REQD FEE NOT PAID,30,55 TOWN CENTRE CRT
PARK MACHINE-REQD FEE NOT PAID,30,BRENTWOOD RD S
PARK MACHINE-REQD FEE NOT PAID,30,55 TOWN CENTRE CRT
PARK MACHINE-REQD FEE NOT PAID,30,BRENTWOOD RD S
PARK MACHINE-REQD FEE NOT PAID,30,55 TOWN CENTRE CRT
PARK MACHINE-REQD FEE NOT PAID,30,30 HANNA AVE
PARK MACHINE-REQD FEE NOT PAID,30,51 BOND ST
PARK MACHINE-REQD FEE NOT PAID,30,50 EAST LIBERTY ST
PARK MACHINE-REQD FEE NOT PAID,30,39 NIAGARA ST
PARK MACHINE-REQD FEE NOT PAID,30,43 HANNA AVE
PARK MACHINE-REQD FEE NOT PAID,30,39 NIAGARA ST
PARK MACHINE-REQD FEE NOT PAID,30,88 CHARLES ST E
PARK MACHINE-REQD FEE NOT PAID,30,25 TOWN CENTRE CRT
PARK MACHINE-REQD FEE NOT PAID,30,CLIVEDEN AVE
PARK MACHINE-REQD FEE NOT PAID,30,46 EAST LIBERTY ST
PARK MACHINE-REQD FEE NOT PAID,30,101 JEFFERSON AVE
PARK MACHINE-REQD FEE NOT PAID,30,51 EAST LIBERTY ST
PARK MACHINE-REQD FEE NOT PAID,30,2 BRENTWOOD RD N
PARK MACHINE-REQD FEE NOT PAID,30,55 TOWN CENTRE CRT
PARK MACHINE-REQD FEE NOT PAID,30,PARK HOME AVE
PARK MACHINE-REQD FEE NOT PAID,30,36 BRENTWOOD RD N
PARK MACHINE-REQD FEE NOT PAID,30,570 WELLINGTON ST W
PARK MACHINE-REQD FEE NOT PAID,30,184 HIGHBOURNE RD
PARK MACHINE-REQD FEE NOT PAID,30,166 PEARL ST
PARK MACHINE-REQD FEE NOT PAID,30,100 WESTERN BATTERY RD
PARK MACHINE-REQD FEE NOT PAID,30,42 CHARLES ST E
PARK MACHINE-REQD FEE NOT PAID,30,50 JOE SHUSTER WAY
PARK MACHINE-REQD FEE NOT PAID,30,500 WELLINGTON ST W
PARK MACHINE-REQD FEE NOT PAID,30,80 WESTERN BATTERY RD
PARK MACHINE-REQD FEE NOT PAID,30,72 FRASER AVE
PARK MACHINE-REQD FEE NOT PAID,30,799 KING ST W
PARK MACHINE-REQD FEE NOT PAID,30,230 RICHMOND ST W
PARK MACHINE-REQD FEE NOT PAID,30,5 PARK HOME AVE
PARK MACHINE-REQD FEE NOT PAID,30,787 KING ST W
PARK MACHINE-REQD FEE NOT PAID,30,47 FRASER AVE
PARK MACHINE-REQD FEE NOT PAID,30,400 WELLINGTON ST W
PARK MACHINE-REQD FEE NOT PAID,30,54 FRASER AVE
PARK MACHINE-REQD FEE NOT PAID,30,761 KING ST W
PARK MACHINE-REQD FEE NOT PAID,30,30 NELSON ST
PARK MACHINE-REQD FEE NOT PAID,30,26 WESTERN BATTERY RD
PARK MACHINE-REQD FEE NOT PAID,30,761 KING ST W
PARK MACHINE-REQD FEE NOT PAID,30,54 FRASER AVE
PARK MACHINE-REQD FEE NOT PAID,30,19 WESTERN BATTERY RD
PARK MACHINE-REQD FEE NOT PAID,30,22 MOWAT AVE
PARK MACHINE-REQD FEE NOT PAID,30,707 DUNDAS ST W
PARK MACHINE-REQD FEE NOT PAID,30,707 DUNDAS ST W
PARK MACHINE-REQD FEE NOT PAID,30,249 DUFFERIN ST
PARK MACHINE-REQD FEE NOT PAID,30,226 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,256 DUFFERIN ST
PARK MACHINE-REQD FEE NOT PAID,30,5637 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,328 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,54 STEWART ST
PARK MACHINE-REQD FEE NOT PAID,30,410 ADELAIDE ST W
PARK MACHINE-REQD FEE NOT PAID,30,364 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,357 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,14 COLLEGE ST
PARK MACHINE-REQD FEE NOT PAID,30,556 SPADINA CRES
PARK MACHINE-REQD FEE NOT PAID,30,22 COLLEGE ST
PARK MACHINE-REQD FEE NOT PAID,30,556 SPADINA CRES
PARK MACHINE-REQD FEE NOT PAID,30,556 SPADINA CRES
PARK MACHINE-REQD FEE NOT PAID,30,177 MUTUAL ST
PARK MACHINE-REQD FEE NOT PAID,30,556 SPADINA CRES
PARK MACHINE-REQD FEE NOT PAID,30,30 COLLEGE ST
PARK MACHINE-REQD FEE NOT PAID,30,156 ST GEORGE ST
PARK MACHINE-REQD FEE NOT PAID,30,123 ELM ST
PARK MACHINE-REQD FEE NOT PAID,30,96 GERRARD ST E
PARK MACHINE-REQD FEE NOT PAID,30,723 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,80 LYNN WILLIAMS ST
PARK MACHINE-REQD FEE NOT PAID,30,723 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,250 JARVIS ST
PARK MACHINE-REQD FEE NOT PAID,30,250 JARVIS ST
PARK MACHINE-REQD FEE NOT PAID,30,128 WESTERN BATTERY RD
PARK MACHINE-REQD FEE NOT PAID,30,26 GRENVILLE ST
PARK MACHINE-REQD FEE NOT PAID,30,723 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,100 WESTERN BATTERY RD
PARK MACHINE-REQD FEE NOT PAID,30,31 GERRARD ST E
PARK MACHINE-REQD FEE NOT PAID,30,325 HURON ST
PARK MACHINE-REQD FEE NOT PAID,30,80 WESTERN BATTERY RD
PARK MACHINE-REQD FEE NOT PAID,30,374 COLLEGE ST
PARK MACHINE-REQD FEE NOT PAID,30,TECUMSETH ST
PARK MACHINE-REQD FEE NOT PAID,30,1918 QUEEN ST E
PARK MACHINE-REQD FEE NOT PAID,30,1163 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,25 WILLCOCKS ST
PARK MACHINE-REQD FEE NOT PAID,30,261 JARVIS ST
PARK MACHINE-REQD FEE NOT PAID,30,261 JARVIS ST
PARK MACHINE-REQD FEE NOT PAID,30,26 WESTERN BATTERY RD
PARK MACHINE-REQD FEE NOT PAID,30,63 GOULD ST
PARK MACHINE-REQD FEE NOT PAID,30,261 JARVIS ST
PARK MACHINE-REQD FEE NOT PAID,30,55 GOULD ST
PARK MACHINE-REQD FEE NOT PAID,30,260 RICHMOND ST W
PARK MACHINE-REQD FEE NOT PAID,30,255 HURON ST
PARK MACHINE-REQD FEE NOT PAID,30,825 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,673 RICHMOND ST W
PARK MACHINE-REQD FEE NOT PAID,30,15 BREADALBANE ST
PARK MACHINE-REQD FEE NOT PAID,30,KENILWORTH AVE
PARK MACHINE-REQD FEE NOT PAID,30,1033 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,28 DOURO ST
PARK MACHINE-REQD FEE NOT PAID,30,325 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,CARIBOU RD
PARK MACHINE-REQD FEE NOT PAID,30,150 BEECROFT RD
PARK MACHINE-REQD FEE NOT PAID,30,CARIBOU RD
PARK MACHINE-REQD FEE NOT PAID,30,178 JARVIS ST
PARK MACHINE-REQD FEE NOT PAID,30,29 CANNIFF ST
PARK MACHINE-REQD FEE NOT PAID,30,461 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,CARIBOU RD
PARK MACHINE-REQD FEE NOT PAID,30,244 CHURCH ST
PARK MACHINE-REQD FEE NOT PAID,30,1971 QUEEN ST E
PARK MACHINE-REQD FEE NOT PAID,30,288 ADELAIDE ST W
PARK MACHINE-REQD FEE NOT PAID,30,244 CHURCH ST
PARK MACHINE-REQD FEE NOT PAID,30,21 CANNIFF ST
PARK MACHINE-REQD FEE NOT PAID,30,919 COLLEGE ST
PARK MACHINE-REQD FEE NOT PAID,30,30 ADELAIDE ST E
PARK MACHINE-REQD FEE NOT PAID,30,874 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,188 SPADINA AVE
PARK MACHINE-REQD FEE NOT PAID,30,2 BELLEFAIR AVE
PARK MACHINE-REQD FEE NOT PAID,30,192 SPADINA AVE
PARK MACHINE-REQD FEE NOT PAID,30,270 CHURCH ST
PARK MACHINE-REQD FEE NOT PAID,30,8 ST JOSEPH ST
PARK MACHINE-REQD FEE NOT PAID,30,867 COLLEGE ST
PARK MACHINE-REQD FEE NOT PAID,30,270 CHURCH ST
PARK MACHINE-REQD FEE NOT PAID,30,196 SPADINA AVE
PARK MACHINE-REQD FEE NOT PAID,30,202 SPADINA AVE
PARK MACHINE-REQD FEE NOT PAID,30,872 COLLEGE ST
PARK MACHINE-REQD FEE NOT PAID,30,206 SPADINA AVE
PARK MACHINE-REQD FEE NOT PAID,30,882 COLLEGE ST
PARK MACHINE-REQD FEE NOT PAID,30,2036 QUEEN ST E
PARK MACHINE-REQD FEE NOT PAID,30,2 CRAWFORD ST
PARK MACHINE-REQD FEE NOT PAID,30,CARIBOU RD
PARK MACHINE-REQD FEE NOT PAID,30,2 CRAWFORD ST
PARK MACHINE-REQD FEE NOT PAID,30,CARIBOU RD
PARK MACHINE-REQD FEE NOT PAID,30,2062 QUEEN ST E
PARK MACHINE-REQD FEE NOT PAID,30,213 DANFORTH AVE
PARK MACHINE-REQD FEE NOT PAID,30,878 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,25 ST MARY ST
PARK MACHINE-REQD FEE NOT PAID,30,1556 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,177 MUTUAL ST
PARK MACHINE-REQD FEE NOT PAID,30,180 DANFORTH AVE
PARK MACHINE-REQD FEE NOT PAID,30,25 ST MARY ST
PARK MACHINE-REQD FEE NOT PAID,30,1552 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,474 WELLINGTON ST W
PARK MACHINE-REQD FEE NOT PAID,30,801 KING ST W
PARK MACHINE-REQD FEE NOT PAID,30,200 DANFORTH AVE
PARK MACHINE-REQD FEE NOT PAID,30,2209 QUEEN ST E
PARK MACHINE-REQD FEE NOT PAID,30,720 KING ST W
PARK MACHINE-REQD FEE NOT PAID,30,720 KING ST W
PARK MACHINE-REQD FEE NOT PAID,30,426 SPADINA AVE
PARK MACHINE-REQD FEE NOT PAID,30,267 JARVIS ST
PARK MACHINE-REQD FEE NOT PAID,30,1958 AVENUE RD
PARK MACHINE-REQD FEE NOT PAID,30,294 DANFORTH AVE
PARK MACHINE-REQD FEE NOT PAID,30,278 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,98 LEUTY AVE
PARK MACHINE-REQD FEE NOT PAID,30,74 FRASER AVE
PARK MACHINE-REQD FEE NOT PAID,30,1936 AVENUE RD
PARK MACHINE-REQD FEE NOT PAID,30,38 STEWART ST
PARK MACHINE-REQD FEE NOT PAID,30,444 SPADINA AVE
PARK MACHINE-REQD FEE NOT PAID,30,315 THE KINGSWAY
PARK MACHINE-REQD FEE NOT PAID,30,310 DANFORTH AVE
