infraction_description,set_fine_amount,location2
PARK MACHINE-REQD FEE NOT PAID,30,328 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,433 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,393 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,363 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,19 GRAND TRUNK CRES
PARK MACHINE-REQD FEE NOT PAID,30,30 NELSON ST
PARK MACHINE-REQD FEE NOT PAID,30,2409 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,196 RICHMOND ST W
PARK MACHINE-REQD FEE NOT PAID,30,2430 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,199 RICHMOND ST W
PARK MACHINE-REQD FEE NOT PAID,30,433 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,199 RICHMOND ST W
PARK MACHINE-REQD FEE NOT PAID,30,433 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,350 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,276 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,SIMCOE ST
PARK MACHINE-REQD FEE NOT PAID,30,199 RICHMOND ST W
PARK MACHINE-REQD FEE NOT PAID,30,199 RICHMOND ST W
PARK MACHINE-REQD FEE NOT PAID,30,DUNCAN ST
PARK MACHINE-REQD FEE NOT PAID,30,30 NELSON ST
PARK MACHINE-REQD FEE NOT PAID,30,RICHMOND ST W
PARK MACHINE-REQD FEE NOT PAID,30,521 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,199 RICHMOND ST W
PARK MACHINE-REQD FEE NOT PAID,30,521 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,199 RICHMOND ST W
PARK MACHINE-REQD FEE NOT PAID,30,627 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,18 NELSON ST
PARK MACHINE-REQD FEE NOT PAID,30,627 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,557 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,290 ADELAIDE ST W
PARK MACHINE-REQD FEE NOT PAID,30,557 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,557 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,435 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,367 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,367 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,316 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,320 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,949 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,8 ANGLESEY BLVD
PARK MACHINE-REQD FEE NOT PAID,30,8 ANGLESEY BLVD
PARK MACHINE-REQD FEE NOT PAID,30,8 ANGLESEY BLVD
PARK MACHINE-REQD FEE NOT PAID,30,12 ANGLESEY BLVD
PARK MACHINE-REQD FEE NOT PAID,30,18 ANGLESEY BLVD
PARK MACHINE-REQD FEE NOT PAID,30,18 ANGLESEY BLVD
PARK MACHINE-REQD FEE NOT PAID,30,15 ANGLESEY BLVD
PARK MACHINE-REQD FEE NOT PAID,30,11 ANGLESEY BLVD
PARK MACHINE-REQD FEE NOT PAID,30,11 ANGLESEY BLVD
PARK MACHINE-REQD FEE NOT PAID,30,5 ANGLESEY BLVD
PARK MACHINE-REQD FEE NOT PAID,30,309 THE KINGSWAY
PARK MACHINE-REQD FEE NOT PAID,30,309 THE KINGSWAY
PARK MACHINE-REQD FEE NOT PAID,30,309 THE KINGSWAY
PARK MACHINE-REQD FEE NOT PAID,30,319 THE KINGSWAY
PARK MACHINE-REQD FEE NOT PAID,30,319 THE KINGSWAY
PARK MACHINE-REQD FEE NOT PAID,30,319 THE KINGSWAY
PARK MACHINE-REQD FEE NOT PAID,30,319 THE KINGSWAY
PARK MACHINE-REQD FEE NOT PAID,30,316 THE KINGSWAY
PARK MACHINE-REQD FEE NOT PAID,30,314 THE KINGSWAY
PARK MACHINE-REQD FEE NOT PAID,30,314 THE KINGSWAY
PARK MACHINE-REQD FEE NOT PAID,30,314 THE KINGSWAY
PARK MACHINE-REQD FEE NOT PAID,30,314 THE KINGSWAY
PARK MACHINE-REQD FEE NOT PAID,30,5 BEXHILL CRT
PARK MACHINE-REQD FEE NOT PAID,30,5 BEXHILL CRT
PARK MACHINE-REQD FEE NOT PAID,30,5 BEXHILL CRT
PARK MACHINE-REQD FEE NOT PAID,30,5 BEXHILL CRT
PARK MACHINE-REQD FEE NOT PAID,30,11 BEXHILL CRT
PARK MACHINE-REQD FEE NOT PAID,30,11 BEXHILL CRT
PARK MACHINE-REQD FEE NOT PAID,30,11 BEXHILL CRT
PARK MACHINE-REQD FEE NOT PAID,30,11 BEXHILL CRT
PARK MACHINE-REQD FEE NOT PAID,30,11 BEXHILL CRT
PARK MACHINE-REQD FEE NOT PAID,30,292 THE KINGSWAY
PARK MACHINE-REQD FEE NOT PAID,30,292 THE KINGSWAY
PARK MACHINE-REQD FEE NOT PAID,30,1639 BLOOR ST W
PARK MACHINE-REQD FEE NOT PAID,30,SOUTH STATION ST
PARK MACHINE-REQD FEE NOT PAID,30,20 BRUNEL CRT
PARK MACHINE-REQD FEE NOT PAID,30,20 BRUNEL CRT
PARK MACHINE-REQD FEE NOT PAID,30,1601 BLOOR ST W
PARK MACHINE-REQD FEE NOT PAID,30,20 BRUNEL CRT
PARK MACHINE-REQD FEE NOT PAID,30,1601 BLOOR ST W
PARK MACHINE-REQD FEE NOT PAID,30,20 BRUNEL CRT
PARK MACHINE-REQD FEE NOT PAID,30,PIRANDELLO ST
PARK MACHINE-REQD FEE NOT PAID,30,ELIZABETH ST
PARK MACHINE-REQD FEE NOT PAID,30,110 CHARLES ST E
PARK MACHINE-REQD FEE NOT PAID,30,1540 BLOOR ST W
PARK MACHINE-REQD FEE NOT PAID,30,5 BRUNEL CRT
PARK MACHINE-REQD FEE NOT PAID,30,ELIZABETH ST
PARK MACHINE-REQD FEE NOT PAID,30,MARINE PARADE DR
PARK MACHINE-REQD FEE NOT PAID,30,SOUTH STATION ST
PARK MACHINE-REQD FEE NOT PAID,30,1540 BLOOR ST W
PARK MACHINE-REQD FEE NOT PAID,30,379 RONCESVALLES AVE
PARK MACHINE-REQD FEE NOT PAID,30,5 BRUNEL CRT
PARK MACHINE-REQD FEE NOT PAID,30,MARINE PARADE DR
PARK MACHINE-REQD FEE NOT PAID,30,SOUTH STATION ST
PARK MACHINE-REQD FEE NOT PAID,30,110 CHARLES ST E
PARK MACHINE-REQD FEE NOT PAID,30,1572 BLOOR ST W
PARK MACHINE-REQD FEE NOT PAID,30,29 BRUNEL CRT
PARK MACHINE-REQD FEE NOT PAID,30,ELIZABETH ST
PARK MACHINE-REQD FEE NOT PAID,30,MARINE PARADE DR
PARK MACHINE-REQD FEE NOT PAID,30,SOUTH STATION ST
PARK MACHINE-REQD FEE NOT PAID,30,1576 BLOOR ST W
PARK MACHINE-REQD FEE NOT PAID,30,ELIZABETH ST
PARK MACHINE-REQD FEE NOT PAID,30,MARINE PARADE DR
PARK MACHINE-REQD FEE NOT PAID,30,MARINE PARADE DR
PARK MACHINE-REQD FEE NOT PAID,30,50 LYNN WILLIAMS ST
PARK MACHINE-REQD FEE NOT PAID,30,SOUTH STATION ST
PARK MACHINE-REQD FEE NOT PAID,30,35 HAYDEN ST
PARK MACHINE-REQD FEE NOT PAID,30,1602 BLOOR ST W
PARK MACHINE-REQD FEE NOT PAID,30,630 DANFORTH AVE
PARK MACHINE-REQD FEE NOT PAID,30,ELIZABETH ST
PARK MACHINE-REQD FEE NOT PAID,30,MARINE PARADE DR
PARK MACHINE-REQD FEE NOT PAID,30,MARINE PARADE DR
PARK MACHINE-REQD FEE NOT PAID,30,35 HAYDEN ST
PARK MACHINE-REQD FEE NOT PAID,30,ELIZABETH ST
PARK MACHINE-REQD FEE NOT PAID,30,MARINE PARADE DR
PARK MACHINE-REQD FEE NOT PAID,30,35 HAYDEN ST
PARK MACHINE-REQD FEE NOT PAID,30,35 HAYDEN ST
PARK MACHINE-REQD FEE NOT PAID,30,1622 BLOOR ST W
PARK MACHINE-REQD FEE NOT PAID,30,1330 GERRARD ST E
PARK MACHINE-REQD FEE NOT PAID,30,25 CAPREOL CRT
PARK MACHINE-REQD FEE NOT PAID,30,80 LYNN WILLIAMS ST
PARK MACHINE-REQD FEE NOT PAID,30,35 HAYDEN ST
PARK MACHINE-REQD FEE NOT PAID,30,1622 BLOOR ST W
PARK MACHINE-REQD FEE NOT PAID,30,35 HAYDEN ST
PARK MACHINE-REQD FEE NOT PAID,30,299 RONCESVALLES AVE
PARK MACHINE-REQD FEE NOT PAID,30,25 CAPREOL CRT
PARK MACHINE-REQD FEE NOT PAID,30,80 LYNN WILLIAMS ST
PARK MACHINE-REQD FEE NOT PAID,30,40 ROLLING MILLS RD
PARK MACHINE-REQD FEE NOT PAID,30,1345 GERRARD ST E
PARK MACHINE-REQD FEE NOT PAID,30,3284 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,LA PLANTE AVE
PARK MACHINE-REQD FEE NOT PAID,30,15 BROOKERS LANE
PARK MACHINE-REQD FEE NOT PAID,30,WESTERN BATTERY RD
PARK MACHINE-REQD FEE NOT PAID,30,2062 WESTON RD
PARK MACHINE-REQD FEE NOT PAID,30,42 CHARLES ST E
PARK MACHINE-REQD FEE NOT PAID,30,1303 GERRARD ST E
PARK MACHINE-REQD FEE NOT PAID,30,LA PLANTE AVE
PARK MACHINE-REQD FEE NOT PAID,30,15 BROOKERS LANE
PARK MACHINE-REQD FEE NOT PAID,30,15 BROOKERS LANE
PARK MACHINE-REQD FEE NOT PAID,30,42 CHARLES ST E
PARK MACHINE-REQD FEE NOT PAID,30,42 CHARLES ST E
PARK MACHINE-REQD FEE NOT PAID,30,400 WALMER RD
PARK MACHINE-REQD FEE NOT PAID,30,15 BROOKERS LANE
PARK MACHINE-REQD FEE NOT PAID,30,15 BROOKERS LANE
PARK MACHINE-REQD FEE NOT PAID,30,2062 WESTON RD
PARK MACHINE-REQD FEE NOT PAID,30,42 CHARLES ST E
PARK MACHINE-REQD FEE NOT PAID,30,163 RONCESVALLES AVE
PARK MACHINE-REQD FEE NOT PAID,30,1295 GERRARD ST E
PARK MACHINE-REQD FEE NOT PAID,30,450 WALMER RD
PARK MACHINE-REQD FEE NOT PAID,30,WESTERN BATTERY RD
PARK MACHINE-REQD FEE NOT PAID,30,15 BEDFORD PARK AVE
PARK MACHINE-REQD FEE NOT PAID,30,150 DAN LECKIE WAY
PARK MACHINE-REQD FEE NOT PAID,30,2062 WESTON RD
PARK MACHINE-REQD FEE NOT PAID,30,189 RONCESVALLES AVE
PARK MACHINE-REQD FEE NOT PAID,30,450 WALMER RD
PARK MACHINE-REQD FEE NOT PAID,30,WESTERN BATTERY RD
PARK MACHINE-REQD FEE NOT PAID,30,2062 WESTON RD
PARK MACHINE-REQD FEE NOT PAID,30,LA PLANTE AVE
PARK MACHINE-REQD FEE NOT PAID,30,WESTERN BATTERY RD
PARK MACHINE-REQD FEE NOT PAID,30,2062 WESTON RD
PARK MACHINE-REQD FEE NOT PAID,30,151 DAN LECKIE WAY
PARK MACHINE-REQD FEE NOT PAID,30,450 WALMER RD
PARK MACHINE-REQD FEE NOT PAID,30,WESTERN BATTERY RD
PARK MACHINE-REQD FEE NOT PAID,30,LA PLANTE AVE
PARK MACHINE-REQD FEE NOT PAID,30,MILL ST
PARK MACHINE-REQD FEE NOT PAID,30,59 ISABELLA ST
PARK MACHINE-REQD FEE NOT PAID,30,WESTERN BATTERY RD
PARK MACHINE-REQD FEE NOT PAID,30,1830 WESTON RD
PARK MACHINE-REQD FEE NOT PAID,30,MILL ST
PARK MACHINE-REQD FEE NOT PAID,30,155 QUEENS WHARF RD
PARK MACHINE-REQD FEE NOT PAID,30,123 EDWARD ST
PARK MACHINE-REQD FEE NOT PAID,30,MILL ST
PARK MACHINE-REQD FEE NOT PAID,30,1762 DANFORTH AVE
PARK MACHINE-REQD FEE NOT PAID,30,WESTERN BATTERY RD
PARK MACHINE-REQD FEE NOT PAID,30,1820 WESTON RD
PARK MACHINE-REQD FEE NOT PAID,30,147 RONCESVALLES AVE
PARK MACHINE-REQD FEE NOT PAID,30,1820 WESTON RD
PARK MACHINE-REQD FEE NOT PAID,30,15 WOBURN AVE
PARK MACHINE-REQD FEE NOT PAID,30,BEECROFT RD
PARK MACHINE-REQD FEE NOT PAID,30,BEECROFT RD
PARK MACHINE-REQD FEE NOT PAID,30,335 LONSDALE RD
PARK MACHINE-REQD FEE NOT PAID,30,1820 WESTON RD
PARK MACHINE-REQD FEE NOT PAID,30,MILL ST
PARK MACHINE-REQD FEE NOT PAID,30,61 GLOUCESTER ST
PARK MACHINE-REQD FEE NOT PAID,30,123 RONCESVALLES AVE
PARK MACHINE-REQD FEE NOT PAID,30,1223 ST CLAIR AVE W
PARK MACHINE-REQD FEE NOT PAID,30,19 WESTERN BATTERY RD
PARK MACHINE-REQD FEE NOT PAID,30,MILL ST
PARK MACHINE-REQD FEE NOT PAID,30,123 RONCESVALLES AVE
PARK MACHINE-REQD FEE NOT PAID,30,BEECROFT RD
PARK MACHINE-REQD FEE NOT PAID,30,1820 WESTON RD
PARK MACHINE-REQD FEE NOT PAID,30,61 GLOUCESTER ST
PARK MACHINE-REQD FEE NOT PAID,30,280 SIMCOE ST
PARK MACHINE-REQD FEE NOT PAID,30,91 RONCESVALLES AVE
PARK MACHINE-REQD FEE NOT PAID,30,91 RONCESVALLES AVE
PARK MACHINE-REQD FEE NOT PAID,30,46 EAST LIBERTY ST
PARK MACHINE-REQD FEE NOT PAID,30,21 SCOLLARD ST
PARK MACHINE-REQD FEE NOT PAID,30,41 DUNDONALD ST
PARK MACHINE-REQD FEE NOT PAID,30,3223 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,77 RONCESVALLES AVE
PARK MACHINE-REQD FEE NOT PAID,30,BEECROFT RD
PARK MACHINE-REQD FEE NOT PAID,30,280 SIMCOE ST
PARK MACHINE-REQD FEE NOT PAID,30,21 SCOLLARD ST
PARK MACHINE-REQD FEE NOT PAID,30,BEECROFT RD
PARK MACHINE-REQD FEE NOT PAID,30,448 SPADINA RD
PARK MACHINE-REQD FEE NOT PAID,30,494 FRONT ST E
PARK MACHINE-REQD FEE NOT PAID,30,41 DUNDONALD ST
PARK MACHINE-REQD FEE NOT PAID,30,878 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,280 SIMCOE ST
PARK MACHINE-REQD FEE NOT PAID,30,60 TANNERY RD
PARK MACHINE-REQD FEE NOT PAID,30,524 WELLINGTON ST W
PARK MACHINE-REQD FEE NOT PAID,30,3383 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,33 ELMHURST AVE
PARK MACHINE-REQD FEE NOT PAID,30,524 WELLINGTON ST W
PARK MACHINE-REQD FEE NOT PAID,30,1192 WESTON RD
PARK MACHINE-REQD FEE NOT PAID,30,27 RONCESVALLES AVE
PARK MACHINE-REQD FEE NOT PAID,30,595 ST CLAIR AVE W
PARK MACHINE-REQD FEE NOT PAID,30,33 ELMHURST AVE
PARK MACHINE-REQD FEE NOT PAID,30,524 WELLINGTON ST W
PARK MACHINE-REQD FEE NOT PAID,30,435 SPADINA RD
PARK MACHINE-REQD FEE NOT PAID,30,1192 WESTON RD
PARK MACHINE-REQD FEE NOT PAID,30,ROLLING MILLS RD
PARK MACHINE-REQD FEE NOT PAID,30,585 ST CLAIR AVE W
PARK MACHINE-REQD FEE NOT PAID,30,524 WELLINGTON ST W
PARK MACHINE-REQD FEE NOT PAID,30,441 SPADINA RD
PARK MACHINE-REQD FEE NOT PAID,30,1192 WESTON RD
PARK MACHINE-REQD FEE NOT PAID,30,579 ST CLAIR AVE W
PARK MACHINE-REQD FEE NOT PAID,30,33 ELMHURST AVE
PARK MACHINE-REQD FEE NOT PAID,30,524 WELLINGTON ST W
PARK MACHINE-REQD FEE NOT PAID,30,524 WELLINGTON ST W
PARK MACHINE-REQD FEE NOT PAID,30,81 ISABELLA ST
PARK MACHINE-REQD FEE NOT PAID,30,33 ELMHURST AVE
PARK MACHINE-REQD FEE NOT PAID,30,571 ST CLAIR AVE W
PARK MACHINE-REQD FEE NOT PAID,30,1197 WESTON RD
PARK MACHINE-REQD FEE NOT PAID,30,EASTERN AVE
PARK MACHINE-REQD FEE NOT PAID,30,81 ISABELLA ST
PARK MACHINE-REQD FEE NOT PAID,30,BLOOR ST W
PARK MACHINE-REQD FEE NOT PAID,30,839 GERRARD ST E
PARK MACHINE-REQD FEE NOT PAID,30,404 SPADINA RD
PARK MACHINE-REQD FEE NOT PAID,30,1223 WESTON RD
PARK MACHINE-REQD FEE NOT PAID,30,BLOOR ST W
PARK MACHINE-REQD FEE NOT PAID,30,EASTERN AVE
PARK MACHINE-REQD FEE NOT PAID,30,839 GERRARD ST E
PARK MACHINE-REQD FEE NOT PAID,30,50 VAUGHAN RD
PARK MACHINE-REQD FEE NOT PAID,30,1223 WESTON RD
PARK MACHINE-REQD FEE NOT PAID,30,550 FRONT ST W
PARK MACHINE-REQD FEE NOT PAID,30,EASTERN AVE
PARK MACHINE-REQD FEE NOT PAID,30,32 VAUGHAN RD
PARK MACHINE-REQD FEE NOT PAID,30,323 LONSDALE RD
PARK MACHINE-REQD FEE NOT PAID,30,EASTERN AVE
PARK MACHINE-REQD FEE NOT PAID,30,DORIS AVE
PARK MACHINE-REQD FEE NOT PAID,30,EASTERN AVE
PARK MACHINE-REQD FEE NOT PAID,30,309 LONSDALE RD
PARK MACHINE-REQD FEE NOT PAID,30,39 NIAGARA ST
PARK MACHINE-REQD FEE NOT PAID,30,39 NIAGARA ST
PARK MACHINE-REQD FEE NOT PAID,30,21 NELSON ST
PARK MACHINE-REQD FEE NOT PAID,30,39 NIAGARA ST
PARK MACHINE-REQD FEE NOT PAID,30,17 NELSON ST
PARK MACHINE-REQD FEE NOT PAID,30,4899 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,39 NIAGARA ST
PARK MACHINE-REQD FEE NOT PAID,30,11 NELSON ST
PARK MACHINE-REQD FEE NOT PAID,30,1710 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,4899 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,45 FOUR WINDS DR
PARK MACHINE-REQD FEE NOT PAID,30,ROGERS RD
PARK MACHINE-REQD FEE NOT PAID,30,1684 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,ROGERS RD
PARK MACHINE-REQD FEE NOT PAID,30,35 FOUR WINDS DR
PARK MACHINE-REQD FEE NOT PAID,30,23 HOLLYWOOD AVE
PARK MACHINE-REQD FEE NOT PAID,30,ROGERS RD
PARK MACHINE-REQD FEE NOT PAID,30,35 FOUR WINDS DR
PARK MACHINE-REQD FEE NOT PAID,30,ROGERS RD
PARK MACHINE-REQD FEE NOT PAID,30,35 FOUR WINDS DR
PARK MACHINE-REQD FEE NOT PAID,30,90 ORCHID PLACE DR
PARK MACHINE-REQD FEE NOT PAID,30,1518 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,70 ORCHID PLACE DR
PARK MACHINE-REQD FEE NOT PAID,30,25 FOUR WINDS DR
PARK MACHINE-REQD FEE NOT PAID,30,70 ORCHID PLACE DR
PARK MACHINE-REQD FEE NOT PAID,30,1558 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,308 TWEEDSMUIR AVE
PARK MACHINE-REQD FEE NOT PAID,30,40 ORCHID PLACE DR
PARK MACHINE-REQD FEE NOT PAID,30,1574 QUEEN ST W
PARK MACHINE-REQD FEE NOT PAID,30,19 FOUR WINDS DR
PARK MACHINE-REQD FEE NOT PAID,30,10 ASHTONBEE RD
PARK MACHINE-REQD FEE NOT PAID,30,40 ORCHID PLACE DR
PARK MACHINE-REQD FEE NOT PAID,30,19 FOUR WINDS DR
PARK MACHINE-REQD FEE NOT PAID,30,10 ASHTONBEE RD
PARK MACHINE-REQD FEE NOT PAID,30,ROGERS RD
PARK MACHINE-REQD FEE NOT PAID,30,19 FOUR WINDS DR
PARK MACHINE-REQD FEE NOT PAID,30,19 FOUR WINDS DR
PARK MACHINE-REQD FEE NOT PAID,30,10 ASHTONBEE RD
PARK MACHINE-REQD FEE NOT PAID,30,10 ASHTONBEE RD
PARK MACHINE-REQD FEE NOT PAID,30,19 FOUR WINDS DR
PARK MACHINE-REQD FEE NOT PAID,30,10 ASHTONBEE RD
PARK MACHINE-REQD FEE NOT PAID,30,10 ASHTONBEE RD
PARK MACHINE-REQD FEE NOT PAID,30,85 QUEENS WHARF RD
PARK MACHINE-REQD FEE NOT PAID,30,19 FOUR WINDS DR
PARK MACHINE-REQD FEE NOT PAID,30,10 ASHTONBEE RD
PARK MACHINE-REQD FEE NOT PAID,30,10 ASHTONBEE RD
PARK MACHINE-REQD FEE NOT PAID,30,19 FOUR WINDS DR
PARK MACHINE-REQD FEE NOT PAID,30,10 ASHTONBEE RD
PARK MACHINE-REQD FEE NOT PAID,30,308 TWEEDSMUIR AVE
PARK MACHINE-REQD FEE NOT PAID,30,91 HOUSEY ST
PARK MACHINE-REQD FEE NOT PAID,30,11 FOUR WINDS DR
PARK MACHINE-REQD FEE NOT PAID,30,10 ASHTONBEE RD
PARK MACHINE-REQD FEE NOT PAID,30,308 TWEEDSMUIR AVE
PARK MACHINE-REQD FEE NOT PAID,30,5250 YONGE ST
PARK MACHINE-REQD FEE NOT PAID,30,3431 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,11 FOUR WINDS DR
PARK MACHINE-REQD FEE NOT PAID,30,3439 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,310 TWEEDSMUIR AVE
PARK MACHINE-REQD FEE NOT PAID,30,WALNUT AVE
PARK MACHINE-REQD FEE NOT PAID,30,ST CLAIR AVE W
PARK MACHINE-REQD FEE NOT PAID,30,3439 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,5 FOUR WINDS DR
PARK MACHINE-REQD FEE NOT PAID,30,3439 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,3445 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,5 FOUR WINDS DR
PARK MACHINE-REQD FEE NOT PAID,30,310 TWEEDSMUIR AVE
PARK MACHINE-REQD FEE NOT PAID,30,5 FOUR WINDS DR
PARK MACHINE-REQD FEE NOT PAID,30,WOODLAWN AVE E
PARK MACHINE-REQD FEE NOT PAID,30,151 DAN LECKIE WAY
PARK MACHINE-REQD FEE NOT PAID,30,151 DAN LECKIE WAY
PARK MACHINE-REQD FEE NOT PAID,30,151 DAN LECKIE WAY
PARK MACHINE-REQD FEE NOT PAID,30,151 DAN LECKIE WAY
PARK MACHINE-REQD FEE NOT PAID,30,3423 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,151 DAN LECKIE WAY
PARK MACHINE-REQD FEE NOT PAID,30,3409 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,151 DAN LECKIE WAY
PARK MACHINE-REQD FEE NOT PAID,30,3399 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,151 DAN LECKIE WAY
PARK MACHINE-REQD FEE NOT PAID,30,3335 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,3 GRAND TRUNK CRES
PARK MACHINE-REQD FEE NOT PAID,30,33 LOWER RIVER ST
PARK MACHINE-REQD FEE NOT PAID,30,151 DAN LECKIE WAY
PARK MACHINE-REQD FEE NOT PAID,30,3345 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,33 LOWER RIVER ST
PARK MACHINE-REQD FEE NOT PAID,30,19 GRAND TRUNK CRES
PARK MACHINE-REQD FEE NOT PAID,30,100 FORT YORK BLVD
PARK MACHINE-REQD FEE NOT PAID,30,3365 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,35 LOWER RIVER ST
PARK MACHINE-REQD FEE NOT PAID,30,3367 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,35 LOWER RIVER ST
PARK MACHINE-REQD FEE NOT PAID,30,100 FORT YORK BLVD
PARK MACHINE-REQD FEE NOT PAID,30,3367 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,3287 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,3287 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,3293 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,3299 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,3303 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,44 DUNFIELD AVE
PARK MACHINE-REQD FEE NOT PAID,30,3303 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,430 RONCESVALLES AVE
PARK MACHINE-REQD FEE NOT PAID,30,25 ELM ST
PARK MACHINE-REQD FEE NOT PAID,30,1 FRONT ST E
PARK MACHINE-REQD FEE NOT PAID,30,267 ST GEORGE ST
PARK MACHINE-REQD FEE NOT PAID,30,39 NIAGARA ST
PARK MACHINE-REQD FEE NOT PAID,30,462 RONCESVALLES AVE
PARK MACHINE-REQD FEE NOT PAID,30,273 ST GEORGE ST
PARK MACHINE-REQD FEE NOT PAID,30,430 RONCESVALLES AVE
PARK MACHINE-REQD FEE NOT PAID,30,277 ST GEORGE ST
PARK MACHINE-REQD FEE NOT PAID,30,1414 DUNDAS ST W
PARK MACHINE-REQD FEE NOT PAID,30,1 SCOTT ST
PARK MACHINE-REQD FEE NOT PAID,30,1414 DUNDAS ST W
PARK MACHINE-REQD FEE NOT PAID,30,625 RICHMOND ST W
PARK MACHINE-REQD FEE NOT PAID,30,1 SCOTT ST
PARK MACHINE-REQD FEE NOT PAID,30,SCOLLARD ST
PARK MACHINE-REQD FEE NOT PAID,30,75 PORTLAND ST
PARK MACHINE-REQD FEE NOT PAID,30,SCOLLARD ST
PARK MACHINE-REQD FEE NOT PAID,30,SCOLLARD ST
PARK MACHINE-REQD FEE NOT PAID,30,38 THE ESPLANADE
PARK MACHINE-REQD FEE NOT PAID,30,1357 DUNDAS ST W
PARK MACHINE-REQD FEE NOT PAID,30,SCOLLARD ST
PARK MACHINE-REQD FEE NOT PAID,30,54 STEWART ST
PARK MACHINE-REQD FEE NOT PAID,30,38 THE ESPLANADE
PARK MACHINE-REQD FEE NOT PAID,30,1357 DUNDAS ST W
PARK MACHINE-REQD FEE NOT PAID,30,261 DAVENPORT RD
PARK MACHINE-REQD FEE NOT PAID,30,247 DAVENPORT RD
PARK MACHINE-REQD FEE NOT PAID,30,100 HURON ST
PARK MACHINE-REQD FEE NOT PAID,30,1 SETTLERS RD
PARK MACHINE-REQD FEE NOT PAID,30,54 STEWART ST
PARK MACHINE-REQD FEE NOT PAID,30,236 DAVENPORT RD
PARK MACHINE-REQD FEE NOT PAID,30,3202 LAKE SHORE BLVD W
PARK MACHINE-REQD FEE NOT PAID,30,228 DANFORTH AVE
PARK MACHINE-REQD FEE NOT PAID,30,215 DANFORTH AVE
PARK MACHINE-REQD FEE NOT PAID,30,1 SETTLERS RD
PARK MACHINE-REQD FEE NOT PAID,30,123 EDWARD ST
PARK MACHINE-REQD FEE NOT PAID,30,267 DAVENPORT RD
PARK MACHINE-REQD FEE NOT PAID,30,6 ELLERBECK ST
PARK MACHINE-REQD FEE NOT PAID,30,YORKVILLE AVE
