infraction_description,set_fine_amount,location2
PARK PROHIBITED TIME NO PERMIT,***84507,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0058,NR,150 HIGHBOURNE RD,,,ON,150 HIGHBOURNE RD
PARK PROHIBITED TIME NO PERMIT,***64122,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0059,NR,59 NORTHERN DANCER BLVD,,,ON,59 NORTHERN DANCER BLVD
PARK PROHIBITED TIME NO PERMIT,***84508,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0100,NR,164 HIGHBOURNE RD,,,ON,164 HIGHBOURNE RD
PARK PROHIBITED TIME NO PERMIT,***84509,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0100,NR,164 HIGHBOURNE RD,,,ON,164 HIGHBOURNE RD
PARK PROHIBITED TIME NO PERMIT,***70398,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0101,OPP,601 INDIAN GRV,,,ON,601 INDIAN GRV
PARK PROHIBITED TIME NO PERMIT,***64123,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0101,NR,29 NORTHERN DANCER BLVD,,,ON,29 NORTHERN DANCER BLVD
PARK PROHIBITED TIME NO PERMIT,***54870,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0104,NR,104 BLAKE ST,,,ON,104 BLAKE ST
PARK PROHIBITED TIME NO PERMIT,***70400,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0104,OPP,87 HOOK AVE,,,ON,87 HOOK AVE
PARK PROHIBITED TIME NO PERMIT,***54871,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0105,NR,104 BLAKE ST,,,ON,104 BLAKE ST
PARK PROHIBITED TIME NO PERMIT,***70401,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0105,NR,73 HOOK AVE,,,ON,73 HOOK AVE
PARK PROHIBITED TIME NO PERMIT,***32849,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0105,W/S,ENDERBY RD,N/O,SWANWICK AVE,ON,ENDERBY RD
PARK PROHIBITED TIME NO PERMIT,***84510,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0105,N/S,BURNABY BLVD,W/O,ORIOLE PKWY,ON,BURNABY BLVD
PARK PROHIBITED TIME NO PERMIT,***90420,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0105,NR,29 ST HUBERT AVE,,,ON,29 ST HUBERT AVE
PARK PROHIBITED TIME NO PERMIT,***65196,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0106,NR,266 SOUDAN AVE,,,ON,266 SOUDAN AVE
PARK PROHIBITED TIME NO PERMIT,***90421,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0106,NR,31 ST HUBERT AVE,,,ON,31 ST HUBERT AVE
PARK PROHIBITED TIME NO PERMIT,***54872,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0107,NR,70 BLAKE ST,,,ON,70 BLAKE ST
PARK PROHIBITED TIME NO PERMIT,***65197,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0107,NR,266 SOUDAN AVE,,,ON,266 SOUDAN AVE
PARK PROHIBITED TIME NO PERMIT,***65198,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0107,NR,266 SOUDAN AVE,,,ON,266 SOUDAN AVE
PARK PROHIBITED TIME NO PERMIT,***70402,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0107,NR,69 HOOK AVE,,,ON,69 HOOK AVE
PARK PROHIBITED TIME NO PERMIT,***90422,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0107,NR,31 ST HUBERT AVE,,,ON,31 ST HUBERT AVE
PARK PROHIBITED TIME NO PERMIT,***54873,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0108,NR,70 BLAKE ST,,,ON,70 BLAKE ST
PARK PROHIBITED TIME NO PERMIT,***90423,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0108,NR,31 ST HUBERT AVE,,,ON,31 ST HUBERT AVE
PARK PROHIBITED TIME NO PERMIT,***25718,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0109,NR,70 BLAKE ST,,,QC,70 BLAKE ST
PARK PROHIBITED TIME NO PERMIT,***65199,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0109,NR,266 SOUDAN AVE,,,ON,266 SOUDAN AVE
PARK PROHIBITED TIME NO PERMIT,***70403,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0109,NR,61 HOOK AVE,,,ON,61 HOOK AVE
PARK PROHIBITED TIME NO PERMIT,***90424,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0109,NR,34 ST HUBERT AVE,,,ON,34 ST HUBERT AVE
PARK PROHIBITED TIME NO PERMIT,***90425,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0109,NR,34 ST HUBERT AVE,,,ON,34 ST HUBERT AVE
PARK PROHIBITED TIME NO PERMIT,***70404,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0110,NR,51 HOOK AVE,,,ON,51 HOOK AVE
PARK PROHIBITED TIME NO PERMIT,***65200,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0111,NR,306 SOUDAN AVE,,,ON,306 SOUDAN AVE
PARK PROHIBITED TIME NO PERMIT,***64124,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0111,NR,99 MOUNTJOY AVE,,,ON,99 MOUNTJOY AVE
PARK PROHIBITED TIME NO PERMIT,***65201,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0113,OPP,455 SOUDAN AVE,,,ON,455 SOUDAN AVE
PARK PROHIBITED TIME NO PERMIT,***32850,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0113,E/S,SCARBOROUGH RD,S/O,GERRARD ST E,ON,SCARBOROUGH RD
